Unnamed: 0,author_id,rating,is_recommended,helpfulness,total_feedback_count,total_neg_feedback_count,total_pos_feedback_count,submission_time,review_text,review_title,skin_tone,eye_color,skin_type,hair_color,product_id,product_name,brand_name,price_usd
10,23687096886,5,1.0,0.6666669845581055,3,1,2,2023-03-01,"I have tried SO many retinols, and while I typically need retinol for acne, this one manages to get rid of my wrinkles AND my acne. I have tried a new retinol twice since I found this one and I immediately go back every time. My skin drinks it like water, and the glow is unmatched. My only complaint is that I wish they sold a larger size!",My skin can't get enough of this stuff.,porcelain,blue,dry,brunette,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
11,37268946149,2,0.0,0.857142984867096,7,1,6,2023-02-27,Smells so bad. I tried pushing through the bad smell for a few uses but it’s really unbearable. Going to return :( I usually love Inkey List though,Smelly,light,blue,combination,blonde,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
12,8751720702,4,1.0,1.0,1,0,1,2023-02-24,"Very light watery serum so you can easily apply other products once it’s dry. For the price, I haven’t used anything like it",Nice product!,fair,brown,dry,brown,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
13,5683470893,1,0.0,1.0,7,0,7,2023-02-24,"This a a wall of text but I genuinely have to put this out there.I LOVED this product and purchased it religiously for several years. It was my favorite serum. But recently they have changed the formula, and now it is, for me, completely unusable. I’m going to preface this by saying that once I found a good skincare routine, I stuck with it. I never changed ANYTHING, I just bought more of what I’d been using when I ran low.With the old formula, I had absolutely zero irritation and my skin was breakout free. It didn’t feel overly-sensitive, and the texture was nice. When I ran out of my last tube of the old formula, I bought a new one and you could immediately tell it was different. The consistency was sticky and sort of greasy, the color was off, and the scent was almost rancid. It used to smell sort of like maple syrup, and it used to feel really pleasant to apply in terms of consistency and a nice, warming sensation. The old formula soaked in quickly and didn’t leave a weird film on my skin. The new formula gave me a stinging, burning sensation on application, never completely absorbed and left my skin feeling sticky. By morning (I applied it before bed), my skin was super greasy, which never happened before. It was also red and splotchy, and felt irritated.After about week of hoping maybe it was something else - like I said, I loved this serum before - I started having breakouts all over my face and neck, which I had also not had an issue with before. I also had a constant itchy, burning feeling on my neck. Stopped using it and switched to another retinol (which was unfortunately not the reasonable price point of INKey) and my skin went back to normal. It’s legitimately no longer a good product. I would not even say your mileage may vary - I would not feel comfortable recommending this to anyone.",New formula has ruined my favorite serum,light,hazel,combination,,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
14,23851455908,2,0.0,0.6000000238418579,5,2,3,2023-02-20,"I LOVE the inkey list, but this product simply does not work. If it helps with anti-aging and post inflammatory hyperpigmentation, it wasn’t noticeable. It certainly doesn’t help with acne. Over time I noticed more breakouts happening. So I switched back to Differin, which had always been my go-to retinol. Now my skin is purging pretty badly after the switch. Sorry inkey list, love you, but this missed the mark.",Doesn't Work,,blue,oily,auburn,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
15,46387080651,4,1.0,0.6666669845581055,3,1,2,2023-02-15,"I enjoy the product itself, the smell doesn’t bother me so much. But I hate the packaging. The packaging is horrible and makes me want to look for a new retinol. But I enjoy that actual retinol product.",Like the product. Hate the packaging,fairLight,brown,oily,red,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
16,27639389172,1,0.0,0.625,8,3,5,2023-02-15,Smells awful. Could not bear putting on the face. Consistency is drippy like a serum.,Sour smell is off putting,fair,brown,normal,,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
17,6442783656,4,1.0,0.800000011920929,5,1,4,2023-02-13,"Wish they made a larger size and a pump dispenser. Every time I use it there’s a bit of serum collected on the lid and it’s impossible to get out, so when I close the container back up, it just gushes out and makes a mess. A","Love this serum, hate the dispenser.",lightMedium,green,normal,brown,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
18,7778640948,1,0.0,1.0,5,0,5,2023-02-13,"I’ve been using this for an year, and the recent formula smells horrible. I think I’ll end up returning this",Not same as the old one,,brown,dry,black,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
19,33705816419,5,1.0,1.0,2,0,2,2023-02-13,I’m crazy about this product. I love it. That’s my second tube❤️❤️,Must have product,fair,brown,dry,brown,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
20,8228421510,1,0.0,0.8888890147209167,9,1,8,2023-02-10,"The smell in the new formula grosses me out to the point where I hate putting it on. The previous formula was working out great for me, this one is making me breakout. Hope they bring old one back :(",Smells horrible,medium,brown,combination,black,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
21,20440005187,2,0.0,1.0,6,0,6,2023-02-09,"I wish I saw all the recent reviews about the new formula before I purchased… It smells awful!! Like vinegar and dirty socks. Can’t attest to the effectiveness yet, but the scent is enough to deter me from ever repurchasing.",SMELLS BAD,,brown,combination,black,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
22,27122684339,1,0.0,1.0,11,0,11,2023-02-08,PLEASE bring back the old formula. This new one smells really bad and disappointing.,,light,,combination,,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
23,21582452079,1,0.0,1.0,2,0,2,2023-02-06,"This was awful for me - clearly I’m in the minority, but my skin hated this. I don’t have especially sensitive skin - I’ve used a lot of different retinols, from beginner level to heavier duty, but this is the only one that gave me an immediate allergic reaction - my skin broke out in hives, and was burning within a minute of putting this on. This was not a normal “stinging because it’s working“ kind of reaction, but “something is wrong“ kind of reaction - I immediately washed this off, and my skin was bright red and irritated the rest of the night. Clearly it works for some people, but not me - if you’re looking for a beginner retinol, I’d recommend looking elsewhere.",,,green,normal,black,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
24,5117068738,5,1.0,1.0,4,0,4,2023-02-06,"Holy guacamole....I bought this about a month ago and held off on using it because I wasn’t sure what to expect. I’ve recently been struggling with dry, cold Montana air and sporadic cystic pimples and random texture/bumps on my cheeks. I was getting desperate and I started it a week ago and it’s completely erased texture, brightened my pimple scarring and boosted my glow and skin’s evenness. I use a pea size amount all over my face every other night, put the Dr Jart cream on top, wait a few hours and then put a tiny bit more of D Jart and Aquaphor on to combat dryness. My skin looks nearly flawless. No pimples, no flaking or texture. It has a slightly odd smell (not like rancid milk as others say) that only lasts for a few seconds. And this is only $12! Inkey List, PLEASE never stop making this.",Miracle serum!,light,hazel,normal,,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
25,24595435489,4,1.0,1.0,4,0,4,2023-02-06,"I’ve bought this twice before and have loved it (it’s been helping to keep my fine lines to a minimum!), and bought a third one last month to replenish. Four rather than five stars because they seem to have changed the formula -- the scent went from inoffensive to smelling like Elmer’s glue, and it also now stings my skin and has left it much drier and more sensitive. Will try switching to using it only once every few nights and hope my skin readjusts.",new formula?,fair,brown,combination,,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
26,24111448404,2,0.0,,0,0,0,2023-02-05,Dries my skin out to the point where it’s flaking and makes me breakout,Not for me,fairLight,blue,dry,brown,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
27,1480662380,5,1.0,,0,0,0,2023-02-05,This product is amazing! Did not disappoint. This was my first time buying it and it has helped my skin.,A must have in my routine!,fairLight,brown,combination,brown,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
28,22101370988,1,0.0,1.0,1,0,1,2023-02-04,This is a gentle retinol option but did not do anything for my skin,,light,hazel,combination,blonde,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
29,35432472438,5,1.0,,0,0,0,2023-02-01,I love this product 💖💖 this is my third tube👍🏻👍🏻this is must have product,Must have product. Love it,light,brown,combination,brown,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
30,27147241873,5,1.0,0.9411759972572328,17,1,16,2023-01-25,Let me note I did not have a skincare regime & decided to buy the inkey line & started slowly & got better at skincare as I went along getting less lazy each month.  It was like a 6-month process so I judged each product for a month at a time.  First started cleansing 2-3x a day.   Then morning sunscreen & nightime moisturizers.  Then added serums & eye serums under that.  Finally retinol last.  This product does complete cell turnover overnight.  You’ll wake up & go wow.  My skin is glowing.  After a week (used every other day) you’ll go oh my complexion has lightened & is evening out.  After a month all the little micro freckles & super old acne scars are gone & your skin is completely even.  My mom at the end of the month said my makeup looked good today.  Wasn’t wearing any! People at work said I had dewy skin.  I am 40 now & mentally went from the traumatized pizza-faced pimpled teenager to “dewy.”  That spoke volumes for me; this product rocks my socks.  Make sure to combo the next day with sunscreen as retinol makes you vulnerable to sun damage.,This is the only thing in my life I will vouch for,,brown,combination,auburn,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
31,9564020784,4,1.0,0.8888890147209167,9,1,8,2023-01-23,"I wanted to give this one a shot because the ordinary brand one just sat on my skin and felt so heavy on my face. This one is leaps and bounds better in terms of not just creating a layer of oil on my face. It seems to be working pretty well so far the only negative I have is the smell. It smell awful I can’t even describe the smell it’s not chemically or synthetic fragrance or anything like that it’s more like old sweaty socks. Luckily the scent doesn’t linger too long, after about twenty minutes I can’t smell it any longer but it’s enough of a negative to deduct one star.",Horrible smell but doesn't linger,,hazel,combination,,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
32,5247674283,5,1.0,0.5,4,2,2,2023-01-22,"This is my first retinol product that I’ve used consistently, especially since I’m in my late 20s now. I apply this to my whole face but wanted to this help with fine lines on my forehead. It’s a small bottle but a little is all you need!",,light,brown,combination,,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
33,27460530170,5,1.0,0.0,14,14,0,2023-01-21,"LOVE. LOVE. LOVE.melts my makeup off, doesn’t leave an oily residue, and hasn’t broken me out.",a steal,fair,green,combination,blonde,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
34,10841175119,5,1.0,1.0,1,0,1,2023-01-19,Lo amé!! estoy usandolo todas las noches y me ha ayudado a mejorar mi piel en todos los sentidos!,,,brown,oily,black,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
35,35565731108,5,1.0,,0,0,0,2023-01-18,This is such a good bang for your buck. Makes a difference in texture and firmness without being expensive. Such a practical item.,A Practical Retinol,,blue,dry,,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
36,8943777906,4,0.0,0.5,8,4,4,2023-01-18,"I don’t have much wrinkles since I’m young so im not sure how effect it is on that But I think this helps with breakouts. The thing is it dries down in one second and you have to apply is super fast. Also the smell is so bad, it’s almost unbearable. I have to hold my breath to apply this stuff.",SMELLS SO BAD but works okay.,light,brown,combination,black,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
37,41242546553,2,0.0,0.3333329856395721,3,2,1,2023-01-15,smells like sourdough bread in the worst way. good price tho. wouldn’t recommend.,smells bad,,,,,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
38,44428715220,2,1.0,0.6666669845581055,6,2,4,2023-01-15,"Lowkey smells like birthday cake. I’m not into fragranced products and this one, while food for my skin, is hard to use every night because the smell is so strong",,,,,,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
39,2667539492,1,0.0,0.5714290142059326,7,3,4,2023-01-13,I really wanted to love this product but I couldn’t use it more than twice because it smells disgusting. It literally smelled like I was putting rancid milk curds on my face. Do not recommend.,Smells like spoilt milk…disgusting!,,,,,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
40,44557311050,5,1.0,0.800000011920929,5,1,4,2023-01-08,"I like this product, my skin resist strong retinols. I use it for my acne scars and to make my skin look better like uneven skin tone, texture, and kind of hydration. It also helps with my little fine lines that I have in my eyes and around my mouth.",A great product to add to your routine,light,brown,combination,red,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
41,27749504625,4,1.0,1.0,3,0,3,2023-01-06,"I have been using this retinol for the so famous skin cycling and so far so good.I repurchased this many times and would keep using it, good for beginners.",,,brown,dry,black,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
42,11487583197,3,1.0,0.75,4,1,3,2023-01-05,"This was an okay retinol. I will say the texture of this retinol was perfect for my oily skin, but it really didn’t do more than smooth out my skin’s texture. It did nothing for my fine lines, PIH, or anything else really.","Good for first time users but overall, just okay",tan,brown,oily,black,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
43,9634014167,5,1.0,0.0769231021404266,26,24,2,2022-12-31,love the matte finish on this primer! feels so soft !,PORES BE GONE,,brown,combination,blonde,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
44,43722995460,5,1.0,0.5,12,6,6,2022-12-16,"I absolutely adore it! Its a game changer, my routine been much better since I got this BUT if you have sensitive skin as me I would recommend only to use twice a week or else you will feel a sense of burn on your face (on my experience)",,light,brown,dry,,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
45,1346143363,1,0.0,0.7058820128440857,17,5,12,2022-12-09,Smells horrible. Possibly rancid?.............................,Unbearable Smell,,brown,combination,,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
46,2800854217,3,1.0,0.7777780294418335,27,6,21,2022-12-03,"I have been using this retinol for about a year now and I love it. However, recently they changed the formula and now it went from smelling like maple syrup to a powder baby diaper gross smell. Please go back to the maple syrup scent!",Changed formula now smells bad,fair,blue,combination,blonde,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
47,21407018770,5,1.0,0.800000011920929,5,1,4,2022-12-02,I’ve noticed improvement with my skin texture and bounce back/recovery time from my acne since I’ve started using this. It’s a huge staple in my skin care routine now.,Pleasantly Surprised,light,green,oily,blonde,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
48,8278810228,5,1.0,0.800000011920929,10,2,8,2022-11-30,"I’m new to retinol products and I’m in love with this so far! I’m 30, have moderate texture and fine lines. I’ve used this once a week for two weeks now and can already see a big difference in texture. I use the sandwich method of applying the serum in between layers of moisturizer, and put a layer of Vaseline as a last step to lock in moisture. I feel like this method will keep away irritation or flakiness as my skin gets use to retinol. For the price, you can’t beat this serum!",It’s Awesome!,fair,green,dry,blonde,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
49,5698627875,4,1.0,0.9166669845581056,12,1,11,2022-11-29,"I know the name says anti-aging but retinol was connected to acne initially so I decided to give it a shot as someone who has had hormonal acne for over 5 years. Most topical products will not get rid of your acne, especially for me when it is the hormones controlling what pops up but I have enjoyed this a lot for overall smoothness and evenness of my skin. I purchased this in April 2022 and used it everyday for 2 weeks, I thought the percentage in here must be low and I’ve been using strong products for years but I definitely could not use this daily. By the 3rd week, my skin felt raw and there were bumps to show the irritation of using this daily so from April until November I used this 2-3 time weekly skipping days and that worked for me. This lasted super long and I am overall happy with the results. It helped the most with toning down acne irritation and really decreasing the size and redness of the pimples that come out here and there. I also haven’t seen one single blackhead on my nose since April so it definitely works. I’m in my late 20s so I don’t have extremely pronounced wrinkles, but I did use this on my neck and around my eyes and it didn’t help with those wrinkles so not sure how drastic the age effects really are.",Great product,,brown,combination,,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
50,34062382043,4,1.0,0.7777780294418335,9,2,7,2022-11-18,"Really like this product! I would make sure to pair it with an SPF and only use a few times a week. I noticed more breakouts when I used this product more then 2 or 3 times a week, but when I use it every few nights and follow with a good moisturizer, this product works amazingly and has worked wonders on my overall skin texture. If buying, I would just make sure to take extra steps to protect your skin barrier.",,light,brown,combination,,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
51,27109249998,5,1.0,0.8333330154418945,6,1,5,2022-11-14,I recently started using Retinol and I love how this feels ok on my skin. I have very sensitive skin and this doesn’t irritate me at all.,Very soft on the skin,lightMedium,,combination,,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
52,26806219826,5,1.0,0.846153974533081,13,2,11,2022-11-10,"O love this product, I don’t have so many spots on my face, but the few I have I could see the change, it has a better texture, less dry. It can be a little aggressive on the first day, I recommend using a small amount and not applying to the eye contour! But the truth is that I love this product and I recommend it 100%🫶🏻😍",,light,brown,combination,,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
53,1212940220,5,1.0,0.6666669845581055,9,3,6,2022-11-04,I love that this product is so hydrating and goes on seamlessly. I use it at night after washing my face and after using hyaluronic acid. I love the yellow tint in the product.. makes my face glow at night!,A must have in my night routine,medium,brown,normal,black,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
54,21582452079,1,0.0,1.0,1,0,1,2022-09-30,"I’m writing this because of the overwhelmingly positive reviews, but I had an allergic reaction to this. I’ve tried several other retinols and haven’t had issues, including tretinoin for a time, but this one instantly gave me itchy hives. Too bad since the price is so good and it clearly works for many people!",Allergic Reaction,fairLight,green,normal,black,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
55,5937804412,5,1.0,0.7826089859008789,23,5,18,2022-09-24,I’ve used this since it came out and it works extremely well for sensitive skin. I occasionally use the much stronger Skinceuticals 1.0 retinol and it is so hard on my skin that I usually end up going back to this one. Definitely a favorite,Great retinol for sensitive skin!,fair,hazel,combination,brown,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
56,1379741419,5,1.0,0.8333330154418945,6,1,5,2022-09-23,I love this product. The price is  very reasonable,Good product,mediumTan,brown,combination,brown,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
57,37177099043,3,1.0,0.4782609939575195,46,24,22,2022-09-19,I have very sensitive skin and wanted to start using a gentle retinol to start with like this one. This is not irritating my skin so I’m happy with the formula. The 3 stars are because of the packaging. Trying to get out a pea size amount is almost impossible. I have tried everything and still way too much comes out. I am a person that does not waste ANYTHING so personally for me it’s a deal breaker. I will be finding another brand of retinol when I’m finished with this which is a shame because I like this product,Deal breaker for me,light,hazel,combination,brown,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
58,9944279402,3,0.0,0.4642859995365143,28,15,13,2022-09-15,Causing me to have painful pimples under the skin around my jawline that I’d never before experienced. At a few weeks in I’m only noticing a negative response & no positive results so I’m confident this is not the one for me. I know that retinol is a process but I have been using them for a year & I use other actives aswell so I don’t think it’s purging. I think it’s just not for me.,Not for me,light,blue,dry,blonde,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
59,1342721722,4,1.0,0.800000011920929,20,4,16,2022-09-13,"I have used a number of products over the years that were supposed to have retinol in them and frankly never really noticed a difference. Partly my fault, because I chose lower strength options based on all the warnings about how you need to be careful when you start using retinol. I stretched that out to 10 years of being careful so was pretty underwhelmed with retinol. But all the dermatologists include this in their must use list so I knew I needed to end up with something. This retinol serum is the first one where I can actually see benefits -- blackheads disappearing, hyperpigmentation lessening, wrinkles diminished. I am sold on this as my pick for a retinol.  The price is great, and that’s important if you are going to keep a routine going long term.  I experienced no real issues using it, however I noted some tightness and drying at first if I used it alone, so started layering it under a favorite skin oil and had no more problems. Recommend it for those who are ready to see a difference from retinol.",My pick for a retinol product,fair,hazel,combination,gray,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
60,21714709642,5,1.0,0.800000011920929,15,3,12,2022-09-09,"Feels lovely and a tiny amount works out great to use mixed with your final moisturizer. I figured since there are silicones in the formula, I’ll treat it like a 2nd cream rather than a serum since it certainly feels like a gel cream when applied to the skin. I still am unsure how I feel about using “retistar“ instead of just “retinol“ in this as I cannot determine the final concentration of retinol in the final product due to retistar being a mixture with other ingredients, but I do know granactive retinoid is going to be doing the job I require of this product at the very least for now while I am still young & just need to use it regularly to keep my skin in good condition for longer. I agree with many recommendations I have seen that this is a great starting retinol as it is versatile in being able to be used in the simplest routines as well.","Nice texture, good place to begin with retinol",mediumTan,brown,dry,brown,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
61,30266193101,5,1.0,1.0,2,0,2,2022-09-08,I love everything about this serum and already seeing results. I use this serum along with Inkey’s Retinol Eye Cream and Omega Water Gel-Cream as a night treatment. Highly recommend!,Real Results,fair,hazel,normal,blonde,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
62,5630308597,5,1.0,0.800000011920929,10,2,8,2022-09-07,"Can’t get this good a retinol for this price. You’d probably get a better retinol for a higher price, but I love this one.",Great!,fair,blue,combination,brown,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
63,34632410453,5,1.0,0.75,12,3,9,2022-09-02,"THIS PRODUCT IS AMAZING. I started skin cycling and immediately after i started using i began to purge, but i haven’t experiences ANY irritation and i have sensitive skin. so this product is effective yet gentle, everything you could want from a retinol :)",perfect for starting out!!,light,brown,normal,brown,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
64,21455347049,4,1.0,0.6666669845581055,9,3,6,2022-08-29,"Honestly not sure if it has done anything special, but it makes my skin feel good and hydrated.",,tan,,combination,,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
65,27357846082,4,1.0,0.857142984867096,14,2,12,2022-08-28,"This is a good beginner retinol, especially for the price. I don’t think I’d stick with it long-term, but if you follow the directions and integrate it slowly into your routine, it would be a gentle introduction to stronger, more effective products for your skin. I tend to experience some irritation with retinoids due to the harshness and found this to be pretty mild, comparatively.I’ve knocked a star off because I didn’t like the smell - astringent - or the texture - I don’t know how to describe it except as a sort of slime/cream hybrid - but other than that there’s not much to complain about.",,light,green,combination,brown,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
66,27975011427,4,1.0,0.625,8,3,5,2022-08-23,"I tried this serum after starting with a 0.1% serum. I was worried because it has been a hit and miss with The Inkey List, but this didn’t disappoint. This had a smooth creamy texture that went on easily. It was so smooth that I could use it with a gua sha tool. It reduced texture, scarring, and even some hormonal acne. Just make sure to wear sunscreen or to cover your face with a hat the next morning.",Perfect Intermediate Retinol Serum,light,brown,combination,black,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
67,1394260735,1,0.0,0.4838710129261017,31,16,15,2022-08-22,"Unfortunately I don’t know if this product is effective because I had to throw it out after using it only twice due to the smell, which is horrendous. Like, the worst odor of any cosmetic product I’ve ever used.",,,,combination,,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
68,6520782152,4,1.0,1.0,7,0,7,2022-08-20,"Not sticky, absorbs quickly. Did notice a difference in my fine lines on my forehead after a month of consistent use. wasn’t expecting too much, but I was pleasantly suprised by this product. love the affordability. I would not have tried it if it was priced like other products.",affordable and works surprisingly well.,fairLight,green,dry,auburn,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
69,25240516150,5,1.0,0.7272729873657227,11,3,8,2022-08-13,"Uhh wow. I’ve probably been using this a month, I use it every night before bed. A tube has lasted me almost a month exactly. My skin is still in the purging phase a bit I think, which is fine, but oh my gosh. My forehead wrinkles have smoothed out so much. They weren’t too bad yet, but after some wear makeup would start to sink in to them a bit. I can tell my skin is a bit drier but nothing crazy. Looking forward to hopefully seeing long-term results after my skin adjusts!",Surprisingly good,fair,blue,normal,brown,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
70,34689926666,5,1.0,0.8666669726371765,15,2,13,2022-08-11,"Love this product especially because it’s so affordable!! I got this item as a Christmas gift this year (2022) and decided to use it recently.  I have seen such a change in my skin, after using for 2 weeks my skin looks more bright and smooth.  I understand that some people don’t enjoy the smell but personally I think it smells a little bit like honey and I like it! My main concerns in my skin is hyper pigmentation (from acne and sun damage) and rough uneven skin tone and this has just made such a difference!! I have a dry dehydrated skin and this doesn’t dry out my skin at all, it gives a nice glow.  Once I go to sleep and when I wake up I just have a refreshing clean bright look. I think this product is super affordable and if you’re looking for an affordable retinol to use at night, then I definitely recommend you purchasing this item! I love trying new products but I will definitely be re-purchase this product again in the future.",Affordable Holy Grail!!,mediumTan,green,dry,brown,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
71,5852526855,1,0.0,0.5789470076560974,19,8,11,2022-08-02,Dont like and have a bad smell. Textura are very different to others creams,Bad smell,light,brown,oily,black,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
72,31350273215,5,1.0,0.800000011920929,5,1,4,2022-08-01,Haven’t been using it for too long but I’m already impressed. It’s not super strong so I would recommend for fry and sensitive skin.,,fairLight,brown,dry,brown,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
73,25671814976,5,1.0,1.0,3,0,3,2022-08-01,It’s a nice first time retinol that cleared most of my acne,New holy grail,lightMedium,brown,oily,brown,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
74,31457723141,4,1.0,1.0,5,0,5,2022-07-27,I love it! My skin loves it! It feels even better when coming out or the cosmetic fridge,,medium,brown,normal,black,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
75,1876170810,5,1.0,0.5,2,1,1,2022-07-23,This is a very nice serum. I saw changes in a small period of time. I will definitely buy this again.,,fair,hazel,combination,red,P443842,Retinol Anti-Aging Serum,The INKEY List,12.99
