billing_date,item,amount
2022-01-30,REVENUE FOR C_002,240
2022-01-30,REVENUE FOR C_003,240
2022-01-30,REVENUE FOR C_004,240
2022-01-30,REVENUE FOR C_005,240
2022-01-30,REVENUE FOR C_006,240
2022-01-30,REVENUE FOR C_007,240
2022-01-30,REVENUE FOR C_008,240
2022-01-30,REVENUE FOR C_009,240
2022-01-30,REVENUE FOR C_010,240
2022-01-30,REVENUE FOR C_011,240
2022-01-30,REVENUE FOR C_012,240
2022-01-30,REVENUE FOR C_013,240
2022-01-30,REVENUE FOR C_014,240
2022-01-30,REVENUE FOR C_015,240
2022-01-30,TECH_CALLS,-200
2022-01-30,TECH_INSPECT,0
2022-01-30,TECH_REPAIR,-1600
2022-02-06,REVENUE FOR C_000,240
2022-02-06,REVENUE FOR C_001,240
2022-02-06,REVENUE FOR C_002,240
2022-02-06,REVENUE FOR C_003,240
2022-02-06,REVENUE FOR C_004,240
2022-02-06,REVENUE FOR C_005,240
2022-02-06,REVENUE FOR C_006,240
2022-02-06,REVENUE FOR C_007,240
2022-02-06,REVENUE FOR C_008,240
2022-02-06,REVENUE FOR C_009,240
2022-02-06,REVENUE FOR C_010,240
2022-02-06,REVENUE FOR C_011,240
2022-02-06,REVENUE FOR C_012,240
2022-02-06,REVENUE FOR C_013,240
2022-02-06,REVENUE FOR C_014,240
2022-02-06,REVENUE FOR C_015,240
2022-02-06,TECH_CALLS,-200
2022-02-06,TECH_INSPECT,0
2022-02-06,TECH_REPAIR,-1600
2022-02-13,REVENUE FOR C_000,240
2022-02-13,REVENUE FOR C_001,240
2022-02-13,REVENUE FOR C_002,240
2022-02-13,REVENUE FOR C_003,240
2022-02-13,REVENUE FOR C_004,240
2022-02-13,REVENUE FOR C_005,240
2022-02-13,REVENUE FOR C_006,240
2022-02-13,REVENUE FOR C_007,240
2022-02-13,REVENUE FOR C_008,240
2022-02-13,REVENUE FOR C_009,240
2022-02-13,REVENUE FOR C_010,240
2022-02-13,REVENUE FOR C_011,240
2022-02-13,REVENUE FOR C_012,240
2022-02-13,REVENUE FOR C_013,240
2022-02-13,REVENUE FOR C_014,240
2022-02-13,REVENUE FOR C_015,240
2022-02-13,TECH_CALLS,-200
2022-02-13,TECH_INSPECT,0
2022-02-13,TECH_REPAIR,-1600
2022-02-20,REVENUE FOR C_000,240
2022-02-20,REVENUE FOR C_001,240
2022-02-20,REVENUE FOR C_002,240
2022-02-20,REVENUE FOR C_003,240
2022-02-20,REVENUE FOR C_004,240
2022-02-20,REVENUE FOR C_005,240
2022-02-20,REVENUE FOR C_006,240
2022-02-20,REVENUE FOR C_007,240
2022-02-20,REVENUE FOR C_008,240
2022-02-20,REVENUE FOR C_009,240
2022-02-20,REVENUE FOR C_010,240
2022-02-20,REVENUE FOR C_011,202
2022-02-20,REVENUE FOR C_012,240
2022-02-20,REVENUE FOR C_013,240
2022-02-20,REVENUE FOR C_014,240
2022-02-20,REVENUE FOR C_015,240
2022-02-20,TECH_CALLS,-200
2022-02-20,TECH_INSPECT,0
2022-02-20,TECH_REPAIR,-1600
2022-02-27,REVENUE FOR C_000,240
2022-02-27,REVENUE FOR C_001,240
2022-02-27,REVENUE FOR C_002,240
2022-02-27,REVENUE FOR C_003,240
2022-02-27,REVENUE FOR C_004,240
2022-02-27,REVENUE FOR C_005,240
2022-02-27,REVENUE FOR C_006,240
2022-02-27,REVENUE FOR C_007,240
2022-02-27,REVENUE FOR C_008,240
2022-02-27,REVENUE FOR C_009,240
2022-02-27,REVENUE FOR C_010,240
2022-02-27,REVENUE FOR C_011,240
2022-02-27,REVENUE FOR C_012,240
2022-02-27,REVENUE FOR C_013,240
2022-02-27,REVENUE FOR C_014,240
2022-02-27,REVENUE FOR C_015,240
2022-02-27,TECH_CALLS,-200
2022-02-27,TECH_INSPECT,0
2022-02-27,TECH_REPAIR,-1600
2022-03-06,REVENUE FOR C_000,240
2022-03-06,REVENUE FOR C_001,240
2022-03-06,REVENUE FOR C_002,240
2022-03-06,REVENUE FOR C_003,240
2022-03-06,REVENUE FOR C_004,240
2022-03-06,REVENUE FOR C_005,240
2022-03-06,REVENUE FOR C_006,240
2022-03-06,REVENUE FOR C_007,240
2022-03-06,REVENUE FOR C_008,240
2022-03-06,REVENUE FOR C_009,240
2022-03-06,REVENUE FOR C_010,240
2022-03-06,REVENUE FOR C_011,240
2022-03-06,REVENUE FOR C_012,240
2022-03-06,REVENUE FOR C_013,240
2022-03-06,REVENUE FOR C_014,240
2022-03-06,REVENUE FOR C_015,240
2022-03-06,TECH_CALLS,-200
2022-03-06,TECH_INSPECT,0
2022-03-06,TECH_REPAIR,-1600
2022-03-13,REVENUE FOR C_000,240
2022-03-13,REVENUE FOR C_001,240
2022-03-13,REVENUE FOR C_002,240
2022-03-13,REVENUE FOR C_003,240
2022-03-13,REVENUE FOR C_004,240
2022-03-13,REVENUE FOR C_005,240
2022-03-13,REVENUE FOR C_006,240
2022-03-13,REVENUE FOR C_007,240
2022-03-13,REVENUE FOR C_008,240
2022-03-13,REVENUE FOR C_009,240
2022-03-13,REVENUE FOR C_010,240
2022-03-13,REVENUE FOR C_011,240
2022-03-13,REVENUE FOR C_012,240
2022-03-13,REVENUE FOR C_013,240
2022-03-13,REVENUE FOR C_014,240
2022-03-13,REVENUE FOR C_015,240
2022-03-13,TECH_CALLS,-200
2022-03-13,TECH_INSPECT,0
2022-03-13,TECH_REPAIR,-1600
2022-03-20,REVENUE FOR C_000,240
2022-03-20,REVENUE FOR C_001,240
2022-03-20,REVENUE FOR C_002,240
2022-03-20,REVENUE FOR C_003,240
2022-03-20,REVENUE FOR C_004,240
2022-03-20,REVENUE FOR C_005,240
2022-03-20,REVENUE FOR C_006,240
2022-03-20,REVENUE FOR C_007,240
2022-03-20,REVENUE FOR C_008,240
2022-03-20,REVENUE FOR C_009,240
2022-03-20,REVENUE FOR C_010,240
2022-03-20,REVENUE FOR C_011,240
2022-03-20,REVENUE FOR C_012,240
2022-03-20,REVENUE FOR C_013,240
2022-03-20,REVENUE FOR C_014,240
2022-03-20,REVENUE FOR C_015,240
2022-03-20,TECH_CALLS,-200
2022-03-20,TECH_INSPECT,0
2022-03-20,TECH_REPAIR,-1600
2022-03-27,REVENUE FOR C_000,240
2022-03-27,REVENUE FOR C_001,240
2022-03-27,REVENUE FOR C_002,104
2022-03-27,REVENUE FOR C_003,240
2022-03-27,REVENUE FOR C_004,240
2022-03-27,REVENUE FOR C_005,240
2022-03-27,REVENUE FOR C_006,240
2022-03-27,REVENUE FOR C_007,240
2022-03-27,REVENUE FOR C_008,240
2022-03-27,REVENUE FOR C_009,240
2022-03-27,REVENUE FOR C_010,240
2022-03-27,REVENUE FOR C_011,240
2022-03-27,REVENUE FOR C_012,240
2022-03-27,REVENUE FOR C_013,240
2022-03-27,REVENUE FOR C_014,240
2022-03-27,REVENUE FOR C_015,240
2022-03-27,TECH_CALLS,-200
2022-03-27,TECH_INSPECT,0
2022-03-27,TECH_REPAIR,-1600
2022-04-03,REVENUE FOR C_000,240
2022-04-03,REVENUE FOR C_001,240
2022-04-03,REVENUE FOR C_002,240
2022-04-03,REVENUE FOR C_003,240
2022-04-03,REVENUE FOR C_004,240
2022-04-03,REVENUE FOR C_005,240
2022-04-03,REVENUE FOR C_006,240
2022-04-03,REVENUE FOR C_007,240
2022-04-03,REVENUE FOR C_008,240
2022-04-03,REVENUE FOR C_009,240
2022-04-03,REVENUE FOR C_010,240
2022-04-03,REVENUE FOR C_011,240
2022-04-03,REVENUE FOR C_012,240
2022-04-03,REVENUE FOR C_013,240
2022-04-03,REVENUE FOR C_014,240
2022-04-03,REVENUE FOR C_015,240
2022-04-03,TECH_CALLS,-200
2022-04-03,TECH_INSPECT,0
2022-04-03,TECH_REPAIR,-1600
2022-04-10,REVENUE FOR C_000,240
2022-04-10,REVENUE FOR C_001,240
2022-04-10,REVENUE FOR C_002,240
2022-04-10,REVENUE FOR C_003,240
2022-04-10,REVENUE FOR C_004,240
2022-04-10,REVENUE FOR C_005,240
2022-04-10,REVENUE FOR C_006,240
2022-04-10,REVENUE FOR C_007,240
2022-04-10,REVENUE FOR C_008,240
2022-04-10,REVENUE FOR C_009,240
2022-04-10,REVENUE FOR C_010,240
2022-04-10,REVENUE FOR C_011,240
2022-04-10,REVENUE FOR C_012,240
2022-04-10,REVENUE FOR C_013,240
2022-04-10,REVENUE FOR C_014,240
2022-04-10,REVENUE FOR C_015,240
2022-04-10,TECH_CALLS,-200
2022-04-10,TECH_INSPECT,0
2022-04-10,TECH_REPAIR,-1600
2022-04-17,REVENUE FOR C_000,240
2022-04-17,REVENUE FOR C_001,240
2022-04-17,REVENUE FOR C_002,240
2022-04-17,REVENUE FOR C_003,240
2022-04-17,REVENUE FOR C_004,240
2022-04-17,REVENUE FOR C_005,240
2022-04-17,REVENUE FOR C_006,240
2022-04-17,REVENUE FOR C_007,240
2022-04-17,REVENUE FOR C_008,240
2022-04-17,REVENUE FOR C_009,240
2022-04-17,REVENUE FOR C_010,240
2022-04-17,REVENUE FOR C_011,240
2022-04-17,REVENUE FOR C_012,240
2022-04-17,REVENUE FOR C_013,240
2022-04-17,REVENUE FOR C_014,240
2022-04-17,REVENUE FOR C_015,240
2022-04-17,TECH_CALLS,-200
2022-04-17,TECH_INSPECT,0
2022-04-17,TECH_REPAIR,-1600
2022-04-24,REVENUE FOR C_000,240
2022-04-24,REVENUE FOR C_001,240
2022-04-24,REVENUE FOR C_002,240
2022-04-24,REVENUE FOR C_003,240
2022-04-24,REVENUE FOR C_004,240
2022-04-24,REVENUE FOR C_005,240
2022-04-24,REVENUE FOR C_006,240
2022-04-24,REVENUE FOR C_007,240
2022-04-24,REVENUE FOR C_008,240
2022-04-24,REVENUE FOR C_009,240
2022-04-24,REVENUE FOR C_010,240
2022-04-24,REVENUE FOR C_011,240
2022-04-24,REVENUE FOR C_012,240
2022-04-24,REVENUE FOR C_013,240
2022-04-24,REVENUE FOR C_014,240
2022-04-24,REVENUE FOR C_015,240
2022-04-24,TECH_CALLS,-200
2022-04-24,TECH_INSPECT,0
2022-04-24,TECH_REPAIR,-1600
2022-05-01,REVENUE FOR C_000,240
2022-05-01,REVENUE FOR C_001,240
2022-05-01,REVENUE FOR C_002,240
2022-05-01,REVENUE FOR C_003,240
2022-05-01,REVENUE FOR C_004,240
2022-05-01,REVENUE FOR C_005,240
2022-05-01,REVENUE FOR C_006,240
2022-05-01,REVENUE FOR C_007,240
2022-05-01,REVENUE FOR C_008,240
2022-05-01,REVENUE FOR C_009,47
2022-05-01,REVENUE FOR C_010,240
2022-05-01,REVENUE FOR C_011,240
2022-05-01,REVENUE FOR C_012,240
2022-05-01,REVENUE FOR C_013,240
2022-05-01,REVENUE FOR C_014,240
2022-05-01,REVENUE FOR C_015,227
2022-05-01,TECH_CALLS,-200
2022-05-01,TECH_INSPECT,0
2022-05-01,TECH_REPAIR,-1600
2022-05-08,REVENUE FOR C_000,240
2022-05-08,REVENUE FOR C_001,240
2022-05-08,REVENUE FOR C_002,134
2022-05-08,REVENUE FOR C_003,240
2022-05-08,REVENUE FOR C_004,240
2022-05-08,REVENUE FOR C_005,240
2022-05-08,REVENUE FOR C_006,240
2022-05-08,REVENUE FOR C_007,240
2022-05-08,REVENUE FOR C_008,240
2022-05-08,REVENUE FOR C_009,240
2022-05-08,REVENUE FOR C_010,240
2022-05-08,REVENUE FOR C_011,240
2022-05-08,REVENUE FOR C_012,240
2022-05-08,REVENUE FOR C_013,240
2022-05-08,REVENUE FOR C_014,240
2022-05-08,REVENUE FOR C_015,240
2022-05-08,TECH_CALLS,-200
2022-05-08,TECH_INSPECT,0
2022-05-08,TECH_REPAIR,-1600
2022-05-15,REVENUE FOR C_000,240
2022-05-15,REVENUE FOR C_001,240
2022-05-15,REVENUE FOR C_002,240
2022-05-15,REVENUE FOR C_003,240
2022-05-15,REVENUE FOR C_004,240
2022-05-15,REVENUE FOR C_005,240
2022-05-15,REVENUE FOR C_006,240
2022-05-15,REVENUE FOR C_007,240
2022-05-15,REVENUE FOR C_008,240
2022-05-15,REVENUE FOR C_009,240
2022-05-15,REVENUE FOR C_010,240
2022-05-15,REVENUE FOR C_011,240
2022-05-15,REVENUE FOR C_012,240
2022-05-15,REVENUE FOR C_013,240
2022-05-15,REVENUE FOR C_014,240
2022-05-15,REVENUE FOR C_015,240
2022-05-15,TECH_CALLS,-200
2022-05-15,TECH_INSPECT,0
2022-05-15,TECH_REPAIR,-1600
2022-05-22,REVENUE FOR C_000,240
2022-05-22,REVENUE FOR C_001,137
2022-05-22,REVENUE FOR C_002,240
2022-05-22,REVENUE FOR C_003,240
2022-05-22,REVENUE FOR C_004,240
2022-05-22,REVENUE FOR C_005,240
2022-05-22,REVENUE FOR C_006,240
2022-05-22,REVENUE FOR C_007,240
2022-05-22,REVENUE FOR C_008,240
2022-05-22,REVENUE FOR C_009,240
2022-05-22,REVENUE FOR C_010,240
2022-05-22,REVENUE FOR C_011,240
2022-05-22,REVENUE FOR C_012,240
2022-05-22,REVENUE FOR C_013,240
2022-05-22,REVENUE FOR C_014,240
2022-05-22,REVENUE FOR C_015,240
2022-05-22,TECH_CALLS,-200
2022-05-22,TECH_INSPECT,0
2022-05-22,TECH_REPAIR,-1600
