time,machine_id,event
2022-05-05T14:00:00,E_010,LOUD NOISE
2022-05-05T14:20:00,E_008,LOUD NOISE
2022-05-05T14:30:00,E_007,LOUD NOISE
2022-05-05T14:40:00,E_015,LOUD NOISE
2022-05-05T14:50:00,E_014,LOUD NOISE
2022-05-05T15:20:00,E_004,LOUD NOISE
2022-05-05T15:20:00,E_008,LOUD NOISE
2022-05-05T15:20:00,E_010,LOUD NOISE
2022-05-05T15:30:00,E_006,LOUD NOISE
2022-05-05T15:50:00,E_009,LOUD NOISE
2022-05-06T08:10:00,E_002,LOUD NOISE
2022-05-06T08:10:00,E_004,LOUD NOISE
2022-05-06T08:10:00,E_011,LOUD NOISE
2022-05-06T08:20:00,E_014,LOUD NOISE
2022-05-06T08:30:00,E_009,LOUD NOISE
2022-05-06T08:50:00,E_011,VERY LOUD NOISE
2022-05-06T09:00:00,E_011,LOUD NOISE
2022-05-06T09:10:00,E_014,LOUD NOISE
2022-05-06T09:10:00,E_015,LOUD NOISE
2022-05-06T09:20:00,E_008,LOUD NOISE
2022-05-06T10:00:00,E_009,LOUD NOISE
2022-05-06T10:10:00,E_002,LOUD NOISE
2022-05-06T10:20:00,E_008,LOUD NOISE
2022-05-06T10:30:00,E_011,LOUD NOISE
2022-05-06T10:40:00,E_014,LOUD NOISE
2022-05-06T10:50:00,E_009,LOUD NOISE
2022-05-06T11:00:00,E_014,LOUD NOISE
2022-05-06T11:10:00,E_007,LOUD NOISE
2022-05-06T11:20:00,E_011,LOUD NOISE
2022-05-06T11:30:00,E_012,LOUD NOISE
2022-05-06T11:40:00,E_013,LOUD NOISE
2022-05-06T11:50:00,E_014,LOUD NOISE
2022-05-06T12:00:00,E_006,LOUD NOISE
2022-05-06T12:10:00,E_002,LOUD NOISE
2022-05-06T12:10:00,E_009,LOUD NOISE
2022-05-06T12:20:00,E_009,LOUD NOISE
2022-05-06T12:30:00,E_013,LOUD NOISE
2022-05-06T12:50:00,E_013,LOUD NOISE
2022-05-06T13:00:00,E_002,LOUD NOISE
2022-05-06T13:10:00,E_008,LOUD NOISE
2022-05-06T13:20:00,E_008,VERY LOUD NOISE
2022-05-06T13:20:00,E_010,LOUD NOISE
2022-05-06T13:20:00,E_011,LOUD NOISE
2022-05-06T13:20:00,E_013,LOUD NOISE
2022-05-06T13:30:00,E_008,LOUD NOISE
2022-05-06T14:40:00,E_002,LOUD NOISE
2022-05-06T14:50:00,E_011,LOUD NOISE
2022-05-06T14:50:00,E_015,LOUD NOISE
2022-05-06T15:30:00,E_006,LOUD NOISE
2022-05-06T15:30:00,E_007,LOUD NOISE
2022-05-06T15:40:00,E_009,LOUD NOISE
2022-05-07T08:20:00,E_008,LOUD NOISE
2022-05-07T08:40:00,E_009,LOUD NOISE
2022-05-07T08:40:00,E_014,VERY LOUD NOISE
2022-05-07T08:50:00,E_014,LOUD NOISE
2022-05-07T09:00:00,E_008,LOUD NOISE
2022-05-07T09:10:00,E_004,LOUD NOISE
2022-05-07T09:20:00,E_006,LOUD NOISE
2022-05-07T09:30:00,E_009,LOUD NOISE
2022-05-07T09:40:00,E_009,LOUD NOISE
2022-05-07T09:50:00,E_001,LOUD NOISE
2022-05-07T09:50:00,E_007,LOUD NOISE
2022-05-07T09:50:00,E_008,LOUD NOISE
2022-05-07T09:50:00,E_015,LOUD NOISE
2022-05-07T10:00:00,E_002,LOUD NOISE
2022-05-07T10:10:00,E_007,LOUD NOISE
2022-05-07T10:10:00,E_008,LOUD NOISE
2022-05-07T10:20:00,E_009,LOUD NOISE
2022-05-07T10:50:00,E_008,LOUD NOISE
2022-05-07T10:50:00,E_014,LOUD NOISE
2022-05-07T11:10:00,E_009,LOUD NOISE
2022-05-07T11:10:00,E_010,LOUD NOISE
2022-05-07T11:10:00,E_011,LOUD NOISE
2022-05-07T11:20:00,E_014,LOUD NOISE
2022-05-07T11:30:00,E_014,LOUD NOISE
2022-05-07T12:00:00,E_013,LOUD NOISE
2022-05-07T12:20:00,E_007,LOUD NOISE
2022-05-07T12:20:00,E_009,LOUD NOISE
2022-05-07T12:20:00,E_013,LOUD NOISE
2022-05-07T12:40:00,E_008,LOUD NOISE
2022-05-07T13:40:00,E_001,LOUD NOISE
2022-05-07T13:40:00,E_014,LOUD NOISE
2022-05-07T13:50:00,E_003,LOUD NOISE
2022-05-07T14:10:00,E_009,LOUD NOISE
2022-05-07T14:40:00,E_008,LOUD NOISE
2022-05-07T14:50:00,E_008,LOUD NOISE
2022-05-07T15:10:00,E_004,LOUD NOISE
2022-05-07T15:20:00,E_007,LOUD NOISE
2022-05-07T15:30:00,E_009,LOUD NOISE
2022-05-07T15:40:00,E_006,LOUD NOISE
2022-05-07T15:40:00,E_010,LOUD NOISE
2022-05-07T15:40:00,E_015,VERY LOUD NOISE
2022-05-09T08:30:00,E_008,LOUD NOISE
2022-05-09T08:40:00,E_009,LOUD NOISE
2022-05-09T08:40:00,E_014,LOUD NOISE
2022-05-09T08:50:00,E_010,LOUD NOISE
2022-05-09T08:50:00,E_011,LOUD NOISE
2022-05-09T09:00:00,E_008,LOUD NOISE
2022-05-09T10:40:00,E_009,LOUD NOISE
2022-05-09T10:50:00,E_003,LOUD NOISE
2022-05-09T11:30:00,E_015,LOUD NOISE
2022-05-09T11:40:00,E_008,LOUD NOISE
2022-05-09T11:40:00,E_015,LOUD NOISE
2022-05-09T11:50:00,E_000,LOUD NOISE
2022-05-09T11:50:00,E_011,LOUD NOISE
2022-05-09T12:00:00,E_015,LOUD NOISE
2022-05-09T12:10:00,E_001,LOUD NOISE
2022-05-09T12:20:00,E_009,LOUD NOISE
2022-05-09T12:20:00,E_013,LOUD NOISE
2022-05-09T12:50:00,E_004,LOUD NOISE
2022-05-09T12:50:00,E_009,LOUD NOISE
2022-05-09T12:50:00,E_015,LOUD NOISE
2022-05-09T13:10:00,E_011,LOUD NOISE
2022-05-09T13:20:00,E_009,LOUD NOISE
2022-05-09T13:20:00,E_014,LOUD NOISE
2022-05-09T13:50:00,E_010,VERY LOUD NOISE
2022-05-09T14:00:00,E_011,LOUD NOISE
2022-05-09T14:10:00,E_009,VERY LOUD NOISE
2022-05-09T14:10:00,E_012,LOUD NOISE
2022-05-09T14:50:00,E_007,LOUD NOISE
2022-05-09T15:00:00,E_009,LOUD NOISE
2022-05-09T15:20:00,E_002,LOUD NOISE
2022-05-09T15:30:00,E_008,LOUD NOISE
2022-05-09T15:30:00,E_009,LOUD NOISE
2022-05-09T15:30:00,E_011,LOUD NOISE
2022-05-09T15:30:00,E_014,LOUD NOISE
2022-05-09T15:50:00,E_007,LOUD NOISE
2022-05-10T08:00:00,E_001,LOUD NOISE
2022-05-10T09:10:00,E_011,LOUD NOISE
2022-05-10T09:40:00,E_008,LOUD NOISE
2022-05-10T09:40:00,E_011,LOUD NOISE
2022-05-10T09:50:00,E_004,LOUD NOISE
2022-05-10T09:50:00,E_014,LOUD NOISE
2022-05-10T10:00:00,E_008,LOUD NOISE
2022-05-10T10:00:00,E_011,LOUD NOISE
2022-05-10T10:30:00,E_008,LOUD NOISE
2022-05-10T10:50:00,E_007,LOUD NOISE
2022-05-10T11:00:00,E_008,LOUD NOISE
2022-05-10T11:00:00,E_009,LOUD NOISE
2022-05-10T11:40:00,E_007,LOUD NOISE
2022-05-10T11:40:00,E_011,LOUD NOISE
2022-05-10T12:00:00,E_004,LOUD NOISE
2022-05-10T12:20:00,E_010,LOUD NOISE
2022-05-10T12:30:00,E_008,LOUD NOISE
2022-05-10T12:40:00,E_007,LOUD NOISE
2022-05-10T13:20:00,E_009,LOUD NOISE
2022-05-10T13:20:00,E_013,LOUD NOISE
2022-05-10T13:30:00,E_007,LOUD NOISE
2022-05-10T13:30:00,E_013,LOUD NOISE
2022-05-10T13:30:00,E_014,LOUD NOISE
2022-05-10T14:10:00,E_004,LOUD NOISE
2022-05-10T14:10:00,E_009,LOUD NOISE
2022-05-10T14:40:00,E_003,LOUD NOISE
2022-05-10T15:00:00,E_007,LOUD NOISE
2022-05-10T15:10:00,E_008,LOUD NOISE
2022-05-10T15:10:00,E_011,LOUD NOISE
2022-05-10T15:30:00,E_011,VERY LOUD NOISE
2022-05-10T15:30:00,E_015,LOUD NOISE
2022-05-10T15:50:00,E_003,LOUD NOISE
2022-05-11T08:00:00,E_001,LOUD NOISE
2022-05-11T08:10:00,E_013,LOUD NOISE
2022-05-11T08:20:00,E_015,LOUD NOISE
2022-05-11T08:30:00,E_008,LOUD NOISE
2022-05-11T08:50:00,E_003,LOUD NOISE
2022-05-11T08:50:00,E_014,LOUD NOISE
2022-05-11T09:20:00,E_002,LOUD NOISE
2022-05-11T09:40:00,E_009,LOUD NOISE
2022-05-11T09:50:00,E_011,LOUD NOISE
2022-05-11T10:00:00,E_008,LOUD NOISE
2022-05-11T10:00:00,E_011,LOUD NOISE
2022-05-11T10:10:00,E_009,VERY LOUD NOISE
2022-05-11T10:10:00,E_011,LOUD NOISE
2022-05-11T10:20:00,E_014,LOUD NOISE
2022-05-11T10:30:00,E_003,LOUD NOISE
2022-05-11T10:30:00,E_009,LOUD NOISE
2022-05-11T11:10:00,E_006,LOUD NOISE
2022-05-11T11:20:00,E_007,LOUD NOISE
2022-05-11T11:20:00,E_014,LOUD NOISE
2022-05-11T11:40:00,E_008,LOUD NOISE
2022-05-11T12:00:00,E_009,LOUD NOISE
2022-05-11T12:40:00,E_008,LOUD NOISE
2022-05-11T13:10:00,E_008,LOUD NOISE
2022-05-11T13:40:00,E_003,LOUD NOISE
2022-05-11T13:40:00,E_010,VERY LOUD NOISE
2022-05-11T13:40:00,E_014,LOUD NOISE
2022-05-11T14:00:00,E_007,LOUD NOISE
2022-05-11T14:10:00,E_014,LOUD NOISE
2022-05-11T14:20:00,E_007,LOUD NOISE
2022-05-11T14:20:00,E_013,LOUD NOISE
2022-05-11T14:30:00,E_009,LOUD NOISE
2022-05-11T14:30:00,E_011,LOUD NOISE
2022-05-11T14:40:00,E_001,LOUD NOISE
2022-05-11T14:40:00,E_015,LOUD NOISE
2022-05-11T14:50:00,E_014,LOUD NOISE
2022-05-11T15:10:00,E_009,LOUD NOISE
2022-05-11T15:20:00,E_004,LOUD NOISE
2022-05-11T15:40:00,E_002,LOUD NOISE
2022-05-11T15:50:00,E_007,LOUD NOISE
2022-05-11T15:50:00,E_009,LOUD NOISE
2022-05-11T15:50:00,E_015,LOUD NOISE
2022-05-12T08:00:00,E_013,LOUD NOISE
2022-05-12T08:00:00,E_015,LOUD NOISE
2022-05-12T08:20:00,E_008,LOUD NOISE
2022-05-12T08:40:00,E_003,LOUD NOISE
2022-05-12T08:50:00,E_010,LOUD NOISE
2022-05-12T09:30:00,E_009,LOUD NOISE
2022-05-12T09:40:00,E_010,LOUD NOISE
2022-05-12T09:40:00,E_014,LOUD NOISE
2022-05-12T10:00:00,E_009,LOUD NOISE
2022-05-12T10:20:00,E_004,LOUD NOISE
2022-05-12T10:20:00,E_009,LOUD NOISE
2022-05-12T10:20:00,E_014,LOUD NOISE
2022-05-12T10:40:00,E_009,LOUD NOISE
2022-05-12T10:50:00,E_009,LOUD NOISE
2022-05-12T11:30:00,E_008,LOUD NOISE
2022-05-12T11:50:00,E_008,LOUD NOISE
2022-05-12T12:10:00,E_003,LOUD NOISE
2022-05-12T12:20:00,E_009,LOUD NOISE
2022-05-12T12:20:00,E_011,LOUD NOISE
2022-05-12T12:40:00,E_007,LOUD NOISE
2022-05-12T12:50:00,E_014,LOUD NOISE
2022-05-12T13:00:00,E_001,LOUD NOISE
2022-05-12T13:00:00,E_004,LOUD NOISE
2022-05-12T13:10:00,E_014,LOUD NOISE
2022-05-12T13:30:00,E_007,LOUD NOISE
2022-05-12T13:30:00,E_009,VERY LOUD NOISE
2022-05-12T13:30:00,E_011,LOUD NOISE
2022-05-12T13:40:00,E_011,LOUD NOISE
2022-05-12T13:40:00,E_015,LOUD NOISE
2022-05-12T13:50:00,E_004,LOUD NOISE
2022-05-12T13:50:00,E_006,LOUD NOISE
2022-05-12T13:50:00,E_008,LOUD NOISE
2022-05-12T14:20:00,E_010,LOUD NOISE
2022-05-12T14:30:00,E_002,LOUD NOISE
2022-05-12T14:30:00,E_011,LOUD NOISE
2022-05-12T14:40:00,E_002,LOUD NOISE
2022-05-12T14:50:00,E_008,LOUD NOISE
2022-05-12T15:00:00,E_008,LOUD NOISE
2022-05-12T15:10:00,E_010,LOUD NOISE
2022-05-12T15:20:00,E_015,LOUD NOISE
2022-05-12T15:30:00,E_013,LOUD NOISE
2022-05-12T15:40:00,E_014,LOUD NOISE
2022-05-12T15:50:00,E_007,LOUD NOISE
2022-05-12T15:50:00,E_015,LOUD NOISE
2022-05-13T08:00:00,E_004,LOUD NOISE
2022-05-13T08:30:00,E_007,LOUD NOISE
2022-05-13T09:00:00,E_004,LOUD NOISE
2022-05-13T09:00:00,E_007,LOUD NOISE
2022-05-13T10:00:00,E_002,LOUD NOISE
2022-05-13T10:10:00,E_010,LOUD NOISE
2022-05-13T10:40:00,E_004,LOUD NOISE
2022-05-13T10:50:00,E_003,LOUD NOISE
2022-05-13T11:00:00,E_003,LOUD NOISE
2022-05-13T11:10:00,E_007,LOUD NOISE
2022-05-13T11:20:00,E_009,LOUD NOISE
2022-05-13T11:40:00,E_008,LOUD NOISE
2022-05-13T11:40:00,E_014,LOUD NOISE
2022-05-13T12:00:00,E_013,LOUD NOISE
2022-05-13T12:30:00,E_009,LOUD NOISE
2022-05-13T12:30:00,E_010,LOUD NOISE
2022-05-13T12:40:00,E_011,LOUD NOISE
2022-05-13T13:10:00,E_002,LOUD NOISE
2022-05-13T13:10:00,E_008,LOUD NOISE
2022-05-13T13:20:00,E_014,LOUD NOISE
2022-05-13T13:30:00,E_004,LOUD NOISE
2022-05-13T13:30:00,E_009,LOUD NOISE
2022-05-13T13:30:00,E_015,LOUD NOISE
2022-05-13T13:40:00,E_007,LOUD NOISE
2022-05-13T13:50:00,E_010,LOUD NOISE
2022-05-13T14:10:00,E_014,LOUD NOISE
2022-05-13T14:20:00,E_003,LOUD NOISE
2022-05-13T14:20:00,E_008,LOUD NOISE
2022-05-13T14:20:00,E_014,LOUD NOISE
2022-05-13T14:40:00,E_004,LOUD NOISE
2022-05-13T14:40:00,E_009,LOUD NOISE
2022-05-13T14:50:00,E_011,LOUD NOISE
2022-05-13T14:50:00,E_014,LOUD NOISE
2022-05-13T15:10:00,E_011,LOUD NOISE
2022-05-13T15:40:00,E_011,LOUD NOISE
2022-05-13T15:50:00,E_008,LOUD NOISE
2022-05-14T08:40:00,E_015,LOUD NOISE
2022-05-14T08:50:00,E_002,LOUD NOISE
2022-05-14T08:50:00,E_003,LOUD NOISE
2022-05-14T08:50:00,E_007,LOUD NOISE
2022-05-14T09:00:00,E_008,LOUD NOISE
2022-05-14T09:10:00,E_007,LOUD NOISE
2022-05-14T09:10:00,E_010,LOUD NOISE
2022-05-14T09:20:00,E_002,LOUD NOISE
2022-05-14T10:10:00,E_003,LOUD NOISE
2022-05-14T10:10:00,E_004,LOUD NOISE
2022-05-14T10:20:00,E_001,LOUD NOISE
2022-05-14T10:20:00,E_007,LOUD NOISE
2022-05-14T10:20:00,E_011,LOUD NOISE
2022-05-14T10:30:00,E_013,LOUD NOISE
2022-05-14T10:40:00,E_014,LOUD NOISE
2022-05-14T10:50:00,E_008,LOUD NOISE
2022-05-14T10:50:00,E_013,LOUD NOISE
2022-05-14T11:00:00,E_010,LOUD NOISE
2022-05-14T11:10:00,E_009,LOUD NOISE
2022-05-14T11:20:00,E_002,LOUD NOISE
2022-05-14T11:30:00,E_007,LOUD NOISE
2022-05-14T11:40:00,E_009,LOUD NOISE
2022-05-14T11:50:00,E_010,LOUD NOISE
2022-05-14T11:50:00,E_014,LOUD NOISE
2022-05-14T12:20:00,E_011,LOUD NOISE
2022-05-14T12:30:00,E_002,LOUD NOISE
2022-05-14T12:40:00,E_011,LOUD NOISE
2022-05-14T13:00:00,E_013,LOUD NOISE
2022-05-14T13:10:00,E_014,LOUD NOISE
2022-05-14T13:20:00,E_013,VERY LOUD NOISE
2022-05-14T13:30:00,E_007,LOUD NOISE
2022-05-14T13:30:00,E_009,LOUD NOISE
2022-05-14T13:40:00,E_010,LOUD NOISE
2022-05-14T13:50:00,E_015,LOUD NOISE
2022-05-14T14:00:00,E_003,LOUD NOISE
2022-05-14T14:10:00,E_009,LOUD NOISE
2022-05-14T14:10:00,E_014,LOUD NOISE
2022-05-14T14:20:00,E_009,LOUD NOISE
2022-05-14T14:30:00,E_007,LOUD NOISE
2022-05-14T14:40:00,E_015,LOUD NOISE
2022-05-14T14:50:00,E_004,LOUD NOISE
2022-05-14T15:10:00,E_008,LOUD NOISE
2022-05-14T15:10:00,E_011,LOUD NOISE
2022-05-14T15:20:00,E_006,LOUD NOISE
2022-05-14T15:20:00,E_011,LOUD NOISE
2022-05-14T15:30:00,E_007,LOUD NOISE
2022-05-16T08:20:00,E_008,LOUD NOISE
2022-05-16T08:40:00,E_000,LOUD NOISE
2022-05-16T08:40:00,E_007,LOUD NOISE
2022-05-16T08:50:00,E_015,LOUD NOISE
2022-05-16T09:20:00,E_001,LOUD NOISE
2022-05-16T09:30:00,E_008,LOUD NOISE
2022-05-16T09:40:00,E_003,LOUD NOISE
2022-05-16T09:40:00,E_007,LOUD NOISE
2022-05-16T09:50:00,E_009,LOUD NOISE
2022-05-16T09:50:00,E_011,LOUD NOISE
2022-05-16T10:10:00,E_007,LOUD NOISE
2022-05-16T10:20:00,E_004,LOUD NOISE
2022-05-16T10:50:00,E_008,LOUD NOISE
2022-05-16T11:00:00,E_014,LOUD NOISE
2022-05-16T11:20:00,E_007,LOUD NOISE
2022-05-16T11:40:00,E_004,LOUD NOISE
2022-05-16T12:00:00,E_015,LOUD NOISE
2022-05-16T12:20:00,E_007,LOUD NOISE
2022-05-16T12:20:00,E_009,LOUD NOISE
2022-05-16T13:30:00,E_010,LOUD NOISE
2022-05-16T14:10:00,E_003,LOUD NOISE
2022-05-16T14:10:00,E_004,LOUD NOISE
2022-05-16T14:20:00,E_001,LOUD NOISE
2022-05-16T14:20:00,E_014,LOUD NOISE
2022-05-16T14:40:00,E_015,LOUD NOISE
2022-05-16T14:50:00,E_004,LOUD NOISE
2022-05-16T15:10:00,E_008,LOUD NOISE
2022-05-16T15:30:00,E_008,LOUD NOISE
2022-05-16T15:30:00,E_015,LOUD NOISE
2022-05-16T15:50:00,E_007,LOUD NOISE
2022-05-17T08:00:00,E_008,LOUD NOISE
2022-05-17T08:10:00,E_008,LOUD NOISE
2022-05-17T08:30:00,E_004,LOUD NOISE
2022-05-17T08:30:00,E_009,LOUD NOISE
2022-05-17T08:30:00,E_011,LOUD NOISE
2022-05-17T08:50:00,E_015,LOUD NOISE
2022-05-17T09:20:00,E_003,LOUD NOISE
2022-05-17T09:30:00,E_009,LOUD NOISE
2022-05-17T11:30:00,E_008,LOUD NOISE
2022-05-17T11:50:00,E_013,LOUD NOISE
2022-05-17T12:00:00,E_008,LOUD NOISE
2022-05-17T12:00:00,E_014,LOUD NOISE
2022-05-17T12:10:00,E_008,LOUD NOISE
2022-05-17T12:20:00,E_014,LOUD NOISE
2022-05-17T12:30:00,E_003,LOUD NOISE
2022-05-17T12:30:00,E_008,LOUD NOISE
2022-05-17T12:30:00,E_014,LOUD NOISE
2022-05-17T12:50:00,E_014,LOUD NOISE
2022-05-17T13:00:00,E_009,LOUD NOISE
2022-05-17T13:20:00,E_002,LOUD NOISE
2022-05-17T13:30:00,E_014,LOUD NOISE
2022-05-17T13:30:00,E_015,LOUD NOISE
2022-05-17T13:40:00,E_014,LOUD NOISE
2022-05-17T13:50:00,E_002,LOUD NOISE
2022-05-17T14:00:00,E_011,LOUD NOISE
2022-05-17T14:00:00,E_012,LOUD NOISE
2022-05-17T14:30:00,E_002,LOUD NOISE
2022-05-17T14:30:00,E_004,LOUD NOISE
2022-05-17T14:30:00,E_007,LOUD NOISE
2022-05-17T14:50:00,E_007,LOUD NOISE
2022-05-17T15:00:00,E_007,LOUD NOISE
2022-05-17T15:20:00,E_011,LOUD NOISE
2022-05-17T15:30:00,E_008,LOUD NOISE
2022-05-17T15:50:00,E_015,LOUD NOISE
2022-05-18T08:10:00,E_008,LOUD NOISE
2022-05-18T08:10:00,E_010,LOUD NOISE
2022-05-18T08:20:00,E_011,LOUD NOISE
2022-05-18T08:30:00,E_006,LOUD NOISE
2022-05-18T08:30:00,E_008,LOUD NOISE
2022-05-18T08:30:00,E_011,LOUD NOISE
2022-05-18T08:40:00,E_009,LOUD NOISE
2022-05-18T09:20:00,E_014,LOUD NOISE
2022-05-18T09:40:00,E_002,VERY LOUD NOISE
2022-05-18T09:50:00,E_014,LOUD NOISE
2022-05-18T10:40:00,E_007,LOUD NOISE
2022-05-18T10:40:00,E_011,LOUD NOISE
2022-05-18T11:20:00,E_008,LOUD NOISE
2022-05-18T11:50:00,E_009,LOUD NOISE
2022-05-18T12:00:00,E_009,LOUD NOISE
2022-05-18T12:20:00,E_002,LOUD NOISE
2022-05-18T13:00:00,E_008,LOUD NOISE
2022-05-18T13:00:00,E_011,LOUD NOISE
