DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C
2014-01-29,8,2,8,2,6,4,0.0,94,6.5,998,73.0,8,5,5
2014-01-30,9,0,12,0,9,3,0.3,89,6.875,1004,35.25,9,5,3
2014-01-31,10,0,30,2,9,8,3.5,93,8.5,1007,58.125,10,9,0
2014-02-01,11,4,22,6,8,5,7.6,87,9.375,1008,52.125,11,10,3
2014-02-02,10,4,17,4,10,5,0.4,89,9.75,1015,18.875,10,6,3
2014-02-03,9,3,34,3,8,8,1.2,91,8.875,1011,62.0,9,6,-1
2014-02-04,9,4,34,4,9,8,3.5,90,9.625,1006,60.625,9,7,2
2014-02-05,10,6,38,6,9,8,0.7,85,9.875,1003,44.375,10,7,2
2014-02-06,13,7,43,7,12,12,8.3,94,9.25,1005,63.5,13,10,2
2014-02-07,11,6,28,6,11,8,4.4,81,9.5,1006,58.5,11,9,4
2014-02-08,10,5,37,9,10,6,7.3,83,9.5,996,68.75,10,8,4
2014-02-09,9,4,22,4,9,4,3.7,96,8.875,1000,72.25,9,6,2
2014-02-10,9,3,16,3,7,6,1.5,99,9.875,1007,62.875,9,7,0
2014-02-11,8,3,31,6,5,5,1.3,99,8.875,1010,56.125,8,8,0
2014-02-12,10,3,39,5,10,9,3.6,92,9.625,1012,47.625,10,9,3
2014-02-13,9,5,36,9,9,6,5.7,87,9.5,1008,51.375,9,8,4
2014-02-14,14,5,35,6,14,11,5.1,97,9.5,1008,71.75,14,12,8
2014-02-15,10,6,29,8,10,6,0.0,87,10.0,1009,46.5,10,8,5
2014-02-16,11,5,32,6,11,6,1.1,87,9.875,1012,29.375,11,7,5
2014-02-17,11,5,31,5,11,7,0.2,89,9.875,1011,30.5,11,5,2
2014-02-18,12,6,25,6,12,8,0.3,89,8.875,1014,43.625,12,8,7
2014-02-19,12,7,15,7,11,9,0.0,86,9.0,1019,70.625,12,9,8
2014-02-20,12,8,30,11,11,8,3.5,98,8.75,1016,83.75,12,11,8
2014-02-21,10,4,27,4,10,6,0.4,81,10.0,1014,19.25,10,5,5
2014-02-22,12,6,19,8,12,7,1.2,91,9.875,1020,50.625,12,10,8
2014-02-23,13,7,25,7,13,8,0.0,87,10.0,1020,37.625,13,8,6
2014-02-24,15,6,28,6,15,9,0.0,87,10.0,1010,12.75,15,10,8
2014-02-25,10,5,26,9,10,6,4.5,88,9.625,1010,45.25,10,8,6
2014-02-26,11,3,17,3,11,6,0.0,83,10.0,1023,18.0,11,6,7
2014-02-27,12,6,32,9,12,7,3.2,94,8.75,1022,69.5,12,9,7
2014-02-28,9,4,36,5,8,6,6.4,84,9.5,1010,69.5,9,8,3
2014-03-01,10,1,10,1,10,3,0.0,82,9.0,1009,32.0,10,4,6
2014-03-02,10,1,27,4,10,9,4.8,88,8.625,1005,72.0,10,9,5
2014-03-03,9,5,28,6,9,5,2.5,85,9.625,995,44.0,10,6,4
2014-03-04,11,3,15,3,11,6,1.3,83,9.875,1009,51.5,11,6,6
2014-03-05,13,3,10,3,12,5,0.1,86,9.0,1025,29.375,14,7,6
2014-03-06,14,3,9,3,14,5,0.0,79,10.0,1027,5.125,15,8,9
2014-03-07,15,3,5,3,14,6,0.0,79,10.0,1027,20.5,17,8,9
2014-03-08,17,4,19,4,15,11,0.0,63,10.0,1027,0.25,18,10,6
2014-03-09,18,6,24,6,17,11,0.0,66,10.0,1024,0.0,18,10,8
2014-03-10,18,2,9,2,17,12,0.0,68,10.0,1025,0.0,20,13,16
2014-03-11,16,5,20,5,13,12,0.0,91,10.0,1027,19.625,16,10,4
2014-03-12,17,5,11,5,16,8,0.0,85,9.0,1029,9.5,18,11,9
2014-03-13,17,4,9,4,16,9,0.0,79,10.0,1029,0.125,19,12,15
2014-03-14,17,2,13,2,16,11,0.0,76,10.0,1029,3.75,18,11,15
2014-03-15,16,4,12,6,13,11,0.1,89,5.25,1032,56.75,16,11,7
2014-03-16,16,3,15,3,15,11,0.0,84,6.0,1031,8.875,16,11,9
2014-03-17,17,3,8,3,15,8,0.0,84,7.0,1027,15.125,18,11,9
2014-03-18,12,4,14,7,11,10,0.1,85,8.0,1027,64.75,12,9,10
2014-03-19,15,1,5,1,14,8,0.0,83,6.5,1029,29.375,19,12,12
2014-03-20,16,4,24,4,16,11,0.0,80,9.0,1022,11.0,16,9,9
2014-03-21,12,8,21,10,12,9,0.5,80,9.0,1015,54.875,13,10,8
2014-03-22,11,4,32,7,11,7,0.1,74,10.0,1010,44.875,11,6,6
2014-03-23,11,2,27,2,11,7,1.1,72,9.875,1018,26.125,12,6,5
2014-03-24,13,5,18,5,13,10,0.5,82,9.75,1014,61.375,13,8,7
2014-03-25,13,6,19,6,13,10,0.3,82,9.125,1015,61.25,13,8,8
2014-03-26,14,6,24,6,13,10,1.0,85,9.125,1015,59.375,14,9,7
2014-03-27,7,0,15,2,5,6,1.4,94,5.0,1013,75.625,7,6,2
2014-03-28,12,3,15,5,11,8,1.6,93,7.25,1011,67.125,12,9,5
2014-03-29,16,4,21,4,16,13,0.0,76,10.0,1011,34.25,16,10,8
2014-03-30,18,6,18,6,18,14,0.0,77,10.0,1011,12.375,18,11,11
2014-03-31,17,7,20,7,17,12,0.1,80,10.0,1012,38.875,17,10,12
2014-04-01,19,8,23,9,19,15,1.5,75,9.875,1012,19.25,19,13,13
2014-04-02,19,9,23,9,19,13,0.4,80,10.0,1003,43.125,19,11,11
2014-04-03,16,10,10,11,15,12,5.1,97,7.5,1006,98.375,16,12,11
2014-04-04,15,7,17,7,15,11,0.2,85,5.375,1014,53.25,15,10,12
2014-04-05,15,7,18,10,15,13,0.4,92,7.0,1018,94.625,15,13,10
2014-04-06,18,12,17,12,16,15,1.2,97,5.625,1020,71.75,18,15,12
2014-04-07,19,10,33,11,19,13,0.0,82,9.0,1017,46.75,19,13,16
2014-04-08,13,6,19,6,13,10,0.1,65,8.0,1028,17.75,14,7,11
2014-04-09,16,4,12,4,15,12,0.0,71,7.75,1029,20.125,17,9,10
2014-04-10,18,4,13,4,18,15,0.0,70,10.0,1024,14.875,19,12,12
2014-04-11,18,5,19,5,16,14,0.1,72,10.0,1020,32.0,18,11,9
2014-04-12,18,5,9,5,17,14,0.0,75,7.5,1022,34.625,19,11,12
2014-04-13,16,4,10,4,16,13,0.1,68,9.0,1025,22.625,17,10,11
2014-04-14,18,3,13,3,17,15,0.0,71,8.0,1025,16.0,19,12,10
2014-04-15,16,5,25,5,15,12,0.0,57,10.0,1024,1.625,16,6,9
2014-04-16,18,4,22,4,17,13,0.0,55,10.0,1024,0.5,18,9,10
2014-04-17,20,4,8,5,19,16,0.0,60,10.0,1023,2.0,25,12,16
2014-04-18,16,7,15,7,16,14,0.0,74,10.0,1019,42.625,16,9,12
2014-04-19,13,3,15,3,13,11,0.1,64,10.0,1015,25.5,13,5,8
2014-04-20,14,2,21,4,14,10,0.4,69,7.625,1008,32.0,14,7,11
2014-04-21,17,3,8,7,16,13,0.0,59,10.0,1007,34.25,17,9,13
2014-04-22,16,4,22,9,16,13,0.1,73,8.0,1016,47.125,16,11,14
2014-04-23,15,8,15,9,15,13,2.9,93,5.625,1020,48.5,16,12,13
2014-04-24,17,2,8,9,17,12,0.2,74,6.0,1021,37.375,17,10,13
2014-04-25,16,7,22,8,16,12,0.3,84,8.875,1015,55.875,16,10,11
2014-04-26,15,9,32,11,15,11,0.8,72,8.0,1012,57.375,15,10,11
2014-04-27,13,9,28,10,12,12,4.0,92,9.875,1009,75.875,13,10,8
2014-04-28,15,7,21,8,15,13,1.1,76,9.875,1015,45.75,15,10,12
2014-04-29,14,8,13,9,14,12,2.9,94,6.5,1015,69.5,15,11,8
2014-04-30,17,5,17,7,17,13,0.0,78,5.25,1016,60.375,17,12,15
2014-05-01,15,9,26,11,14,12,0.1,87,7.5,1016,76.375,15,12,12
2014-05-02,17,7,16,9,15,15,0.2,86,8.75,1024,67.625,17,12,11
2014-05-03,15,5,18,5,14,13,0.0,61,8.75,1026,24.5,15,7,9
2014-05-04,17,4,10,5,16,15,0.0,58,9.0,1025,13.625,19,11,12
2014-05-05,20,6,15,7,20,16,0.0,61,10.0,1017,27.5,20,12,15
2014-05-06,14,10,22,13,14,14,2.1,99,7.625,1014,78.5,15,14,12
2014-05-07,18,9,24,11,16,14,0.0,83,7.75,1020,49.125,18,13,12
2014-05-08,15,8,24,11,15,13,0.3,82,7.0,1020,87.25,15,13,12
2014-05-09,17,10,20,13,16,14,0.0,82,6.5,1022,71.625,17,13,14
2014-05-10,16,10,29,14,15,14,3.3,98,9.625,1020,63.0,16,14,12
2014-05-11,15,9,30,10,15,12,0.0,64,10.0,1017,32.125,15,9,11
2014-05-12,15,7,21,10,14,12,0.4,77,10.0,1019,38.75,15,8,10
2014-05-13,15,5,19,7,15,14,0.0,67,8.0,1028,20.0,15,10,11
2014-05-14,18,5,10,7,18,16,0.0,67,6.75,1033,28.875,19,11,14
2014-05-15,19,6,22,8,19,16,0.0,56,10.0,1034,0.5,19,9,16
2014-05-16,19,6,22,8,18,17,0.0,58,10.0,1032,2.125,19,12,13
2014-05-17,21,8,16,9,21,19,0.0,65,8.75,1025,16.625,24,14,17
2014-05-18,23,10,10,12,23,21,0.2,63,9.0,1018,3.375,26,17,21
2014-05-19,21,12,23,12,20,17,1.3,67,9.875,1004,37.5,24,14,18
2014-05-20,17,6,21,13,17,15,0.6,81,7.625,1011,60.875,18,13,16
2014-05-21,19,8,22,11,15,14,1.0,91,8.375,1010,45.25,19,13,12
2014-05-22,18,10,35,11,18,13,1.7,88,9.625,1006,45.375,18,12,12
2014-05-23,15,9,18,11,13,14,0.5,82,8.0,1010,67.25,15,10,12
2014-05-24,17,8,25,10,17,14,1.5,67,9.75,1017,38.375,17,10,13
2014-05-25,18,6,9,11,17,15,0.8,73,7.0,1019,50.75,18,11,14
2014-05-26,18,8,18,10,18,14,0.0,68,8.0,1019,29.5,18,9,15
2014-05-27,17,7,15,10,17,15,0.3,70,6.75,1019,37.125,18,11,16
2014-05-28,19,7,18,10,19,15,0.6,67,7.25,1017,46.75,19,11,16
2014-05-29,19,9,15,12,19,16,0.3,68,6.875,1019,25.75,19,12,17
2014-05-30,20,7,12,12,20,17,1.0,73,6.75,1022,53.75,20,13,17
2014-05-31,22,10,14,12,22,19,0.8,70,7.875,1024,13.875,24,14,19
2014-06-01,21,8,12,10,21,18,0.0,59,7.75,1025,31.25,24,13,18
2014-06-02,20,10,17,14,20,17,0.0,65,8.75,1023,54.875,20,13,19
2014-06-03,18,11,15,14,17,15,0.4,75,5.5,1019,79.25,18,13,17
2014-06-04,18,10,29,13,18,15,2.7,76,8.375,1015,52.5,18,13,13
2014-06-05,20,8,12,12,18,18,0.0,57,10.0,1016,37.25,20,11,17
2014-06-06,28,11,20,14,26,25,0.2,62,10.0,1011,11.625,28,18,22
2014-06-07,24,14,11,15,24,21,0.1,49,10.0,1016,39.125,25,14,21
2014-06-08,26,13,13,15,26,22,0.0,57,10.0,1018,17.75,27,14,22
2014-06-09,26,12,10,15,25,21,1.0,68,9.875,1017,25.75,27,14,20
2014-06-10,21,12,14,15,21,19,0.0,67,10.0,1023,22.375,24,12,18
2014-06-11,25,11,10,13,24,23,0.0,59,10.0,1026,9.0,26,14,21
2014-06-12,27,13,14,16,26,25,0.0,61,10.0,1026,11.75,28,17,22
2014-06-13,27,15,13,16,26,24,0.0,59,8.75,1024,18.75,27,16,23
2014-06-14,25,11,19,14,24,22,0.1,58,9.0,1023,16.75,25,14,21
2014-06-15,23,11,20,12,21,20,0.0,55,10.0,1024,4.25,24,12,18
2014-06-16,23,8,19,11,22,21,0.0,60,10.0,1025,20.625,25,11,18
2014-06-17,21,10,21,12,20,19,0.0,62,10.0,1023,27.25,21,10,17
2014-06-18,24,9,17,11,22,22,0.1,63,10.0,1023,40.25,25,11,18
2014-06-19,25,11,14,13,24,23,0.0,59,8.75,1023,20.125,26,14,20
2014-06-20,26,12,16,15,26,24,0.0,59,9.0,1020,1.625,27,14,22
2014-06-21,27,12,18,14,25,25,0.0,54,10.0,1017,7.375,27,14,21
2014-06-22,29,15,13,17,27,27,0.0,57,10.0,1018,13.5,29,16,22
2014-06-23,27,16,12,18,27,24,1.9,66,9.75,1019,32.75,28,18,22
2014-06-24,27,15,13,16,26,25,0.0,48,10.0,1020,16.5,28,15,23
2014-06-25,27,14,8,15,27,24,0.2,48,9.0,1015,16.5,27,14,24
2014-06-26,23,13,22,17,23,20,0.9,75,7.0,1016,28.875,25,16,20
2014-06-27,22,14,21,16,22,19,1.0,75,7.75,1017,58.375,24,14,19
2014-06-28,17,13,8,14,15,17,2.5,94,5.75,1016,72.25,17,15,15
2014-06-29,21,11,22,14,21,19,0.0,64,8.0,1018,32.125,21,12,18
2014-06-30,19,8,16,15,19,19,0.0,80,9.0,1019,59.25,20,14,17
2014-07-01,24,14,11,16,24,21,2.4,63,9.75,1016,37.875,25,17,22
2014-07-02,27,13,14,14,26,25,0.0,62,10.0,1022,21.0,27,15,21
2014-07-03,30,14,5,18,30,28,0.9,52,9.875,1023,17.125,33,18,27
2014-07-04,26,16,25,18,26,20,1.7,65,9.875,1016,33.625,27,18,24
2014-07-05,21,17,27,18,21,19,2.0,95,9.0,1010,89.25,21,18,19
2014-07-06,21,13,18,16,20,18,1.8,90,8.75,1015,51.625,24,17,16
2014-07-07,21,9,18,15,21,18,2.0,59,8.75,1018,29.625,24,12,20
2014-07-08,21,9,17,14,21,18,2.7,62,8.0,1019,33.625,21,14,20
2014-07-09,22,10,20,12,21,19,0.0,66,10.0,1022,33.625,24,11,18
2014-07-10,23,10,18,13,23,21,0.0,60,10.0,1021,4.875,25,13,19
2014-07-11,21,12,14,14,20,19,0.7,69,7.75,1021,55.25,21,15,19
2014-07-12,23,12,17,14,23,20,0.0,69,6.5,1019,49.125,25,15,20
2014-07-13,22,15,20,17,21,20,3.7,92,7.25,1016,85.5,24,18,19
2014-07-14,22,11,14,13,22,20,0.0,61,8.0,1021,23.25,25,13,19
2014-07-15,25,12,6,16,22,23,0.0,76,7.75,1022,47.625,27,17,20
2014-07-16,30,16,8,17,30,28,0.1,64,8.0,1022,20.625,34,20,25
2014-07-17,34,18,18,20,33,29,0.0,58,10.0,1020,7.5,34,19,27
2014-07-18,29,18,5,18,28,24,1.4,63,7.625,1015,31.875,32,19,24
2014-07-19,26,17,9,17,25,23,1.0,74,8.75,1010,26.625,27,17,21
2014-07-20,23,16,15,16,23,21,2.7,81,5.75,1017,62.625,25,17,20
2014-07-21,24,14,15,16,24,22,0.0,74,6.5,1022,50.375,26,15,20
2014-07-22,26,12,9,14,26,24,0.0,63,8.125,1022,17.25,27,17,24
2014-07-23,29,16,10,17,28,27,3.3,62,7.25,1019,29.125,30,19,24
2014-07-24,30,18,6,20,30,26,3.1,70,8.75,1014,18.5,33,22,28
2014-07-25,29,18,14,18,29,26,0.0,70,10.0,1014,12.625,30,19,25
2014-07-26,28,16,15,17,28,25,0.0,58,9.0,1018,9.75,28,17,25
2014-07-27,27,14,15,17,27,23,2.5,60,9.5,1020,23.625,28,18,25
2014-07-28,22,14,17,14,22,20,0.0,69,7.0,1018,31.5,24,15,19
2014-07-29,24,12,17,14,22,22,0.0,70,9.0,1018,40.25,25,14,20
2014-07-30,24,12,10,15,23,22,0.0,79,9.0,1018,40.0,25,15,19
2014-07-31,25,14,5,15,25,23,0.1,65,9.0,1018,35.5,26,16,23
2014-08-01,24,14,15,16,24,20,0.0,64,10.0,1014,23.5,26,16,23
2014-08-02,24,15,17,17,23,21,3.8,85,9.375,1009,60.875,25,17,19
2014-08-03,23,14,16,16,22,20,0.1,63,7.5,1015,42.875,25,15,21
2014-08-04,23,11,13,15,22,21,0.0,59,10.0,1020,15.375,25,13,21
2014-08-05,24,10,18,16,24,21,0.3,61,8.875,1021,26.375,26,16,22
2014-08-06,24,17,20,18,24,21,3.5,87,8.625,1017,66.875,26,18,20
2014-08-07,25,17,12,17,24,23,0.1,79,7.5,1015,63.0,27,17,21
2014-08-08,21,17,21,17,21,20,6.4,94,7.25,1014,75.625,21,18,19
2014-08-09,22,13,14,15,22,21,0.1,76,9.0,1014,49.75,25,16,20
2014-08-10,22,15,35,19,22,19,2.7,83,9.625,1014,50.0,24,19,22
2014-08-11,21,13,25,15,20,19,0.6,66,10.0,1017,29.5,21,13,19
2014-08-12,21,14,19,15,19,18,9.8,80,9.5,1017,57.25,21,15,18
2014-08-13,21,12,23,12,21,18,0.3,67,7.875,1015,26.25,21,14,18
2014-08-14,20,12,22,13,20,17,0.8,73,8.875,1016,36.625,20,13,18
2014-08-15,21,11,16,12,21,17,0.0,71,8.0,1022,17.0,24,13,18
2014-08-16,21,9,10,10,21,18,0.0,65,7.0,1025,10.625,24,12,18
2014-08-17,20,11,19,12,19,17,0.0,65,10.0,1022,45.5,20,12,18
2014-08-18,21,13,14,14,21,18,0.0,77,8.0,1015,49.75,21,13,17
2014-08-19,20,9,14,10,20,16,0.3,71,9.0,1018,19.625,20,12,15
2014-08-20,20,9,13,10,20,17,0.1,59,9.0,1020,21.25,20,10,17
2014-08-21,20,9,13,9,20,17,0.2,55,10.0,1020,28.75,20,9,18
2014-08-22,19,9,17,11,19,17,0.3,64,9.875,1018,27.375,19,12,18
2014-08-23,20,11,17,11,20,17,0.0,67,7.0,1021,23.625,20,12,17
2014-08-24,21,9,15,13,21,18,0.5,68,6.875,1022,29.5,21,13,19
2014-08-25,20,15,22,16,19,19,4.3,89,8.75,1017,85.0,20,18,19
2014-08-26,20,15,20,16,19,18,0.1,85,8.0,1012,55.25,20,16,18
2014-08-27,22,15,16,15,22,20,0.3,74,7.375,1015,68.125,25,18,20
2014-08-28,23,16,15,17,23,19,0.3,74,9.0,1017,44.125,25,18,20
2014-08-29,22,14,16,15,22,18,0.0,65,9.0,1021,24.75,24,15,20
2014-08-30,22,12,15,13,22,18,0.0,69,7.0,1022,23.375,25,14,20
2014-08-31,22,12,9,12,21,19,0.0,67,6.5,1022,34.625,25,14,18
2014-09-01,25,11,5,11,24,20,0.0,64,9.0,1023,2.625,28,15,21
2014-09-02,25,13,10,13,24,21,0.0,70,7.75,1021,18.375,26,15,20
2014-09-03,25,13,18,13,24,21,0.0,60,8.0,1019,1.0,25,15,21
2014-09-04,25,13,11,13,24,21,0.0,65,8.0,1015,9.625,27,15,20
2014-09-05,25,13,8,14,25,20,0.0,64,7.75,1016,23.5,26,17,25
2014-09-06,26,14,5,14,26,21,0.0,66,7.0,1015,31.25,27,16,23
2014-09-07,28,15,8,15,28,24,0.0,56,10.0,1014,13.0,29,16,23
2014-09-08,28,16,12,16,27,22,0.2,59,10.0,1017,24.375,29,17,22
2014-09-09,27,17,7,17,27,22,1.6,70,8.875,1018,48.5,29,19,24
2014-09-10,25,15,13,15,24,20,0.0,55,10.0,1018,18.75,26,15,21
2014-09-11,23,11,15,11,22,18,0.0,66,10.0,1018,3.5,25,12,18
2014-09-12,23,11,15,11,23,18,0.0,65,9.0,1020,7.625,25,13,18
2014-09-13,21,14,20,14,20,17,1.6,74,8.125,1018,67.625,22,13,18
2014-09-14,25,14,18,14,24,21,0.0,69,10.0,1019,29.5,26,15,20
2014-09-15,26,14,8,14,26,20,0.0,71,7.75,1013,34.25,27,15,21
2014-09-16,28,14,18,15,28,23,0.0,57,10.0,1013,30.0,27,14,22
2014-09-17,28,17,16,17,28,21,1.6,71,9.875,1006,22.875,28,17,22
2014-09-18,26,16,17,16,26,20,0.0,77,8.75,1008,26.75,27,18,22
2014-09-19,28,16,17,17,28,20,1.4,85,8.5,1012,28.875,28,19,21
2014-09-20,26,15,10,15,26,20,0.0,64,9.875,1017,27.625,27,16,22
2014-09-21,23,14,14,14,23,18,0.0,82,6.5,1022,57.75,25,16,20
2014-09-22,20,10,21,10,20,15,0.0,70,10.0,1023,17.25,20,12,15
2014-09-23,19,8,18,8,19,14,0.0,62,9.0,1022,23.0,20,9,13
2014-09-24,20,8,14,8,20,15,0.1,68,9.0,1020,24.0,20,13,16
2014-09-25,21,9,5,9,21,14,0.0,74,6.75,1025,27.5,24,14,19
2014-09-26,22,8,3,8,22,15,0.0,59,10.0,1027,2.0,26,13,21
2014-09-27,24,11,14,11,23,18,0.0,59,10.0,1026,2.875,25,13,17
2014-09-28,25,13,16,13,25,19,0.2,62,9.0,1022,36.75,26,16,21
2014-09-29,23,13,12,13,23,17,0.0,69,7.0,1024,38.0,25,16,20
2014-09-30,23,13,14,13,23,16,0.1,74,7.0,1027,21.625,25,15,20
2014-10-01,23,10,9,10,22,17,0.0,69,8.0,1028,12.5,25,15,21
2014-10-02,24,13,5,13,24,17,0.1,75,6.75,1029,50.125,26,15,20
2014-10-03,25,13,9,13,25,18,0.0,66,10.0,1025,5.625,27,15,21
2014-10-04,21,10,21,15,21,12,3.1,89,7.625,1020,38.5,24,15,15
2014-10-05,17,7,9,7,17,9,0.0,70,10.0,1022,12.875,18,9,14
2014-10-06,19,9,24,11,17,14,3.6,94,8.625,1013,63.5,19,16,12
2014-10-07,16,13,16,13,16,14,0.3,83,9.875,1008,58.5,16,12,13
2014-10-08,20,15,33,15,20,16,7.3,80,9.625,1006,56.5,20,15,18
2014-10-09,19,13,24,14,19,14,0.2,65,10.0,1011,30.5,19,13,18
2014-10-10,17,12,11,12,17,14,0.0,78,10.0,1014,42.875,17,13,16
2014-10-11,19,11,16,11,19,12,0.8,76,9.75,1015,27.25,19,12,16
2014-10-12,19,12,30,12,19,15,11.8,95,9.25,1011,92.75,19,15,10
2014-10-13,17,10,18,12,17,12,0.0,76,10.0,1009,28.625,17,12,13
2014-10-14,19,8,6,8,18,14,0.0,70,10.0,1009,17.25,19,11,14
2014-10-15,18,14,23,14,18,16,2.4,92,9.875,1008,74.25,18,15,14
2014-10-16,19,15,23,15,19,15,1.2,86,7.75,1008,53.625,19,15,17
2014-10-17,21,14,22,14,20,18,0.0,85,10.0,1014,45.625,24,15,17
2014-10-18,24,16,21,16,24,18,0.0,81,9.0,1017,12.75,25,17,20
2014-10-19,22,15,20,16,22,16,0.0,77,7.0,1022,10.375,25,16,20
2014-10-20,19,13,8,13,19,15,0.0,82,5.75,1023,49.875,20,15,18
2014-10-21,18,11,28,15,18,12,0.2,80,8.375,1027,54.875,18,15,15
2014-10-22,15,8,12,8,15,10,0.0,67,10.0,1031,21.5,15,8,11
2014-10-23,16,7,11,8,16,14,0.0,78,10.0,1029,41.0,16,12,13
2014-10-24,17,11,15,12,17,13,0.0,83,9.0,1022,58.125,17,11,12
2014-10-25,19,12,9,13,19,13,0.1,89,5.5,1024,61.0,20,15,16
2014-10-26,18,9,6,9,18,12,0.0,82,7.0,1025,4.75,25,14,16
2014-10-27,20,10,12,10,19,13,0.0,73,9.0,1024,2.375,21,11,16
2014-10-28,19,10,13,10,18,12,0.0,83,9.0,1018,17.75,19,12,13
2014-10-29,19,11,10,11,18,15,0.3,85,6.875,1018,31.0,20,14,15
2014-10-30,21,13,14,14,21,15,0.0,68,10.0,1020,19.75,21,12,16
2014-10-31,23,13,21,13,23,16,0.0,56,10.0,1021,4.0,24,12,17
2014-11-01,19,13,13,14,19,14,0.0,90,9.0,1021,33.125,19,16,17
2014-11-02,18,12,28,14,18,14,2.0,81,10.0,1019,62.25,18,13,16
2014-11-03,14,8,32,13,14,8,10.4,92,9.375,1009,80.125,14,12,11
2014-11-04,14,8,9,8,14,9,0.0,82,10.0,1000,11.5,15,10,12
2014-11-05,13,7,15,7,13,8,0.2,83,9.875,1011,25.375,13,7,9
2014-11-06,13,3,19,5,13,12,0.5,84,7.0,1013,40.0,13,11,7
2014-11-07,14,10,33,12,14,11,4.4,76,9.625,1010,46.0,15,13,10
2014-11-08,15,10,27,10,15,12,3.8,83,9.75,1010,67.75,15,11,11
2014-11-09,13,8,9,8,13,8,0.4,91,9.0,1009,35.375,14,10,9
2014-11-10,14,8,25,8,14,11,0.0,85,10.0,1010,33.375,14,9,8
2014-11-11,12,10,26,11,12,11,5.8,88,9.5,1000,85.0,12,10,8
2014-11-12,14,9,22,9,14,11,1.9,80,9.875,1006,49.5,15,10,11
2014-11-13,17,10,31,11,17,13,0.7,87,9.875,1007,43.125,17,14,9
2014-11-14,15,11,19,12,15,11,1.0,83,9.0,1003,45.75,15,12,11
2014-11-15,15,9,23,9,15,10,0.5,83,10.0,1002,52.25,15,9,9
2014-11-16,13,7,8,7,13,7,0.0,86,9.875,999,29.25,14,8,9
2014-11-17,11,5,7,5,11,9,2.2,87,8.875,1004,68.875,12,9,8
2014-11-18,13,6,7,6,13,7,1.3,91,8.625,1011,50.375,13,9,10
