date,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
2012-03-24,113,0,1,11.6,good
2012-03-23,113,0,1,11.6,good
2012-03-31,113,0,1,11.6,good
2012-05-03,116,0,3,14.5,good
2012-08-01,119,0,1,12.4,good
2012-09-16,116,0,1,11.6,good
2012-05-10,113,0,5,14.5,good
2012-05-14,113,0,4,14.5,good
2012-09-17,113,0,1,11.6,good
2012-05-17,113,0,4,13.5,good
2012-09-13,113,0,1,11.6,good
2012-09-18,116,0,1,11.6,good
2012-09-09,122,0,1,10.3,good
2012-09-19,116,0,1,11.6,good
2012-09-20,122,0,1,10.3,good
2012-09-10,113,0,1,10.3,good
2012-09-15,113,0,1,11.6,good
2012-11-02,116,0,1,5.4,not good not bad
2012-11-03,113,0,1,7.0,not good not bad
2012-11-04,200,0,1,8.7,not good not bad
2012-10-23,143,0,1,10.7,not good not bad
2012-10-24,113,0,1,10.6,not good not bad
2012-09-04,116,0,1,11.6,not good not bad
2012-09-21,119,0,1,8.9,not good not bad
2012-10-16,122,0,1,10.1,not good not bad
2012-11-16,113,0,1,8.7,not good not bad
2012-09-05,116,0,1,11.6,not good not bad
2012-10-26,116,0,1,7.1,not good not bad
2012-10-31,116,0,1,5.4,not good not bad
2012-09-14,116,0,1,9.0,not good not bad
2012-08-08,116,0,1,12.4,not good not bad
2012-11-20,116,0,1,8.7,not good not bad
2012-11-22,116,0,1,8.7,not good not bad
2012-09-23,200,0,1,10.3,not good not bad
2012-11-13,113,0,1,8.7,not good not bad
2012-09-25,116,0,1,8.8,not good not bad
2012-09-26,116,0,1,8.8,not good not bad
2012-08-24,119,0,1,8.1,not good not bad
2012-09-01,116,0,1,7.9,not good not bad
2012-09-02,116,0,1,10.3,not good not bad
2012-11-12,116,0,1,5.2,not good not bad
2012-10-06,122,0,1,5.6,not good not bad
2012-11-17,116,0,1,5.2,not good not bad
2012-10-12,113,0,1,11.0,not good not bad
2012-11-05,116,0,1,8.7,not good not bad
2012-10-14,113,0,1,10.1,not good not bad
2012-08-14,116,0,1,10.5,not good not bad
2012-08-28,113,0,1,10.4,not good not bad
2012-11-21,113,0,1,6.9,not good not bad
2012-08-19,116,0,1,9.3,not good not bad
2012-10-02,116,0,1,11.4,not good not bad
2012-10-29,116,0,1,5.4,not good not bad
2012-07-29,113,0,1,14.5,not good not bad
2012-02-27,116,0,3,11.0,not good not bad
2012-02-28,113,0,3,11.0,not good not bad
2012-03-13,113,0,1,11.6,not good not bad
2012-05-26,116,0,1,11.5,not good not bad
2012-04-12,113,0,1,11.6,not good not bad
2012-03-02,113,0,1,10.1,not good not bad
2012-03-03,116,0,1,8.6,not good not bad
2012-12-20,113,0,3,5.1,not good not bad
2012-05-16,116,0,3,14.5,not good not bad
2012-05-15,113,0,2,14.5,not good not bad
2012-05-13,113,0,4,14.5,not good not bad
2012-07-30,113,0,1,11.4,not good not bad
2012-05-07,113,0,4,14.5,not good not bad
2012-05-06,113,0,2,12.4,not good not bad
2012-05-04,113,0,3,11.3,not good not bad
2012-05-01,113,0,4,13.4,not good not bad
2012-04-30,116,0,1,14.5,not good not bad
2012-04-26,113,0,1,14.5,not good not bad
2012-04-25,113,0,1,12.2,not good not bad
2012-04-24,116,0,1,9.3,not good not bad
2012-03-12,116,0,1,11.6,not good not bad
2012-04-22,116,0,1,11.6,not good not bad
2012-05-12,113,0,3,14.5,not good not bad
2012-04-11,113,0,1,11.6,not good not bad
2012-02-29,113,0,3,11.0,not good not bad
2012-06-13,113,0,1,15.9,not good not bad
2012-07-10,116,0,1,15.6,not good not bad
2012-11-25,122,0,1,8.7,not good not bad
2012-07-09,116,0,1,15.6,not good not bad
2012-03-22,116,0,1,8.8,not good not bad
2012-10-30,113,0,1,8.7,not good not bad
2012-04-01,113,0,1,11.6,not good not bad
2012-06-12,116,0,1,15.9,not good not bad
2012-07-17,113,0,1,12.5,not good not bad
2012-04-02,113,0,1,11.6,not good not bad
2012-07-05,353,0,1,15.6,not good not bad
2012-04-03,113,0,1,11.6,not good not bad
2012-12-24,113,0,4,8.7,not good not bad
2012-12-23,113,0,3,6.9,not good not bad
2012-06-30,113,0,1,14.7,not good not bad
2012-12-29,116,0,2,6.9,not good not bad
2012-07-20,113,0,1,12.5,not good not bad
2012-03-16,143,0,1,11.6,not good not bad
2012-03-15,143,0,1,11.6,not good not bad
2012-06-22,116,0,1,15.6,not good not bad
2012-06-21,113,0,1,16.0,not good not bad
2012-06-18,113,0,1,16.0,not good not bad
2012-06-16,113,0,1,14.7,not good not bad
2012-07-11,116,0,1,15.8,not good not bad
2012-01-10,116,0,1,8.7,very bad
2012-01-09,119,0,1,3.3,very bad
2012-11-08,116,0,1,8.7,very bad
2012-11-07,113,0,1,8.7,very bad
2012-11-06,116,0,1,8.7,very bad
2012-01-08,116,0,1,5.1,very bad
2012-01-07,116,0,1,5.1,very bad
2012-01-06,116,0,1,8.7,very bad
2012-11-09,143,0,1,7.0,very bad
2012-01-11,113,0,1,8.7,very bad
2012-11-11,113,0,1,8.7,very bad
2012-01-18,248,0,1,3.4,very bad
2012-01-17,116,0,1,8.7,very bad
2012-11-19,116,0,1,8.7,very bad
2012-11-27,113,0,1,5.1,very bad
2012-11-28,116,0,1,5.1,very bad
2012-11-29,113,0,1,5.1,very bad
2012-11-30,116,0,1,8.7,very bad
2012-12-02,119,0,3,3.3,very bad
2012-01-15,113,0,1,8.7,very bad
2012-01-14,113,0,1,8.7,very bad
2012-12-05,113,0,3,6.9,very bad
2012-12-06,116,0,1,8.7,very bad
2012-12-07,116,0,1,8.7,very bad
2012-12-09,122,0,2,6.9,very bad
2012-12-10,113,0,3,6.9,very bad
2012-12-11,113,0,2,8.7,very bad
2012-11-14,113,0,1,8.7,very bad
2012-12-13,122,0,1,5.1,very bad
2012-01-13,113,0,1,3.3,very bad
2012-01-12,113,0,1,8.7,very bad
2012-01-16,113,0,1,8.7,very bad
2012-03-18,113,0,1,8.8,very bad
2012-10-27,113,0,1,7.1,very bad
2012-02-21,113,0,2,10.4,very bad
2012-02-22,113,0,2,10.0,very bad
2012-02-26,116,0,3,10.1,very bad
2012-03-04,113,0,1,8.6,very bad
2012-03-05,113,0,1,11.2,very bad
2012-03-06,116,0,1,10.1,very bad
2012-03-07,116,0,1,8.7,very bad
2012-03-08,113,0,1,8.7,very bad
2012-05-05,119,0,3,11.3,very bad
2012-03-09,116,0,1,11.6,very bad
2012-03-10,116,0,1,8.7,very bad
2012-03-11,116,0,1,8.8,very bad
2012-04-19,113,0,1,10.4,very bad
2012-04-17,113,0,1,9.2,very bad
2012-04-16,113,0,1,11.6,very bad
2012-04-15,113,0,1,10.4,very bad
2012-04-14,116,0,1,9.1,very bad
2012-04-13,119,0,1,7.9,very bad
2012-04-08,116,0,1,9.1,very bad
2012-04-07,116,0,1,7.8,very bad
2012-04-06,122,0,1,7.8,very bad
2012-04-05,113,0,1,11.6,very bad
2012-04-04,113,0,1,10.3,very bad
2012-03-21,116,0,1,10.2,very bad
2012-03-20,116,0,1,10.2,very bad
2012-03-19,116,0,1,11.6,very bad
2012-02-20,113,0,2,10.3,very bad
2012-10-28,113,0,1,8.7,very bad
2012-02-19,113,0,1,10.3,very bad
2012-02-16,116,0,3,10.0,very bad
2012-01-23,113,0,1,6.9,very bad
2012-01-24,119,0,1,3.4,very bad
2012-01-26,113,0,1,8.7,very bad
2012-01-27,113,0,1,9.6,very bad
2012-01-28,113,0,1,9.6,very bad
2012-01-29,116,0,1,9.7,very bad
2012-01-30,248,0,1,4.8,very bad
2012-01-31,116,0,1,9.7,very bad
2012-02-01,113,0,1,9.8,very bad
2012-02-02,113,0,1,9.8,very bad
2012-02-03,113,0,1,9.8,very bad
2012-02-04,113,0,1,9.8,very bad
2012-02-06,260,0,1,9.9,very bad
2012-02-08,116,0,1,8.3,very bad
2012-02-09,116,0,1,10.0,very bad
2012-02-10,113,0,1,10.0,very bad
2012-02-11,113,0,1,10.1,very bad
2012-02-12,116,0,1,10.1,very bad
2012-02-13,143,0,1,6.7,very bad
2012-02-14,122,0,1,10.0,very bad
2012-02-15,116,0,2,10.2,very bad
2012-02-07,113,0,1,9.9,very bad
2012-08-17,113,0,1,11.6,very good
2012-08-16,119,0,1,10.5,very good
2012-08-11,113,0,1,14.5,very good
2012-08-10,113,0,1,14.5,very good
2012-05-25,113,0,1,14.5,very good
2012-08-09,113,0,1,14.5,very good
