DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C
2012-04-29,10,8,30,9,10,10,2.2,95,7.625,1007,81.75,10,9,6
2012-04-30,14,7,19,7,14,11,0.0,75,10.0,1011,39.625,14,9,10
2012-05-01,15,6,19,7,15,13,0.9,74,8.875,1018,32.75,15,11,11
2012-05-02,19,7,16,8,19,16,0.4,81,6.75,1018,18.625,19,13,14
2012-05-03,20,8,9,9,20,17,1.0,75,6.875,1015,14.5,21,15,17
2012-05-04,15,8,18,11,15,13,2.6,92,6.5,1007,50.75,15,13,13
2012-05-05,15,5,12,10,15,12,0.0,80,6.5,1007,67.75,15,12,14
2012-05-06,14,5,18,8,14,12,0.0,85,6.25,1016,55.375,15,10,11
2012-05-07,17,6,17,9,17,15,0.2,80,7.875,1017,34.875,17,13,13
2012-05-08,16,11,21,12,16,15,2.8,97,7.625,1011,85.375,16,14,13
2012-05-09,19,14,20,14,18,18,0.7,96,10.0,1016,77.75,19,16,15
2012-05-10,23,14,21,16,23,19,0.3,80,9.0,1019,36.5,25,18,21
2012-05-11,17,11,16,14,17,12,0.0,86,8.75,1030,68.625,17,14,15
2012-05-12,16,9,24,9,16,14,0.0,69,10.0,1035,23.0,16,11,11
2012-05-13,15,5,18,6,15,14,0.0,69,10.0,1034,11.125,16,13,10
2012-05-14,18,4,13,8,18,13,0.0,66,10.0,1025,10.0,19,11,16
2012-05-15,13,5,25,7,13,11,0.0,68,8.0,1025,19.625,13,7,10
2012-05-16,16,3,10,6,16,14,0.0,66,9.0,1028,17.125,18,10,11
2012-05-17,19,7,29,7,17,16,0.1,66,10.0,1022,36.625,19,13,7
2012-05-18,15,10,22,12,14,13,0.0,88,8.5,1010,72.375,15,12,12
2012-05-19,11,6,14,9,11,11,5.0,97,5.0,1011,77.625,12,10,8
2012-05-20,13,7,17,8,13,10,3.2,96,8.75,1009,98.875,13,12,9
2012-05-21,15,10,22,10,15,13,0.3,93,7.75,1014,86.625,15,12,12
2012-05-22,19,7,20,9,18,17,0.0,74,8.75,1022,39.375,19,14,14
2012-05-23,22,9,11,11,21,20,0.0,80,5.5,1026,35.75,25,17,18
2012-05-24,25,9,11,11,23,23,0.3,75,8.625,1026,20.25,27,20,19
2012-05-25,27,16,21,17,27,24,0.0,81,10.0,1020,9.625,29,21,23
2012-05-26,20,11,19,18,19,16,0.9,88,8.75,1018,54.5,20,18,19
2012-05-27,21,11,9,12,21,19,0.0,69,8.0,1020,23.375,25,16,18
2012-05-28,21,8,13,13,21,20,0.1,68,9.0,1020,13.25,24,17,19
2012-05-29,24,13,12,14,23,22,0.4,73,7.75,1019,22.625,26,19,20
2012-05-30,22,13,16,17,22,19,0.0,81,8.0,1021,15.75,24,18,21
2012-05-31,22,11,6,13,21,20,0.0,76,6.5,1023,45.75,25,16,19
2012-06-01,25,12,15,14,24,23,0.0,75,7.75,1022,22.5,26,20,21
2012-06-02,27,15,14,16,27,20,1.9,84,10.0,1014,71.875,29,20,21
2012-06-03,19,12,24,15,19,16,0.0,80,10.0,1016,54.875,19,14,17
2012-06-04,18,10,19,13,18,16,0.0,74,7.0,1020,47.0,18,13,17
2012-06-05,16,10,18,12,16,16,1.5,88,6.0,1020,79.875,16,14,16
2012-06-06,19,12,29,14,19,17,0.0,75,7.75,1010,65.75,19,14,18
2012-06-07,18,13,33,14,18,16,5.1,94,8.125,1006,76.0,18,16,18
2012-06-08,18,10,27,14,18,15,1.0,77,9.875,1017,34.25,18,12,16
2012-06-09,16,9,15,12,15,15,2.3,75,9.75,1018,35.125,16,12,14
2012-06-10,17,12,23,15,17,16,1.6,91,8.875,1012,83.625,17,15,16
2012-06-11,16,11,15,13,16,16,0.8,86,8.625,1008,79.125,16,13,16
2012-06-12,17,8,19,11,17,15,0.4,76,7.375,1016,61.75,17,12,14
2012-06-13,17,9,18,11,17,15,0.1,73,6.5,1018,36.625,17,11,15
2012-06-14,20,6,15,10,20,17,0.0,69,9.0,1017,47.375,20,15,17
2012-06-15,19,14,28,15,19,16,0.8,82,7.375,1015,71.0,19,15,17
2012-06-16,18,12,25,14,17,16,0.0,90,7.75,1021,54.0,18,14,14
2012-06-17,21,10,13,13,20,19,5.6,70,8.5,1022,46.5,24,14,17
2012-06-18,18,11,8,11,16,17,0.3,79,7.375,1021,53.375,18,13,15
2012-06-19,20,9,8,13,19,19,0.0,75,8.0,1020,46.25,20,16,18
2012-06-20,23,15,14,16,22,22,4.2,90,6.125,1015,76.125,25,19,18
2012-06-21,20,13,32,16,17,15,0.1,79,7.375,1017,50.625,20,16,17
2012-06-22,18,11,24,14,18,16,0.2,71,9.875,1025,44.625,18,12,17
2012-06-23,19,9,12,13,19,16,0.0,69,8.0,1026,19.75,19,12,17
2012-06-24,19,11,25,14,19,17,0.3,84,9.0,1024,75.375,19,16,18
2012-06-25,18,16,13,16,18,18,0.9,94,3.25,1022,95.125,18,17,17
2012-06-26,24,16,8,16,23,23,0.1,86,6.25,1024,65.125,26,20,20
2012-06-27,29,16,15,18,28,27,0.0,76,6.75,1022,33.875,32,23,23
2012-06-28,24,14,21,20,24,19,0.0,77,6.25,1011,49.25,25,21,22
2012-06-29,21,14,24,16,21,18,0.0,76,9.0,1012,24.375,21,14,18
2012-06-30,19,12,19,16,18,16,1.3,86,10.0,1017,51.75,19,15,17
2012-07-01,19,10,17,13,19,16,0.0,71,9.0,1022,21.75,19,11,16
2012-07-02,18,9,17,14,18,17,0.1,80,9.0,1021,70.375,18,14,17
2012-07-03,22,15,17,16,22,19,0.5,79,6.875,1019,68.5,25,16,19
2012-07-04,21,13,19,17,21,17,1.4,81,7.75,1014,72.375,24,17,20
2012-07-05,19,11,20,14,19,17,2.9,75,6.75,1012,51.375,19,14,18
2012-07-06,19,12,19,14,19,17,4.7,78,5.875,1011,54.875,19,13,17
2012-07-07,19,12,24,15,19,17,10.8,88,5.375,1012,99.5,19,16,18
2012-07-08,20,14,21,14,20,18,0.6,84,9.125,1014,67.0,20,15,17
2012-07-09,20,12,16,15,20,18,0.0,76,6.5,1016,60.25,20,15,19
2012-07-10,18,11,19,13,18,16,0.0,78,7.75,1018,55.5,18,12,16
2012-07-11,18,11,22,12,17,16,0.1,76,8.75,1021,57.75,18,12,17
2012-07-12,18,12,21,14,18,16,0.0,73,9.0,1021,78.625,19,14,18
2012-07-13,17,14,12,16,16,17,10.2,98,9.25,1013,80.875,17,16,15
2012-07-14,19,12,23,14,19,17,0.5,77,9.875,1016,42.5,19,14,18
2012-07-15,18,11,20,12,18,16,0.0,71,9.0,1026,21.25,18,12,16
2012-07-16,20,9,20,13,20,17,0.0,72,8.0,1029,15.625,20,13,18
2012-07-17,22,12,8,15,22,21,0.0,79,6.75,1030,47.25,25,18,20
2012-07-18,22,9,18,14,22,18,0.0,65,10.0,1025,18.25,25,15,20
2012-07-19,20,13,17,15,19,17,0.1,76,7.0,1018,67.5,20,15,17
2012-07-20,19,12,9,14,17,17,3.5,85,6.375,1021,57.5,19,15,16
2012-07-21,22,10,9,13,22,19,0.0,72,7.0,1025,21.25,25,16,20
2012-07-22,24,11,4,14,24,22,0.1,74,7.5,1027,39.625,26,17,22
2012-07-23,25,13,14,15,25,23,0.0,68,10.0,1025,0.75,27,19,23
2012-07-24,28,13,10,15,26,25,0.0,71,10.0,1019,0.0,33,20,23
2012-07-25,30,16,8,18,30,27,0.0,70,10.0,1015,2.0,37,21,27
2012-07-26,31,19,9,20,31,27,0.0,73,8.0,1015,7.5,39,24,30
2012-07-27,25,18,14,21,24,21,0.0,79,8.75,1012,42.375,28,21,23
2012-07-28,21,14,17,14,21,18,0.1,67,8.0,1016,30.75,25,17,18
2012-07-29,13,8,7,13,13,13,0.0,88,7.5,1018,14.875,14,12,13
2012-07-30,20,12,7,14,15,18,1.7,92,7.875,1020,53.5,20,15,16
2012-07-31,23,9,10,13,22,22,0.0,70,10.0,1020,15.5,26,17,19
2012-08-01,22,12,21,16,22,19,0.5,79,9.875,1014,46.0,25,17,19
2012-08-02,21,14,22,15,21,19,0.0,73,8.0,1018,29.5,24,15,20
2012-08-03,21,14,22,16,21,19,0.7,77,9.875,1018,29.375,24,15,19
2012-08-04,21,15,19,16,21,19,1.0,77,8.875,1016,50.5,21,15,19
2012-08-05,21,14,22,15,21,17,0.6,78,8.0,1011,47.5,21,14,18
2012-08-06,20,13,20,14,20,18,0.3,79,7.0,1020,39.125,20,14,17
2012-08-07,22,12,12,14,22,20,0.0,74,8.625,1024,32.875,25,14,19
2012-08-08,22,14,15,15,22,20,0.8,71,8.75,1019,61.5,23,14,19
2012-08-09,28,16,15,16,27,25,0.0,70,7.75,1023,16.25,29,21,22
2012-08-10,28,17,17,17,28,25,0.0,69,10.0,1023,2.5,29,21,23
2012-08-11,28,16,11,16,28,25,0.0,69,8.875,1019,18.25,30,18,23
2012-08-12,23,16,18,18,23,20,0.4,77,6.75,1015,66.375,25,17,21
2012-08-13,23,16,20,17,23,21,0.1,77,5.5,1014,70.75,25,17,20
2012-08-14,25,17,11,17,23,23,1.6,91,5.75,1012,60.875,27,19,18
2012-08-15,22,16,28,19,22,19,1.3,86,8.875,1014,28.5,25,18,21
2012-08-16,25,15,19,16,24,23,0.1,67,10.0,1018,27.875,26,17,21
2012-08-17,31,17,15,17,30,26,0.1,58,10.0,1016,10.375,32,21,25
2012-08-18,30,16,8,17,30,26,0.0,60,10.0,1016,2.375,35,22,25
2012-08-19,27,17,12,20,25,23,0.0,82,5.75,1020,46.125,30,21,25
2012-08-20,26,15,12,18,26,23,0.1,78,9.0,1022,16.875,29,20,23
2012-08-21,27,17,18,18,27,21,0.0,77,7.0,1020,18.625,28,20,24
2012-08-22,23,13,9,13,22,20,0.0,70,6.75,1022,27.0,25,14,20
2012-08-23,24,12,12,12,23,19,0.0,67,9.0,1020,26.125,26,14,19
2012-08-24,20,15,21,15,18,18,1.5,88,8.875,1011,60.375,20,17,18
2012-08-25,21,15,29,16,21,18,0.1,71,10.0,1017,46.25,24,15,19
2012-08-26,21,12,14,13,21,18,0.0,65,10.0,1022,15.375,25,14,19
2012-08-27,26,13,15,13,25,20,0.0,66,8.5,1020,28.375,26,16,20
2012-08-28,22,15,14,16,22,19,1.1,72,6.875,1019,41.875,25,17,20
2012-08-29,22,14,23,15,20,19,0.0,70,8.0,1019,50.75,24,14,20
2012-08-30,21,14,20,14,21,18,1.0,69,9.75,1026,30.75,21,13,19
2012-08-31,17,10,14,10,17,15,0.0,65,8.0,1030,20.625,17,9,16
2012-09-01,19,8,10,9,19,17,0.0,69,10.0,1031,54.125,19,14,16
2012-09-02,21,11,13,11,21,18,0.0,73,6.25,1028,60.25,24,15,18
2012-09-03,21,11,14,11,21,18,0.0,74,5.75,1028,46.0,24,15,18
2012-09-04,23,13,13,14,23,21,0.0,83,5.375,1024,64.25,25,15,18
2012-09-05,24,12,13,12,24,21,0.0,73,6.25,1024,63.75,25,14,18
2012-09-06,25,12,16,12,23,20,0.0,62,10.0,1027,13.125,25,12,18
2012-09-07,27,10,14,10,26,21,0.0,51,10.0,1025,35.125,26,10,18
2012-09-08,29,12,10,12,28,20,0.0,49,10.0,1022,4.125,31,15,23
2012-09-09,26,12,18,15,26,20,0.0,64,10.0,1016,26.375,27,17,23
2012-09-10,24,16,16,16,24,20,0.0,69,7.375,1016,41.25,25,16,21
2012-09-11,21,14,14,17,21,17,0.4,87,5.5,1020,80.125,21,17,19
2012-09-12,17,12,14,12,17,16,0.3,69,9.875,1021,65.5,18,12,15
2012-09-13,20,11,17,12,19,15,0.0,60,8.75,1023,30.0,20,13,16
2012-09-14,19,7,17,8,19,16,0.1,66,10.0,1022,33.125,19,13,18
2012-09-15,22,10,6,10,22,14,0.0,60,6.75,1021,27.875,26,14,20
2012-09-16,24,10,10,10,24,17,0.0,58,10.0,1017,21.125,25,12,20
2012-09-17,24,11,7,11,24,18,0.0,69,8.0,1016,17.0,28,15,18
2012-09-18,21,12,15,13,21,16,0.0,69,8.0,1021,34.125,21,13,18
2012-09-19,19,7,12,7,18,14,0.0,56,10.0,1025,9.5,19,7,16
2012-09-20,20,6,14,6,20,14,0.0,52,10.0,1025,42.25,20,6,14
2012-09-21,16,8,10,8,16,12,0.8,63,9.875,1016,45.5,17,9,16
2012-09-22,22,10,13,10,20,17,0.0,69,10.0,1017,66.5,24,11,14
2012-09-23,25,13,20,15,25,20,1.4,76,9.75,1011,40.25,26,17,21
2012-09-24,18,14,31,15,18,15,5.7,78,8.625,1004,73.125,18,15,16
2012-09-25,16,12,23,12,16,13,1.6,75,9.875,1000,46.125,16,11,15
2012-09-26,17,10,24,10,16,13,0.0,72,10.0,1003,45.125,17,11,15
2012-09-27,19,11,17,11,19,13,0.0,66,10.0,1018,33.5,19,10,16
2012-09-28,18,7,10,7,18,13,0.0,68,8.0,1019,18.625,19,10,16
2012-09-29,18,9,16,9,18,14,0.0,75,6.5,1023,37.25,18,12,16
2012-09-30,18,6,6,6,17,11,0.0,69,8.0,1024,6.125,20,11,17
2012-10-01,18,8,21,9,18,15,0.0,68,10.0,1021,44.75,18,13,16
2012-10-02,19,12,23,12,19,15,1.0,72,8.75,1018,55.0,19,14,17
2012-10-03,18,14,28,14,18,15,2.7,75,9.875,1016,71.125,18,13,17
2012-10-04,18,15,15,15,18,15,1.2,79,9.875,1016,77.75,18,15,16
2012-10-05,22,14,19,16,22,16,0.1,82,10.0,1016,40.5,24,15,18
2012-10-06,18,14,12,15,18,15,3.6,91,9.0,1016,64.75,18,15,16
2012-10-07,17,15,5,15,17,16,3.1,95,3.875,1021,94.5,18,16,17
2012-10-08,18,16,13,16,18,18,5.4,97,3.5,1019,98.125,18,17,17
2012-10-09,21,17,20,17,21,17,2.7,94,6.0,1016,89.5,21,18,19
2012-10-10,21,14,13,14,21,16,0.5,90,4.125,1015,67.25,21,16,18
2012-10-11,19,14,21,16,19,15,4.9,80,8.25,1010,65.375,19,16,18
2012-10-12,16,10,22,10,16,12,0.0,64,10.0,1017,26.0,16,11,12
2012-10-13,15,11,19,12,14,12,4.2,88,9.0,1015,77.75,15,11,12
2012-10-14,14,7,24,12,13,9,12.9,92,7.125,1007,51.125,14,12,9
2012-10-15,15,6,21,6,15,11,0.1,70,10.0,1011,22.125,15,9,11
2012-10-16,16,10,15,10,15,12,3.3,77,9.875,1010,53.75,16,13,14
2012-10-17,15,13,18,14,14,13,6.4,94,7.625,1004,69.25,15,13,13
2012-10-18,15,12,15,13,15,12,3.4,88,6.25,1005,78.125,15,13,12
2012-10-19,13,11,7,11,13,12,3.9,95,6.5,1013,89.0,14,13,11
2012-10-20,14,11,7,11,14,12,4.7,95,5.625,1016,79.0,15,13,13
2012-10-21,17,12,12,12,16,15,0.9,93,6.0,1014,89.375,17,15,12
2012-10-22,17,11,7,15,17,12,0.4,95,3.0,1021,86.75,18,15,16
2012-10-23,17,10,10,12,16,13,0.0,92,5.5,1023,43.875,18,14,15
2012-10-24,17,11,14,11,17,12,0.0,86,6.25,1019,44.375,18,13,12
2012-10-25,18,10,12,10,17,14,0.1,86,9.0,1012,33.875,19,14,13
2012-10-26,15,9,19,10,15,11,0.6,86,8.0,1007,56.625,16,13,10
2012-10-27,9,5,32,5,9,6,0.0,64,10.0,1019,41.5,9,5,1
2012-10-28,10,3,12,3,10,6,0.0,73,10.0,1021,21.625,11,3,5
2012-10-29,13,6,18,7,13,8,0.1,72,10.0,1018,58.875,13,6,9
2012-10-30,13,4,5,4,13,7,0.0,69,10.0,1012,4.5,15,7,10
2012-10-31,14,3,21,3,14,10,0.5,69,10.0,1003,56.125,14,9,6
2012-11-01,12,8,33,9,12,8,5.7,76,9.625,998,46.75,12,10,8
2012-11-02,13,7,31,9,13,10,8.6,95,9.375,1002,63.125,14,9,9
2012-11-03,13,9,21,11,13,9,0.0,91,10.0,1004,50.75,13,11,8
2012-11-04,13,9,24,11,13,10,0.8,82,9.875,1003,53.375,13,9,9
2012-11-05,13,7,20,7,13,8,0.0,76,10.0,1011,31.875,13,7,9
2012-11-06,11,4,13,4,11,6,0.0,82,10.0,1030,25.375,11,5,5
2012-11-07,12,3,4,3,12,6,0.0,80,9.0,1031,18.25,14,8,10
2012-11-08,11,5,11,5,11,7,0.0,80,10.0,1026,30.25,12,6,6
2012-11-09,12,4,10,4,11,10,0.4,83,7.0,1019,54.875,12,10,6
2012-11-10,12,7,17,11,10,8,0.0,90,8.75,1006,59.25,12,11,8
2012-11-11,11,4,9,4,11,4,0.0,84,10.0,1022,18.625,13,7,7
2012-11-12,13,4,12,5,13,8,0.1,81,10.0,1028,55.625,13,9,6
2012-11-13,13,5,14,7,13,7,0.0,92,8.0,1029,22.0,13,9,8
2012-11-14,11,2,13,2,10,7,0.0,76,10.0,1025,4.25,11,5,2
2012-11-15,14,5,14,6,14,8,0.0,76,10.0,1023,4.625,14,9,6
