date,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
2013-09-25,113,0.0,1,11.6,good
2013-09-26,113,0.0,1,11.6,good
2013-09-29,113,0.0,1,10.1,good
2013-10-02,116,0.0,1,11.4,good
2013-09-08,116,0.0,1,11.6,good
2013-10-04,113,0.0,1,11.3,good
2013-10-06,113,0.0,1,10.1,good
2013-10-07,113,0.0,1,11.2,good
2013-10-08,113,0.0,1,11.2,good
2013-10-09,122,0.0,1,10.1,good
2013-10-17,113,0.0,1,10.1,good
2013-10-18,113,0.0,1,10.8,good
2013-10-20,116,0.0,1,10.0,good
2013-10-22,113,0.0,1,10.7,good
2013-10-23,113,0.0,1,10.7,good
2013-10-26,113,0.0,1,8.7,good
2013-10-05,113,0.0,1,11.3,good
2013-09-07,113,0.0,1,11.6,good
2013-09-06,116,0.0,1,10.3,good
2013-09-05,113,0.0,1,11.6,good
2013-08-07,113,0.0,1,13.4,good
2013-08-08,116,0.0,1,12.4,good
2013-08-09,113,0.0,1,12.4,good
2013-08-10,113,0.0,1,14.5,good
2013-08-11,113,0.0,1,12.4,good
2013-08-12,113,0.0,1,14.5,good
2013-08-13,113,0.0,1,14.2,good
2013-08-14,113,0.0,1,11.6,good
2013-08-15,113,0.0,1,11.6,good
2013-08-16,116,0.0,1,11.6,good
2013-08-20,113,0.0,1,11.6,good
2013-08-21,116,0.0,1,11.6,good
2013-08-22,113,0.0,1,11.6,good
2013-08-25,113,0.0,1,10.4,good
2013-08-26,113,0.0,1,10.4,good
2013-08-27,113,0.0,1,11.6,good
2013-08-28,113,0.0,1,11.6,good
2013-08-29,113,0.0,1,10.4,good
2013-08-30,113,0.0,1,11.6,good
2013-08-31,116,0.0,1,9.1,good
2013-09-01,116,0.0,1,11.6,good
2013-09-02,113,0.0,1,11.6,good
2013-09-03,113,0.0,1,11.6,good
2013-09-04,113,0.0,1,11.6,good
2013-08-05,113,0.0,1,14.5,good
2013-05-27,116,0.0,1,14.5,good
2013-07-02,122,0.0,4,14.7,good
2013-05-04,113,0.0,1,14.5,good
2013-04-14,113,0.0,1,11.6,good
2013-04-24,113,0.0,1,11.6,good
2013-04-25,113,0.0,1,14.1,good
2013-05-05,113,0.0,1,14.5,good
2013-05-06,113,0.0,1,14.5,good
2013-05-26,113,0.0,1,14.5,good
2013-04-17,113,0.0,1,11.6,good
2013-09-28,116,0.0,1,10.1,not good not bad
2013-03-10,116,0.0,1,11.6,not good not bad
2013-08-24,116,0.0,1,9.3,not good not bad
2013-08-18,113,0.0,1,9.3,not good not bad
2013-03-22,248,0.0,1,10.2,not good not bad
2013-01-30,113,0.0,1,8.2,not good not bad
2013-10-10,113,0.0,1,10.1,not good not bad
2013-03-23,116,0.0,1,11.6,not good not bad
2013-03-09,113,0.0,1,11.6,not good not bad
2013-10-12,113,0.0,1,10.1,not good not bad
2013-07-27,116,0.0,4,10.4,not good not bad
2013-04-12,113,0.0,1,10.4,not good not bad
2013-10-11,116,0.0,1,8.6,not good not bad
2013-04-15,116,0.0,1,11.6,not good not bad
2013-12-15,113,0.0,1,8.7,not good not bad
2013-12-16,116,0.0,1,8.7,not good not bad
2013-04-16,113,0.0,1,10.4,not good not bad
2013-07-29,116,0.0,4,13.5,not good not bad
2013-10-21,116,0.0,1,10.0,not good not bad
2013-03-08,119,0.0,1,8.7,not good not bad
2013-11-09,116,0.0,1,5.2,not good not bad
2013-10-25,116,0.0,1,10.0,not good not bad
2013-10-27,122,0.0,1,8.7,not good not bad
2013-10-28,113,0.0,1,8.7,not good not bad
2013-10-29,113,0.0,1,8.7,not good not bad
2013-10-30,113,0.0,1,8.7,not good not bad
2013-09-18,116,0.0,1,9.0,not good not bad
2013-03-05,116,0.0,1,10.1,not good not bad
2013-09-16,116,0.0,1,7.7,not good not bad
2013-11-03,122,0.0,1,7.0,not good not bad
2013-10-03,113,0.0,1,10.1,not good not bad
2013-10-16,113,0.0,1,8.5,not good not bad
2013-11-04,119,0.0,1,8.7,not good not bad
2013-09-10,113,0.0,1,9.0,not good not bad
2013-12-17,122,0.0,1,8.7,not good not bad
2013-11-08,113,0.0,1,5.3,not good not bad
2013-10-19,113,0.0,1,10.1,not good not bad
2013-05-28,119,0.0,1,13.5,not good not bad
2013-04-18,113,0.0,1,11.6,not good not bad
2013-05-12,116,0.0,1,12.4,not good not bad
2013-05-11,116,0.0,1,13.5,not good not bad
2013-04-22,116,0.0,1,10.5,not good not bad
2013-04-26,116,0.0,1,11.2,not good not bad
2013-05-09,113,0.0,1,13.5,not good not bad
2013-06-13,113,0.0,1,15.9,not good not bad
2013-06-08,116,0.0,1,15.6,not good not bad
2013-05-07,119,0.0,1,12.4,not good not bad
2013-06-18,119,0.0,1,13.8,not good not bad
2013-06-19,113,0.0,1,14.7,not good not bad
2013-05-03,113,0.0,1,14.5,not good not bad
2013-06-26,113,0.0,1,15.6,not good not bad
2013-12-18,119,0.0,1,8.7,not good not bad
2013-06-24,116,0.0,1,16.0,not good not bad
2013-06-23,116,0.0,1,14.7,not good not bad
2013-06-15,113,0.0,1,15.9,not good not bad
2013-05-15,113,0.0,1,11.4,not good not bad
2013-06-07,200,0.0,1,14.5,not good not bad
2013-07-04,113,0.0,4,14.7,not good not bad
2013-05-16,113,0.0,1,14.5,not good not bad
2013-07-05,116,0.0,4,15.9,not good not bad
2013-05-22,113,0.0,1,11.5,not good not bad
2013-05-23,122,0.0,1,12.5,not good not bad
2013-05-18,119,0.0,1,11.5,not good not bad
2013-04-20,113,0.0,1,11.6,not good not bad
2013-12-22,116,0.0,1,8.7,not good not bad
2013-05-25,113,0.0,1,13.5,not good not bad
2013-05-29,116,0.0,1,12.5,not good not bad
2013-04-19,113,0.0,1,11.6,not good not bad
2013-01-26,116,0.0,1,8.7,very bad
2013-01-13,119,0.0,1,8.7,very bad
2013-01-14,122,0.0,1,3.3,very bad
2013-12-29,113,0.0,1,8.7,very bad
2013-01-25,119,0.0,1,6.9,very bad
2013-01-12,116,0.0,1,8.7,very bad
2013-01-20,113,0.0,1,6.9,very bad
2013-01-16,116,0.1,1,5.1,very bad
2013-01-24,116,0.0,1,6.9,very bad
2013-01-17,113,0.0,1,8.7,very bad
2013-01-23,116,0.0,1,5.2,very bad
2013-01-22,116,0.0,1,3.4,very bad
2013-01-02,119,0.0,1,6.9,very bad
2013-01-04,143,0.0,1,8.7,very bad
2013-01-18,248,0.8,1,3.4,very bad
2013-01-21,113,0.0,1,6.9,very bad
2013-01-15,122,0.0,1,8.7,very bad
2013-01-11,119,0.0,1,6.9,very bad
2013-12-26,116,0.0,1,8.7,very bad
2013-01-08,113,0.0,1,5.1,very bad
2013-01-05,143,0.0,1,8.7,very bad
2013-12-03,113,0.0,1,8.7,very bad
2013-12-04,113,0.0,1,8.7,very bad
2013-12-05,113,0.0,1,8.7,very bad
2013-12-06,113,0.0,1,6.9,very bad
2013-12-07,113,0.0,1,8.7,very bad
2013-12-08,113,0.0,1,6.9,very bad
2013-12-01,116,0.0,1,6.9,very bad
2013-12-09,113,0.0,1,8.7,very bad
2013-12-11,116,0.0,1,8.7,very bad
2013-12-12,143,0.0,1,6.9,very bad
2013-12-13,122,0.0,1,6.9,very bad
2013-12-14,116,0.0,1,8.7,very bad
2013-01-06,143,0.0,1,8.7,very bad
2013-12-20,119,0.0,1,8.7,very bad
2013-01-07,143,0.0,1,8.7,very bad
2013-12-10,113,0.0,1,8.7,very bad
2013-11-30,116,0.0,1,5.1,very bad
2013-11-29,119,0.0,1,5.1,very bad
2013-11-28,116,0.0,1,6.9,very bad
2013-11-13,113,0.0,1,8.7,very bad
2013-11-14,113,0.0,1,7.0,very bad
2013-11-15,116,0.0,1,7.0,very bad
2013-11-16,113,0.0,1,8.7,very bad
2013-12-25,116,0.0,1,6.9,very bad
2013-11-17,116,0.0,1,5.2,very bad
2013-11-18,143,0.0,1,8.7,very bad
2013-11-19,113,0.0,1,6.9,very bad
2013-12-24,122,0.0,1,3.3,very bad
2013-11-22,119,0.0,1,8.7,very bad
2013-11-23,116,0.0,1,5.2,very bad
2013-11-24,116,0.0,1,5.2,very bad
2013-11-26,116,0.0,1,5.1,very bad
2013-11-27,122,0.0,1,6.9,very bad
2013-01-09,143,0.0,1,3.3,very bad
2013-12-02,119,0.0,1,5.1,very bad
2013-02-21,113,0.0,1,10.4,very bad
2013-02-02,113,0.0,1,9.8,very bad
2013-03-16,113,0.0,1,7.4,very bad
2013-03-17,113,0.0,1,11.6,very bad
2013-03-18,116,0.0,1,11.6,very bad
2013-01-28,119,0.0,1,8.2,very bad
2013-03-20,116,0.0,1,11.6,very bad
2013-03-21,119,0.0,1,6.1,very bad
2013-03-24,119,0.0,1,6.1,very bad
2013-03-25,116,0.0,1,9.0,very bad
2013-03-26,116,0.0,1,9.0,very bad
2013-03-27,116,0.0,1,11.6,very bad
2013-03-28,113,0.0,1,11.6,very bad
2013-03-29,248,0.0,1,6.4,very bad
2013-03-30,119,0.0,1,6.4,very bad
2013-03-31,113,0.0,1,11.6,very bad
2013-04-01,116,0.0,1,11.6,very bad
2013-04-02,119,0.0,1,10.3,very bad
2013-04-03,116,0.0,1,11.6,very bad
2013-04-04,122,0.0,1,7.8,very bad
2013-04-05,143,1.2,1,6.5,very bad
2013-04-06,116,0.0,1,9.1,very bad
2013-04-07,122,0.0,1,7.8,very bad
2013-04-08,119,0.0,1,10.3,very bad
2013-04-21,119,0.0,1,10.4,very bad
2013-04-27,116,0.0,1,14.5,very bad
2013-04-28,113,0.0,1,13.4,very bad
2013-04-29,113,0.0,1,13.4,very bad
2013-04-30,119,0.0,1,12.4,very bad
2013-05-17,113,0.0,1,13.5,very bad
2013-05-24,116,0.0,1,12.5,very bad
2013-03-15,116,0.0,1,11.6,very bad
2013-03-14,113,0.0,1,10.2,very bad
2013-03-19,119,0.0,1,8.8,very bad
2013-03-12,119,0.0,1,5.9,very bad
2013-02-03,122,0.0,1,8.3,very bad
2013-02-05,116,0.0,1,8.3,very bad
2013-02-06,116,0.0,1,8.3,very bad
2013-02-07,122,0.0,1,8.3,very bad
2013-02-08,113,0.0,1,10.0,very bad
2013-02-09,122,0.0,1,5.0,very bad
2013-02-10,248,0.0,1,5.0,very bad
2013-02-11,113,0.0,1,10.0,very bad
2013-02-12,119,0.0,1,8.3,very bad
2013-02-14,113,0.0,1,10.0,very bad
2013-02-15,122,0.0,1,10.0,very bad
2013-02-16,113,0.0,1,10.2,very bad
2013-02-17,113,0.0,1,10.3,very bad
2013-02-13,143,0.0,1,6.7,very bad
2013-02-19,113,0.0,1,10.3,very bad
2013-03-11,143,0.0,1,8.7,very bad
2013-03-04,113,0.0,1,11.2,very bad
2013-03-03,113,0.0,1,11.1,very bad
2013-03-02,113,0.0,1,8.6,very bad
2013-03-01,113,0.0,1,11.0,very bad
2013-02-28,119,0.0,1,5.5,very bad
2013-02-18,113,0.0,1,10.3,very bad
2013-02-22,113,0.0,1,10.8,very bad
2013-02-26,116,0.2,1,7.0,very bad
2013-02-23,116,0.0,1,10.9,very bad
2013-02-24,116,0.0,1,7.0,very bad
2013-02-25,122,0.0,1,5.5,very bad
2013-07-22,113,0.0,5,14.5,very good
2013-08-01,113,0.0,1,14.5,very good
2013-07-31,113,0.0,5,14.5,very good
2013-07-07,113,0.0,6,15.9,very good
2013-07-08,113,0.0,6,15.8,very good
2013-07-09,113,0.0,6,15.8,very good
2013-07-10,113,0.0,6,15.8,very good
2013-07-14,113,0.0,6,14.5,very good
2013-07-17,200,0.0,6,14.5,very good
2013-07-18,200,0.0,6,14.5,very good
2013-07-21,113,0.0,6,14.5,very good
2013-09-27,200,0.0,1,11.5,very good
2013-07-15,113,0.0,6,14.5,very good
