DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2022-01-18,12,1,18,2,9,5,0,96,6,1037,12.625,12,6,-2,143,113,113,0,2,8.7,météo très défavorable,17:48:00,08:46:00,3
2022-01-19,10,1,15,1,7,7,0.2,92,9,1033,32.75,10,8,-0,113,113,122,0,3,8.7,météo très défavorable,17:49:00,08:45:00,2
2022-01-20,8,1,21,2,7,6,0,94,10,1037,39,8,6,-2,113,119,116,0,1,5.2,météo très défavorable,17:50:00,08:45:00,4
2022-01-21,7,-1,19,-1,6,3,0,92,10,1039,10,7,1,-5,113,113,113,0,2,8.7,météo très défavorable,17:52:00,08:44:00,-1
2022-01-22,8,-1,14,-1,6,4,0,92,10,1039,2.5,8,2,-4,113,113,113,0,2,8.7,météo très défavorable,17:53:00,08:43:00,-1
2022-01-23,11,0,18,1,6,4,0,96,7,1036,15.25,11,6,-3,143,113,113,0,2,8.7,météo très défavorable,17:55:00,08:42:00,1
2022-01-24,8,0,14,1,6,5,0,95,6,1034,6.75,8,3,-4,143,113,113,0,1,8.7,météo très défavorable,17:56:00,08:41:00,1
2022-01-25,10,0,10,-0,7,6,0,92,10,1036,0,10,4,-4,113,113,113,0,2,8.7,météo très défavorable,17:58:00,08:40:00,1
2022-01-26,11,0,9,0,7,6,0,89,10,1035,0.25,11,4,-3,113,113,113,0,2,8.7,météo très défavorable,17:59:00,08:39:00,1
2022-01-27,11,0,10,0,8,8,0,90,10,1034,11.25,11,6,-3,113,113,113,0,3,9.6,météo très défavorable,18:01:00,08:38:00,1
2022-01-28,12,4,9,6,11,8,0,97,7.75,1039,51.5,12,8,5,143,113,113,0,3,9.7,météo défavorable,18:02:00,08:37:00,5
2022-01-29,14,5,12,5,11,9,0,96,7,1038,30.125,14,9,4,143,113,113,0,3,9.7,météo correcte,18:04:00,08:35:00,5
2022-01-30,11,6,10,9,10,8,0,96,9,1036,72.25,11,8,8,122,116,116,0,2,8.2,météo défavorable,18:05:00,08:34:00,8
2022-01-31,9,4,26,8,9,8,0,90,9,1033,67.5,9,8,2,113,119,122,0,2,6.6,météo très défavorable,18:07:00,08:33:00,9
2022-02-01,13,4,21,7,10,11,0,88,10,1034,73.5,13,10,4,122,119,116,0,3,4.9,météo défavorable,18:08:00,08:32:00,5
2022-02-02,12,6,14,10,11,8,0,89,8.75,1031,52.25,12,8,5,119,113,116,0,2,9.8,météo défavorable,18:10:00,08:30:00,9
2022-02-03,9,3,13,3,8,8,0,95,9,1026,55.5,9,6,3,113,122,122,0,3,6.6,météo très défavorable,18:11:00,08:29:00,4
2022-02-04,13,6,21,8,12,10,0.1,97,8,1027,75.25,13,8,3,143,116,122,0,2,8.3,météo défavorable,18:13:00,08:28:00,8
2022-02-05,11,3,14,3,9,7,0,92,10,1032,13.625,11,5,0,113,113,113,0,3,9.9,météo très défavorable,18:14:00,08:26:00,3
2022-02-06,13,6,35,9,12,11,0,81,10,1030,84.875,13,9,6,122,119,122,0,4,5,météo défavorable,18:16:00,08:25:00,8
2022-02-07,11,5,10,6,10,9,0,95,9,1035,27.875,11,9,3,143,116,113,0,3,9.9,météo très défavorable,18:17:00,08:23:00,8
2022-02-08,13,3,8,3,11,11,0,85,10,1035,3.75,13,7,2,113,113,113,0,3,10,météo correcte,18:19:00,08:22:00,4
2022-02-09,14,2,10,2,10,11,0,79,10,1030,0,14,7,-1,113,113,113,0,3,10,météo correcte,18:20:00,08:21:00,4
2022-02-10,13,4,18,5,11,6,0.2,97,9,1029,59.25,13,10,3,143,176,122,0,3,8.3,météo correcte,18:22:00,08:19:00,5
2022-02-11,10,1,16,1,10,7,0,92,9,1036,6,10,4,-2,113,113,113,0,2,10.1,météo très défavorable,18:24:00,08:17:00,2
2022-02-12,9,-1,14,-1,6,6,0,86,10,1034,20.5,9,1,-5,113,113,113,0,1,10.1,météo très défavorable,18:25:00,08:16:00,1
2022-02-13,11,1,41,3,10,11,4.5,94,9.5,1020,71.75,11,9,-1,113,119,296,0,2,5.1,météo très défavorable,18:27:00,08:14:00,1
2022-02-14,11,5,14,7,8,8,2.8,94,8.875,1018,73,11,8,4,353,353,176,0,2,8.3,météo défavorable,18:28:00,08:13:00,8
2022-02-15,12,3,27,3,9,10,0.3,92,10,1024,73.625,12,9,0,113,122,176,0,3,5.1,météo très défavorable,18:30:00,08:11:00,3
2022-02-16,14,11,33,12,14,13,2.4,96,7.875,1019,87,14,12,9,266,116,122,0,3,6.7,météo défavorable,18:31:00,08:10:00,11
2022-02-17,13,8,22,9,12,10,0,90,10,1026,55.25,13,11,6,113,116,116,0,3,10.3,météo correcte,18:33:00,08:08:00,12
2022-02-18,13,7,40,12,11,8,0,86,10,1021,82.375,13,11,7,122,122,116,0,3,6.8,météo défavorable,18:34:00,08:06:00,11
2022-02-19,11,3,35,3,10,9,0.1,77,10,1024,43,11,8,0,113,116,176,0,2,10,météo très défavorable,18:36:00,08:05:00,3
2022-02-20,14,8,34,8,13,12,0.2,97,10,1023,74.125,14,10,6,119,119,176,0,4,6.8,météo défavorable,18:37:00,08:03:00,8
2022-02-21,13,6,36,6,12,11,0,77,10,1028,28.375,13,10,2,113,113,116,0,2,10.4,météo correcte,18:39:00,08:01:00,7
2022-02-22,12,6,22,7,11,11,0,97,7.75,1029,79.875,12,10,4,248,122,122,0,4,5.4,météo défavorable,18:41:00,07:59:00,6
2022-02-23,13,3,14,3,10,11,0,94,10,1031,27.875,13,7,1,113,113,119,0,3,10.1,météo correcte,18:42:00,07:58:00,4
2022-02-24,12,4,27,8,12,9,0,87,10,1027,51.25,12,7,5,116,122,113,0,2,10.1,météo défavorable,18:44:00,07:56:00,8
2022-02-25,10,2,14,2,9,9,0,84,10,1034,25.75,10,2,-1,113,116,113,0,3,10.1,météo très défavorable,18:45:00,07:54:00,2
2022-02-26,13,1,27,1,11,11,0,88,10,1035,0.125,13,4,-3,113,113,113,0,3,11,météo très défavorable,18:47:00,07:52:00,2
2022-02-27,14,3,16,3,12,13,0,89,10,1026,28.5,14,10,-1,113,119,113,0,3,8.5,météo correcte,18:48:00,07:51:00,3
2022-02-28,15,7,18,7,14,12,0,97,5.75,1026,59.625,15,10,4,143,116,116,0,3,8.6,météo correcte,18:50:00,07:49:00,7
2022-03-01,12,7,16,8,11,11,0.2,89,9,1025,88.5,12,9,7,122,122,122,0,4,5.5,météo défavorable,19:51:00,08:46:00,7
2022-03-02,11,8,26,8,10,11,0.7,98,8,1021,91.625,11,9,6,176,176,176,0,2,5.5,météo défavorable,19:53:00,08:45:00,9
2022-03-03,10,6,17,6,9,9,2.5,97,4.875,1017,87.5,10,9,4,143,266,266,0,2,5.6,météo défavorable,19:54:00,08:43:00,7
2022-03-04,11,6,22,6,10,9,0,83,10,1019,94.25,11,5,2,122,122,116,0,2,7.1,météo défavorable,19:56:00,08:41:00,7
2022-03-05,10,2,15,2,10,8,0.1,93,10,1021,56.25,10,5,-1,113,119,122,0,3,7.1,météo très défavorable,19:57:00,08:39:00,2
2022-03-06,11,3,21,4,9,11,0.2,89,10,1023,63.375,11,4,0,119,176,113,0,2,7.1,météo très défavorable,19:59:00,08:37:00,5
2022-03-07,10,-1,19,-1,10,8,0,92,10,1022,5.25,10,2,-6,113,113,113,0,3,11.6,météo très défavorable,20:00:00,08:35:00,-1
2022-03-08,13,3,22,5,12,11,0,80,10,1017,50.125,13,8,1,116,113,116,0,3,10.2,météo correcte,20:02:00,08:33:00,4
2022-03-09,15,4,27,4,13,12,0,96,8,1023,46,15,8,1,116,116,122,0,2,10.2,météo correcte,20:03:00,08:31:00,5
2022-03-10,12,8,18,9,9,10,0.3,95,7,1019,86.5,12,10,6,122,143,122,0,3,5.9,météo défavorable,20:04:00,08:29:00,8
2022-03-11,13,8,32,11,12,11,1.6,94,9.875,1012,74.625,13,9,8,116,353,176,0,3,7.3,météo défavorable,20:06:00,08:27:00,11
2022-03-12,13,5,29,5,12,11,0.1,90,9,1016,35,13,7,3,113,113,176,0,2,11.6,météo correcte,20:07:00,08:25:00,6
2022-03-13,13,5,20,8,12,11,2.1,94,9.75,1017,61,13,7,5,353,176,113,0,3,8.8,météo correcte,20:09:00,08:23:00,9
2022-03-14,12,3,27,3,11,12,1.4,93,9.875,1021,46.5,12,8,0,113,116,122,0,3,8.8,météo très défavorable,20:10:00,08:21:00,4
2022-03-15,18,9,19,9,15,18,0.3,96,8,1020,71.5,18,14,8,143,122,116,0,3,8.8,météo défavorable,20:11:00,08:19:00,9
2022-03-16,19,9,22,10,16,15,0,89,10,1018,63.75,19,12,7,113,122,122,0,4,8.8,météo correcte,20:13:00,08:17:00,9
2022-03-17,14,7,31,7,12,12,0,87,10,1033,56.25,14,7,3,116,113,113,0,3,10.2,météo correcte,20:14:00,08:15:00,9
2022-03-18,16,3,32,3,13,14,0,68,10,1036,0,16,6,-2,113,113,113,0,4,11.6,météo correcte,20:16:00,08:13:00,3
2022-03-19,15,6,24,6,13,13,0,82,10,1032,32.875,15,9,1,113,119,116,0,4,7.4,météo correcte,20:17:00,08:11:00,7
2022-03-20,16,7,27,8,14,15,0,77,10,1024,46,16,11,5,122,113,113,0,4,11.6,météo correcte,20:19:00,08:09:00,8
2022-03-21,17,8,24,10,15,15,0,82,10,1025,49.375,17,11,8,116,119,116,0,4,8.8,météo correcte,20:20:00,08:07:00,8
2022-03-22,13,6,27,6,13,13,0,81,10,1025,32.625,13,8,3,113,116,122,0,4,8.8,météo correcte,20:21:00,08:05:00,8
2022-03-23,16,7,18,7,14,14,0,69,10,1028,31.375,16,9,4,119,113,113,0,4,11.6,météo correcte,20:23:00,08:03:00,8
2022-03-24,20,5,16,5,15,18,0,90,10,1028,2.75,20,12,2,113,113,113,0,4,11.6,météo favorable,20:24:00,08:01:00,6
2022-03-25,20,6,23,6,17,18,0,91,10,1026,2.75,20,12,3,113,113,113,0,4,11.6,météo favorable,20:26:00,08:00:00,7
2022-03-26,20,7,27,7,18,18,0,76,10,1027,10.75,20,12,4,113,113,113,0,4,11.6,météo favorable,20:27:00,07:58:00,8
2022-03-27,20,6,14,6,17,18,0,91,10,1027,3.5,20,12,3,113,113,113,0,4,11.6,météo favorable,20:28:00,07:56:00,7
2022-03-28,18,8,18,8,18,18,0,84,10,1026,12,18,12,6,113,113,113,0,4,11.6,météo favorable,20:30:00,07:54:00,9
2022-03-29,13,8,15,10,13,11,1.2,97,6.75,1015,87.25,13,11,8,122,353,266,0,3,6.4,météo défavorable,20:31:00,07:52:00,10
2022-03-30,10,8,18,9,10,10,0,93,10,1007,85,10,9,7,122,122,122,0,2,6.4,météo défavorable,20:33:00,07:50:00,10
2022-03-31,9,4,35,4,9,6,0.3,94,8.875,1007,80,9,6,2,119,122,182,0,3,6.4,météo très défavorable,20:34:00,07:48:00,4
2022-04-01,8,0,39,-0,8,7,0,76,10,1016,54.25,8,0,-5,116,116,122,0,3,9,météo très défavorable,20:35:00,07:46:00,2
2022-04-02,9,2,28,2,9,8,0.1,60,10,1021,54.75,9,2,-3,113,122,176,0,2,9,météo très défavorable,20:37:00,07:44:00,3
2022-04-03,9,-3,22,-3,8,9,0,91,10,1025,48.375,9,0,-8,116,119,116,0,3,9,météo très défavorable,20:38:00,07:42:00,-2
2022-04-04,11,-2,20,-2,9,8,0,82,10,1026,42.5,11,5,-4,113,113,122,0,3,10.3,météo très défavorable,20:40:00,07:40:00,-2
2022-04-05,15,7,15,9,13,14,0,98,9,1019,85.5,15,11,7,122,122,116,0,3,6.5,météo défavorable,20:41:00,07:38:00,8
2022-04-06,13,5,34,9,12,12,0.2,82,8,1014,84.75,13,11,6,122,122,353,0,3,6.5,météo défavorable,20:42:00,07:36:00,5
2022-04-07,13,10,45,12,12,13,4.2,96,9.625,1007,100,13,12,8,176,296,296,0,3,6.6,météo défavorable,20:44:00,07:34:00,11
2022-04-08,14,4,51,12,14,5,5.1,95,8.625,1012,96,14,12,8,296,353,353,0,3,6.6,météo défavorable,20:45:00,07:32:00,9
2022-04-09,11,1,14,1,11,11,0,89,10,1022,24.25,11,5,-2,113,119,113,0,3,9.1,météo très défavorable,20:47:00,07:30:00,2
2022-04-10,15,2,21,2,13,13,0,92,10,1021,19.75,15,7,-1,113,116,119,0,3,10.4,météo correcte,20:48:00,07:28:00,3
2022-04-11,21,7,29,8,17,19,0,73,10,1012,28.625,21,15,5,113,116,116,0,5,11.6,météo favorable,20:49:00,07:26:00,7
2022-04-12,16,10,21,10,16,13,1,92,7,1011,67.375,16,12,8,116,122,266,0,4,7.9,météo défavorable,20:51:00,07:24:00,12
2022-04-13,18,9,10,9,17,16,1.5,95,8.875,1020,56.75,18,14,8,143,176,176,0,4,7.9,météo correcte,20:52:00,07:22:00,10
2022-04-14,20,9,15,9,18,19,0.1,97,7,1026,44.75,20,14,8,143,116,113,0,4,10.4,météo favorable,20:54:00,07:20:00,10
2022-04-15,22,10,10,10,20,20,0.2,92,10,1025,26.25,24,14,8,113,113,176,0,5,10.4,météo favorable,20:55:00,07:19:00,10
2022-04-16,21,10,14,10,19,20,0,93,10,1026,16.25,21,14,9,113,116,113,0,5,11.6,météo favorable,20:56:00,07:17:00,11
2022-04-17,18,7,15,7,16,17,0,93,10,1026,40.25,18,10,4,122,113,122,0,4,10.4,météo favorable,20:58:00,07:15:00,8
2022-04-18,14,7,17,7,14,11,0.4,97,8.75,1020,65.125,14,9,5,248,116,176,0,4,7.9,météo défavorable,20:59:00,07:13:00,7
2022-04-19,14,5,14,5,14,12,0.6,90,9,1018,56.5,14,8,2,113,116,176,0,3,11,météo correcte,21:01:00,07:11:00,6
2022-04-20,13,4,17,4,10,13,0.4,96,9,1014,66.875,13,10,2,143,122,353,0,3,9.9,météo très défavorable,21:02:00,07:09:00,4
2022-04-21,17,8,12,8,16,16,0,90,10,1008,50,17,9,6,116,113,116,0,3,12.2,météo correcte,21:03:00,07:07:00,10
2022-04-22,16,7,15,7,15,15,1.4,92,10,1002,79,16,12,5,122,116,353,0,3,9.9,météo défavorable,21:05:00,07:06:00,8
2022-04-23,13,9,17,9,13,12,5.3,98,9.875,996,93.375,13,12,8,353,176,353,0,3,8.8,météo défavorable,21:06:00,07:04:00,10
2022-04-24,14,10,18,10,14,14,0.7,97,8.875,1008,83.75,14,11,9,266,176,176,0,3,11.1,météo défavorable,21:08:00,07:02:00,11
2022-04-25,16,9,12,9,14,16,0.3,96,7.375,1016,66.75,16,10,7,143,119,113,0,3,11.1,météo défavorable,21:09:00,07:00:00,11
2022-04-26,18,5,20,5,16,17,0,95,9,1018,16.375,18,10,2,113,113,113,0,4,14.5,météo favorable,21:10:00,06:59:00,6
2022-04-27,20,6,30,6,16,20,0,85,10,1019,15,20,13,2,113,113,113,0,4,14.5,météo favorable,21:12:00,06:57:00,7
2022-04-28,20,9,28,9,18,20,0,86,10,1025,24,20,13,6,116,113,113,0,5,14.5,météo favorable,21:13:00,06:55:00,10
2022-04-29,20,8,17,8,19,18,0,94,10,1028,25,20,12,6,113,113,116,0,5,13.4,météo favorable,21:15:00,06:54:00,9
2022-04-30,21,6,18,6,17,17,0,97,9,1027,37.375,21,10,3,143,113,122,0,4,12.4,météo favorable,21:16:00,06:52:00,7
2022-05-01,18,7,10,7,16,17,0,80,10,1024,64.875,18,9,6,116,122,122,0,4,10.2,météo correcte,21:17:00,06:50:00,8
2022-05-02,18,8,19,8,16,16,0,80,10,1019,66.875,18,10,7,116,116,119,0,3,12.4,météo défavorable,21:19:00,06:49:00,9
2022-05-03,18,9,16,10,18,15,0,83,10,1019,42.375,18,9,8,113,116,119,0,4,12.4,météo favorable,21:20:00,06:47:00,9
2022-05-04,19,6,13,6,18,17,0,94,9,1023,36.625,19,10,4,143,113,122,0,4,12.4,météo favorable,21:21:00,06:46:00,8
2022-05-05,18,8,13,8,18,18,0,91,10,1027,35.25,18,12,7,113,119,113,0,5,12.4,météo correcte,21:23:00,06:44:00,8
2022-05-06,20,8,13,8,19,19,0,95,8,1028,40.75,20,12,6,143,119,122,0,5,11.4,météo correcte,21:24:00,06:42:00,8
2022-05-07,21,10,10,10,19,17,0.5,75,9.875,1027,51.375,21,13,9,122,113,176,0,5,13.5,météo favorable,21:26:00,06:41:00,11
2022-05-08,21,9,17,9,20,20,0,97,7,1025,43,24,14,7,143,116,116,0,4,12.4,météo favorable,21:27:00,06:40:00,9
2022-05-09,24,9,10,9,21,22,0,93,10,1026,17.375,25,13,8,113,116,116,0,5,14.5,météo favorable,21:28:00,06:38:00,10
2022-05-10,25,11,18,11,23,22,0,84,10,1023,16.5,26,14,11,116,113,113,0,5,14.5,météo favorable,21:30:00,06:37:00,12
2022-05-11,22,10,19,10,21,21,0,91,10,1019,9.375,25,13,9,113,113,113,0,5,14.5,météo favorable,21:31:00,06:35:00,10
2022-05-12,20,9,10,9,18,18,0,96,6.75,1021,54.5,20,11,7,143,119,119,0,4,12.4,météo correcte,21:32:00,06:34:00,10
2022-05-13,23,8,12,8,20,22,0,91,10,1023,12.25,24,10,6,113,113,113,0,5,14.5,météo favorable,21:33:00,06:33:00,8
2022-05-14,26,10,18,10,25,25,0,88,9.875,1021,24.5,27,17,8,116,113,200,0,6,13.5,météo favorable,21:35:00,06:31:00,11
2022-05-15,26,15,17,15,24,25,1.6,97,8.625,1014,51.5,27,18,15,248,116,113,0,5,13.5,météo favorable,21:36:00,06:30:00,15
2022-05-16,23,13,14,15,22,22,0,90,9,1020,55,25,14,15,119,116,116,0,4,13.5,météo correcte,21:37:00,06:29:00,15
2022-05-17,29,14,19,14,29,24,0,94,10,1021,15.5,30,17,13,113,113,113,0,6,14.5,météo favorable,21:38:00,06:28:00,14
2022-05-18,31,13,20,13,28,21,0.3,94,9,1021,33.375,32,18,13,143,113,386,0,6,12.5,météo favorable,21:40:00,06:27:00,14
2022-05-19,24,12,11,12,21,23,0.4,91,9.875,1022,40.25,25,12,11,116,116,116,0,4,14.5,météo favorable,21:41:00,06:25:00,12
2022-05-20,27,13,23,15,24,22,0.7,96,9.875,1024,43.375,27,14,15,353,176,113,0,5,12.5,météo favorable,21:42:00,06:24:00,14
2022-05-21,25,10,9,10,23,25,0,89,10,1025,22.75,25,11,9,116,113,113,0,5,14.5,météo favorable,21:43:00,06:23:00,10
2022-05-22,29,16,22,16,22,27,0.8,80,9.625,1017,48.625,31,21,16,113,176,200,0,6,11.5,météo favorable,21:44:00,06:22:00,16
2022-05-23,20,13,33,13,17,17,3.6,92,10,1009,70.625,20,16,11,353,119,176,0,4,12.5,météo défavorable,21:45:00,06:21:00,15
2022-05-24,18,8,19,10,16,18,1.7,91,9.75,1014,73.25,18,10,10,122,353,176,0,3,10.5,météo défavorable,21:47:00,06:20:00,8
2022-05-25,19,8,24,8,19,18,0,91,10,1022,50.875,19,12,7,119,119,119,0,5,11.5,météo correcte,21:48:00,06:19:00,8
2022-05-26,23,10,14,10,21,23,0,94,10,1027,21.25,25,15,9,113,116,113,0,5,14.5,météo favorable,21:49:00,06:19:00,11
2022-05-27,23,10,15,10,21,23,0,94,7,1028,28.125,25,14,8,143,122,113,0,4,12.5,météo correcte,21:50:00,06:18:00,10
2022-05-28,26,8,23,8,23,25,0,77,10,1027,2.25,26,8,5,113,113,113,0,5,14.5,météo favorable,21:51:00,06:17:00,10
2022-05-29,20,8,26,8,19,20,0,88,10,1020,12.875,20,6,5,113,113,116,0,5,14.5,météo favorable,21:52:00,06:16:00,8
2022-05-30,20,5,18,5,18,20,0,95,10,1015,26.5,20,5,2,113,113,116,0,5,13.5,météo favorable,21:53:00,06:15:00,6
2022-05-31,24,8,9,8,21,23,0,80,10,1017,17,24,8,7,113,113,113,0,5,14.5,météo favorable,21:54:00,06:15:00,9
2022-06-01,27,8,16,8,23,26,0,88,10,1018,19.25,26,8,6,113,116,113,0,5,14.5,météo favorable,21:55:00,06:14:00,8
2022-06-02,29,12,19,12,25,28,0.3,71,9.75,1017,35.875,29,17,11,113,113,200,0,6,13.5,météo favorable,21:55:00,06:13:00,13
2022-06-03,29,14,14,14,27,23,0.9,96,8.625,1015,58,29,17,13,143,176,386,0,6,10.6,météo correcte,21:56:00,06:13:00,14
2022-06-04,29,14,14,14,27,24,0.7,96,8,1015,58.5,28,15,14,143,113,176,0,5,12.6,météo correcte,21:57:00,06:12:00,14
2022-06-05,22,13,24,14,22,19,0.1,97,7.75,1020,54.625,25,13,13,248,119,116,0,4,13.5,météo correcte,21:58:00,06:12:00,13
2022-06-06,19,11,18,11,19,17,0.2,91,10,1021,70.625,19,12,10,116,122,122,0,5,9.7,météo défavorable,21:59:00,06:11:00,11
2022-06-07,22,13,29,15,22,20,0.2,94,8.75,1018,71.625,24,15,13,122,176,116,0,4,10.6,météo défavorable,21:59:00,06:11:00,13
2022-06-08,22,15,26,17,22,21,0.8,98,10,1018,61,25,16,17,353,116,113,0,4,13.6,météo correcte,22:00:00,06:11:00,17
2022-06-09,22,12,21,13,21,22,0,91,8,1022,39.625,25,13,12,116,119,113,0,4,12.7,météo correcte,22:01:00,06:10:00,12
2022-06-10,26,13,18,13,25,25,0,95,7,1023,17.25,27,16,13,143,113,113,0,5,14.5,météo favorable,22:01:00,06:10:00,13
2022-06-11,30,13,10,13,25,28,0,95,9,1024,5.625,30,14,12,143,113,113,0,6,14.5,météo favorable,22:02:00,06:10:00,13
2022-06-12,29,11,19,11,25,27,0,79,10,1026,5.5,28,11,10,113,113,113,0,6,14.5,météo favorable,22:03:00,06:10:00,12
2022-06-13,27,9,18,9,24,27,0,93,10,1026,9.25,26,9,8,113,116,113,0,6,14.5,météo favorable,22:03:00,06:10:00,10
2022-06-14,32,11,21,11,29,31,0,85,10,1022,4.125,31,10,10,113,113,113,0,6,14.5,météo favorable,22:04:00,06:10:00,11
2022-06-15,34,15,14,15,34,33,0,74,10,1017,14.875,34,14,15,113,113,113,0,7,13.6,météo idéale,22:04:00,06:09:00,16
2022-06-16,37,16,18,16,33,35,0,79,10,1021,11.25,37,16,16,113,113,113,0,7,14.5,météo favorable,22:04:00,06:09:00,16
2022-06-17,41,20,19,21,40,38,0,64,10,1019,5.125,42,15,21,113,113,113,0,8,14.5,météo correcte,22:05:00,06:09:00,20
2022-06-18,46,23,23,23,41,42,0,43,10,1019,7.625,49,11,23,113,113,113,0,9,14.5,météo très défavorable,22:05:00,06:10:00,24
2022-06-19,31,17,29,17,31,27,0.4,93,9.875,1013,37.75,33,20,17,176,113,113,0,5,14.5,météo favorable,22:05:00,06:10:00,17
2022-06-20,30,17,17,17,24,30,0,92,10,1015,40,30,16,17,116,116,113,0,6,13.6,météo favorable,22:06:00,06:10:00,18
2022-06-21,30,17,21,17,30,26,1.3,94,9.875,1014,65.25,31,19,17,176,200,176,0,6,10.9,météo défavorable,22:06:00,06:10:00,18
2022-06-22,28,15,18,16,28,22,0.5,98,6.25,1011,70.375,28,16,16,248,113,176,0,5,11.8,météo défavorable,22:06:00,06:10:00,15
2022-06-23,26,15,21,15,25,22,0.5,96,8,1012,39.875,26,16,15,143,116,116,0,5,14.5,météo favorable,22:06:00,06:10:00,15
2022-06-24,22,14,29,15,21,20,0.4,96,7,1012,65.25,24,14,14,143,353,119,0,4,10,météo défavorable,22:06:00,06:11:00,14
2022-06-25,21,14,24,15,18,19,3.4,95,10,1012,72.75,21,15,15,353,353,116,0,4,11.8,météo défavorable,22:06:00,06:11:00,15
2022-06-26,23,11,22,11,19,21,0.3,79,10,1015,40.75,24,10,10,116,353,113,0,5,12.7,météo correcte,22:06:00,06:11:00,11
2022-06-27,23,11,23,11,22,20,0,89,10,1023,23.875,24,10,11,116,113,116,0,5,14.5,météo favorable,22:06:00,06:12:00,11
2022-06-28,25,10,24,11,25,22,0,88,10,1023,27.75,25,11,10,116,113,113,0,4,14.5,météo favorable,22:06:00,06:12:00,10
2022-06-29,18,12,16,15,17,13,0.8,88,8.375,1018,65.25,18,13,14,122,176,263,0,5,10.9,météo défavorable,22:06:00,06:13:00,12
