date,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
2014-08-16,113,0,1,11.6,good
2014-08-18,113,0,1,11.6,good
2014-08-19,116,0,1,11.6,good
2014-08-20,116,0,1,11.6,good
2014-08-21,113,0,1,11.6,good
2014-08-22,113,0,1,11.6,good
2014-08-23,113,0,1,11.6,good
2014-09-14,119,0,1,10.3,good
2014-08-29,113,0,1,11.6,good
2014-06-07,113,0,1,13.5,good
2014-08-31,113,0,1,11.6,good
2014-09-01,113,0,1,11.6,good
2014-09-02,113,0,1,11.6,good
2014-09-03,113,0,1,11.6,good
2014-09-04,113,0,1,11.6,good
2014-09-05,113,0,1,11.6,good
2014-09-06,116,0,1,11.6,good
2014-09-09,116,0,1,11.6,good
2014-09-11,113,0,1,11.6,good
2014-08-28,113,0,1,11.6,good
2014-06-06,113,0,1,14.5,good
2014-07-02,113,0,1,15.9,good
2014-06-04,113,0,1,12.6,good
2014-03-10,113,0,4,11.6,good
2014-05-16,113,0,1,14.5,good
2014-05-15,113,0,1,14.5,good
2014-05-14,113,0,1,14.5,good
2014-03-09,113,0,4,11.6,good
2014-04-07,116,0,1,9.1,good
2014-05-05,116,0,1,14.5,good
2014-04-10,113,0,1,11.6,good
2014-04-11,113,0,1,10.4,good
2014-04-12,113,0,1,11.6,good
2014-06-05,116,0,1,14.5,good
2014-04-14,113,0,1,11.6,good
2014-04-16,113,0,1,11.6,good
2014-04-17,113,0,1,11.6,good
2014-05-17,113,0,1,14.5,good
2014-05-18,113,0,1,14.5,good
2014-04-01,113,0,1,11.6,good
2014-05-19,122,0,1,13.5,good
2014-05-31,113,0,1,14.5,good
2014-05-28,116,0,1,14.5,good
2014-06-01,116,0,1,14.5,good
2014-05-30,113,0,1,12.5,good
2014-05-26,116,0,1,14.5,good
2014-05-22,116,0,1,13.5,good
2014-03-30,113,0,4,11.6,good
2014-05-29,113,0,1,14.5,good
2014-09-29,113,0,1,10.1,not good not bad
2014-03-17,113,0,2,11.6,not good not bad
2014-09-21,116,0,1,8.9,not good not bad
2014-09-20,113,0,1,10.3,not good not bad
2014-10-02,113,0,4,8.6,not good not bad
2014-02-24,113,0,1,10.9,not good not bad
2014-03-16,113,0,2,11.6,not good not bad
2014-03-11,113,0,3,11.6,not good not bad
2014-03-15,116,0,2,11.6,not good not bad
2014-03-06,113,0,3,11.2,not good not bad
2014-03-07,113,0,3,11.6,not good not bad
2014-03-08,113,0,3,11.6,not good not bad
2014-03-14,113,0,3,11.6,not good not bad
2014-10-04,113,0,4,8.6,not good not bad
2014-03-13,113,0,3,11.6,not good not bad
2014-03-12,113,0,3,11.6,not good not bad
2014-03-05,116,0,2,11.2,not good not bad
2014-10-05,113,0,4,11.3,not good not bad
2014-11-28,113,0,1,8.7,not good not bad
2014-10-07,116,0,4,8.6,not good not bad
2014-11-14,116,0,1,7.0,not good not bad
2014-11-10,116,0,1,8.7,not good not bad
2014-11-09,113,0,1,8.7,not good not bad
2014-11-15,119,0,1,8.7,not good not bad
2014-11-07,113,0,1,8.7,not good not bad
2014-11-05,113,0,1,8.7,not good not bad
2014-11-04,113,0,1,8.7,not good not bad
2014-11-16,113,0,1,8.7,not good not bad
2014-11-02,116,0,1,5.4,not good not bad
2014-11-01,113,0,1,7.1,not good not bad
2014-11-18,116,0,1,6.9,not good not bad
2014-11-19,113,0,1,8.7,not good not bad
2014-01-25,116,0,1,8.7,not good not bad
2014-10-06,116,0,4,8.6,not good not bad
2014-11-21,113,0,1,8.7,not good not bad
2014-10-23,122,0,4,8.5,not good not bad
2014-10-22,116,0,4,10.7,not good not bad
2014-02-06,122,0,1,8.3,not good not bad
2014-11-26,116,0,1,5.1,not good not bad
2014-11-27,122,0,1,8.7,not good not bad
2014-01-08,116,0,1,6.9,not good not bad
2014-10-13,116,0,4,11.0,not good not bad
2014-11-29,113,0,1,8.7,not good not bad
2014-11-30,113,0,1,8.7,not good not bad
2014-10-10,119,0,4,7.1,not good not bad
2014-10-08,113,0,4,8.6,not good not bad
2014-11-22,143,0,1,5.2,not good not bad
2014-03-20,113,0,3,11.6,not good not bad
2014-03-24,119,0,3,8.9,not good not bad
2014-01-06,113,0,1,6.9,not good not bad
2014-04-20,113,0,1,10.4,not good not bad
2014-01-07,116,0,1,8.7,not good not bad
2014-04-22,113,0,1,11.6,not good not bad
2014-04-23,116,0,1,9.3,not good not bad
2014-04-24,119,0,1,10.5,not good not bad
2014-07-20,116,0,1,13.5,not good not bad
2014-04-25,116,0,1,11.1,not good not bad
2014-12-24,122,0,1,5.1,not good not bad
2014-07-15,113,0,1,11.5,not good not bad
2014-04-26,116,0,1,13.4,not good not bad
2014-04-28,116,0,1,12.3,not good not bad
2014-04-30,122,0,1,13.4,not good not bad
2014-07-11,113,0,1,13.7,not good not bad
2014-05-03,113,0,1,14.5,not good not bad
2014-05-04,113,0,1,13.4,not good not bad
2014-05-07,113,0,1,12.4,not good not bad
2014-05-10,116,0,1,11.4,not good not bad
2014-05-11,113,0,1,14.5,not good not bad
2014-05-12,113,0,1,12.4,not good not bad
2014-05-13,113,0,1,13.5,not good not bad
2014-06-30,119,0,1,13.8,not good not bad
2014-06-27,113,0,1,14.7,not good not bad
2014-05-20,113,0,1,11.5,not good not bad
2014-05-21,116,0,1,11.5,not good not bad
2014-05-24,116,0,1,13.5,not good not bad
2014-05-27,116,0,1,14.5,not good not bad
2014-06-02,116,0,1,12.6,not good not bad
2014-04-19,116,0,1,11.6,not good not bad
2014-07-29,116,0,1,12.5,not good not bad
2014-04-21,113,0,1,10.4,not good not bad
2014-04-09,113,0,1,11.6,not good not bad
2014-08-26,116,0,1,11.6,not good not bad
2014-11-12,116,0,1,8.7,not good not bad
2014-03-25,116,0,2,10.2,not good not bad
2014-03-26,119,0,3,10.3,not good not bad
2014-03-29,116,0,4,11.6,not good not bad
2014-03-31,113,0,4,9.0,not good not bad
2014-08-17,113,0,1,9.3,not good not bad
2014-04-04,113,0,1,10.3,not good not bad
2014-08-12,119,0,1,13.4,not good not bad
2014-04-08,113,0,1,10.3,not good not bad
2014-04-18,116,0,1,10.4,not good not bad
2014-08-07,116,0,1,10.3,not good not bad
2014-11-13,113,0,1,5.2,not good not bad
2014-08-02,116,0,1,12.4,not good not bad
2014-12-23,122,0,1,6.9,very bad
2014-12-05,116,0,1,5.1,very bad
2014-12-29,113,0,1,8.7,very bad
2014-12-15,122,0,1,3.3,very bad
2014-12-03,116,0,1,3.3,very bad
2014-12-06,113,0,1,8.7,very bad
2014-01-19,119,0,1,5.2,very bad
2014-12-28,113,0,1,8.7,very bad
2014-12-27,116,0,1,8.7,very bad
2014-01-05,122,0,1,3.3,very bad
2014-12-20,116,0,1,8.7,very bad
2014-12-26,122,0,1,6.9,very bad
2014-11-17,122,0,1,3.4,very bad
2014-12-21,119,0,1,5.1,very bad
2014-12-14,113,0,1,8.7,very bad
2014-12-13,113,0,1,5.1,very bad
2014-01-04,113,0,1,3.3,very bad
2014-01-11,143,0,1,8.7,very bad
2014-12-07,119,0,1,5.1,very bad
2014-12-08,113,0,1,6.9,very bad
2014-12-09,116,0,1,8.7,very bad
2014-01-20,116,0,1,8.7,very bad
2014-01-23,116,0,1,6.9,very bad
2014-01-22,113,0,1,6.9,very bad
2014-01-21,119,0,1,6.9,very bad
2014-01-12,116,0,1,6.9,very bad
2014-12-25,116,0,1,6.9,very bad
2014-01-14,116,0,1,8.7,very bad
2014-12-04,122,0,1,5.1,very bad
2014-12-31,113,0,1,8.7,very bad
2014-01-28,122,0,1,8.2,very bad
2014-02-25,113,0,1,10.1,very bad
2014-02-26,113,0,1,11.0,very bad
2014-03-01,113,0,2,10.1,very bad
2014-01-27,113,0,1,9.6,very bad
2014-03-03,116,0,2,10.1,very bad
2014-02-21,116,0,1,10.4,very bad
2014-03-04,122,0,3,8.6,very bad
2014-03-19,113,0,2,11.6,very bad
2014-03-22,116,0,3,11.6,very bad
2014-03-23,113,0,3,10.2,very bad
2014-03-28,143,0,2,10.3,very bad
2014-12-30,143,0,1,8.7,very bad
2014-03-18,119,0,3,6.0,very bad
2014-02-17,116,0,1,10.3,very bad
2014-03-02,122,0,3,7.1,very bad
2014-02-14,116,0,1,8.3,very bad
2014-01-30,116,0,1,9.7,very bad
2014-01-31,122,0,1,6.6,very bad
2014-02-01,113,0,1,9.8,very bad
2014-02-16,116,0,1,10.2,very bad
2014-02-03,122,0,1,8.3,very bad
2014-02-04,122,0,1,9.9,very bad
2014-02-02,113,0,1,9.8,very bad
2014-02-08,200,0,1,10.0,very bad
2014-02-10,116,0,1,8.3,very bad
2014-02-11,113,0,1,6.7,very bad
2014-02-12,116,0,1,6.7,very bad
2014-02-13,113,0,1,10.1,very bad
2014-09-10,113,0,1,11.6,very good
2014-06-13,113,0,1,15.9,very good
2014-06-22,113,0,1,16.0,very good
2014-06-24,116,0,1,16.0,very good
2014-07-17,113,0,1,14.5,very good
2014-07-26,113,0,1,14.5,very good
2014-07-25,113,0,1,14.5,very good
2014-09-17,113,0,1,11.6,very good
2014-10-18,113,0,5,10.8,very good
2014-09-07,113,0,1,11.6,very good
2014-09-08,116,0,1,11.6,very good
2014-07-19,113,0,1,14.5,very good
2014-09-18,113,0,1,11.6,very good
