DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C
2016-02-24,10,3,13,6,10,7,13.2,96,7.75,1019,96.375,10,10,7
2016-02-25,9,1,19,1,8,5,0.0,87,10.0,1018,43.125,9,2,0
2016-02-26,8,2,26,2,8,5,0.0,68,10.0,1017,47.75,8,1,1
2016-02-27,8,2,37,2,8,6,0.4,73,9.375,1004,43.75,8,2,-3
2016-02-28,9,2,32,2,8,4,0.3,73,9.0,1018,47.75,9,1,-3
2016-02-29,9,0,30,0,8,4,0.0,62,10.0,1028,6.75,9,1,-2
2016-03-01,11,1,36,5,11,11,0.4,91,9.0,1028,86.125,11,10,6
2016-03-02,11,7,52,9,10,7,0.4,83,10.0,1016,57.625,11,11,4
2016-03-03,11,6,35,6,10,8,0.5,73,9.0,1014,72.75,11,9,5
2016-03-04,11,3,17,8,8,5,4.4,93,9.875,1003,75.625,11,10,4
2016-03-05,9,2,28,4,9,5,0.3,85,9.875,1007,40.75,9,3,0
2016-03-06,9,1,22,1,9,5,0.0,80,10.0,1011,48.125,9,3,2
2016-03-07,8,0,31,1,8,4,0.0,74,10.0,1016,48.125,8,1,2
2016-03-08,10,-1,18,-1,10,6,0.3,75,10.0,1020,69.0,10,6,5
2016-03-09,10,6,48,9,9,6,5.5,78,8.625,1012,83.125,10,9,3
2016-03-10,9,6,27,6,9,8,0.6,85,9.0,1023,94.0,9,6,3
2016-03-11,10,3,13,3,10,8,0.1,80,10.0,1028,44.0,11,5,5
2016-03-12,12,2,16,2,11,7,0.0,75,10.0,1029,17.5,12,4,6
2016-03-13,11,2,27,2,11,7,0.0,74,10.0,1029,6.375,11,4,3
2016-03-14,9,3,28,3,9,8,0.0,83,10.0,1027,44.375,9,4,2
2016-03-15,13,2,21,2,12,8,0.0,77,10.0,1024,6.875,13,6,3
2016-03-16,10,3,30,6,10,7,0.1,67,10.0,1023,60.0,10,5,3
2016-03-17,11,1,20,1,10,6,0.0,74,10.0,1025,39.25,11,3,2
2016-03-18,14,3,19,3,13,8,0.0,69,10.0,1024,12.375,14,5,6
2016-03-19,13,2,27,2,11,9,0.0,79,10.0,1021,6.0,13,6,2
2016-03-20,13,2,29,2,11,8,0.0,79,10.0,1020,24.375,13,7,2
2016-03-21,11,2,28,3,10,7,0.0,69,10.0,1021,25.375,11,4,4
2016-03-22,11,2,24,2,11,8,0.0,75,10.0,1019,14.0,11,4,4
2016-03-23,14,2,18,2,13,9,0.0,75,10.0,1017,2.5,14,6,5
2016-03-24,12,0,21,0,12,8,0.0,70,10.0,1019,57.25,12,6,9
2016-03-25,14,6,21,10,13,11,0.1,94,10.0,1019,69.75,14,10,9
2016-03-26,17,6,41,11,14,13,6.2,95,8.625,1019,85.75,17,12,8
2016-03-27,13,7,45,7,13,10,2.9,74,9.875,1011,51.0,13,6,7
2016-03-28,13,8,45,11,13,9,2.1,81,9.875,1009,58.125,13,10,7
2016-03-29,13,7,35,8,13,10,0.3,83,10.0,1012,46.0,13,9,8
2016-03-30,10,6,19,9,10,6,2.6,96,6.625,1012,96.625,10,9,7
2016-03-31,11,5,32,5,11,9,1.0,78,9.875,1019,63.0,11,5,4
2016-04-01,13,2,8,2,12,9,0.0,75,10.0,1022,21.125,13,6,9
2016-04-02,13,2,19,3,13,10,0.0,70,10.0,1017,18.25,13,8,8
2016-04-03,15,6,28,9,15,8,0.0,79,10.0,1007,64.625,15,10,11
2016-04-04,15,6,27,8,14,12,1.0,81,9.875,1006,40.625,15,9,10
2016-04-05,14,4,17,4,14,10,0.0,77,10.0,1017,12.0,14,7,10
2016-04-06,13,6,26,6,13,11,0.0,88,10.0,1018,42.875,13,10,10
2016-04-07,12,4,23,4,12,9,0.7,65,10.0,1018,36.75,12,6,7
2016-04-08,13,3,18,4,13,10,0.6,81,9.875,1018,27.875,13,7,8
2016-04-09,12,3,30,9,12,8,1.9,78,8.75,1012,57.75,12,9,6
2016-04-10,15,4,40,7,14,12,0.5,73,10.0,1008,42.875,16,8,8
2016-04-11,15,5,19,7,14,11,0.6,66,9.875,1007,27.0,15,8,12
2016-04-12,17,5,18,6,17,13,0.1,73,10.0,1012,15.75,18,11,13
2016-04-13,14,5,14,6,14,11,1.2,77,8.125,1016,56.0,14,9,10
2016-04-14,15,5,13,6,15,12,0.4,74,9.0,1016,57.125,15,9,11
2016-04-15,14,6,18,6,14,11,3.1,75,8.25,1019,66.75,15,8,10
2016-04-16,15,6,16,7,15,12,0.0,67,9.375,1020,66.625,15,8,11
2016-04-17,16,6,18,7,16,13,0.5,73,9.25,1018,48.375,17,10,11
2016-04-18,16,7,19,7,16,13,0.8,78,8.625,1015,58.375,17,10,11
2016-04-19,16,7,16,7,15,13,0.7,71,8.5,1016,53.125,16,10,11
2016-04-20,17,6,15,7,16,14,0.6,70,8.75,1017,52.625,18,10,12
2016-04-21,17,12,6,13,17,14,4.5,87,7.625,1019,82.5,18,13,16
2016-04-22,18,9,27,11,18,14,1.1,82,7.875,1020,48.5,18,12,14
2016-04-23,13,6,24,8,13,10,0.0,82,9.0,1020,75.875,13,9,9
2016-04-24,11,3,23,4,11,10,0.0,66,10.0,1023,43.75,11,5,8
2016-04-25,11,-1,22,4,10,10,0.0,70,10.0,1023,45.875,11,7,8
2016-04-26,11,6,25,8,10,9,0.0,79,10.0,1014,70.375,11,6,7
2016-04-27,11,1,21,3,11,9,0.0,59,10.0,1017,24.625,11,4,9
2016-04-28,12,1,14,3,11,9,0.0,62,10.0,1019,16.875,12,4,7
2016-04-29,13,5,31,8,13,11,1.6,74,10.0,1019,70.25,13,7,8
2016-04-30,13,5,33,5,13,10,6.1,67,8.625,1028,36.875,13,7,5
2016-05-01,14,2,15,4,13,12,0.0,54,10.0,1031,8.75,14,7,9
2016-05-02,16,4,23,9,16,13,0.1,79,9.0,1029,35.0,16,10,13
2016-05-03,16,7,11,7,15,14,0.0,64,7.75,1029,19.75,17,9,12
2016-05-04,19,6,25,7,18,16,0.0,56,10.0,1028,2.875,19,11,13
2016-05-05,22,8,28,9,21,19,0.0,58,10.0,1019,19.5,24,14,16
2016-05-06,21,11,24,11,21,18,0.0,71,10.0,1011,40.875,24,13,16
2016-05-07,21,12,29,12,21,19,1.6,69,9.875,1006,43.25,21,13,18
2016-05-08,21,13,31,13,21,19,0.8,63,9.875,1004,63.875,24,15,17
2016-05-09,18,12,28,14,18,16,0.7,78,9.125,1005,59.5,18,13,17
2016-05-10,20,9,17,13,20,18,0.0,77,8.0,1006,34.75,20,14,17
2016-05-11,16,9,13,13,16,15,0.4,89,8.0,1005,64.5,16,14,16
2016-05-12,17,9,14,12,17,14,2.7,87,7.875,1004,83.125,17,14,16
2016-05-13,15,13,17,13,15,15,0.7,92,6.75,1011,90.25,15,14,12
2016-05-14,15,9,17,10,15,12,0.0,87,8.0,1021,58.625,15,11,10
2016-05-15,16,5,6,8,16,14,0.0,65,10.0,1025,20.0,17,10,13
2016-05-16,16,10,9,12,16,15,0.0,74,10.0,1025,68.875,16,12,14
2016-05-17,15,7,12,11,15,15,0.0,77,10.0,1023,69.75,16,12,14
2016-05-18,15,9,30,12,15,14,7.7,88,8.625,1016,79.375,15,11,11
2016-05-19,17,9,18,10,16,15,1.0,76,9.125,1017,57.0,17,11,12
2016-05-20,17,8,15,10,17,16,0.5,76,8.125,1018,57.5,18,12,14
2016-05-21,20,9,13,11,19,17,0.4,75,9.0,1018,61.25,20,14,16
2016-05-22,16,10,25,13,16,12,3.3,88,8.625,1016,71.375,16,13,12
2016-05-23,16,7,19,10,16,14,0.0,72,10.0,1022,12.0,16,11,12
2016-05-24,18,8,22,10,18,16,0.0,73,10.0,1021,26.125,18,12,13
2016-05-25,18,10,22,11,18,18,0.4,78,10.0,1013,27.125,18,15,13
2016-05-26,14,9,5,14,14,13,0.0,89,8.0,1014,16.875,15,13,14
2016-05-27,20,9,8,10,13,20,0.8,89,9.875,1015,21.5,20,16,12
2016-05-28,20,13,11,14,15,20,9.3,92,9.25,1015,20.625,21,17,14
2016-05-29,18,12,13,14,18,15,9.3,91,9.0,1013,69.375,18,15,17
2016-05-30,20,11,17,13,20,18,6.7,86,9.125,1017,84.875,20,15,14
2016-05-31,20,11,14,13,19,18,0.8,75,8.125,1021,63.125,21,14,17
2016-06-01,19,14,17,15,17,17,0.0,86,9.625,1021,86.625,19,15,15
2016-06-02,17,12,14,13,17,16,0.0,90,9.0,1019,95.625,17,15,15
2016-06-03,17,11,12,12,17,16,0.0,82,9.0,1016,83.375,18,14,15
2016-06-04,17,10,12,12,17,17,0.0,80,8.0,1018,71.875,18,15,16
2016-06-05,20,14,8,14,19,19,0.0,77,8.0,1020,78.625,20,16,18
2016-06-06,23,14,10,16,22,21,2.6,76,7.625,1020,46.25,25,18,20
2016-06-07,23,15,14,17,23,21,0.0,77,9.0,1024,34.25,25,18,21
2016-06-08,24,13,10,15,23,23,0.0,75,8.0,1025,15.125,26,18,22
2016-06-09,25,15,10,17,24,23,0.0,75,8.0,1021,30.25,26,19,22
2016-06-10,18,16,11,17,17,16,0.0,90,10.0,1014,79.875,18,16,16
2016-06-11,19,13,25,16,19,17,0.1,81,10.0,1015,69.375,19,15,18
2016-06-12,20,13,28,16,20,18,0.8,86,10.0,1015,80.375,20,17,19
2016-06-13,20,14,31,15,17,17,2.6,90,9.5,1011,92.125,20,17,17
2016-06-14,18,12,26,14,18,15,2.2,83,9.875,1008,61.875,18,13,15
2016-06-15,12,9,6,12,12,12,0.0,91,6.5,1005,33.125,13,11,12
2016-06-16,21,11,17,13,20,19,0.2,70,9.0,1019,59.25,22,13,16
2016-06-17,19,11,18,13,19,16,1.1,72,8.0,1016,52.875,19,13,18
2016-06-18,18,9,18,12,18,17,0.0,82,9.0,1026,61.625,18,13,16
2016-06-19,19,9,16,13,19,17,0.0,73,9.0,1028,59.375,19,14,17
2016-06-20,17,13,27,15,17,16,1.9,91,8.75,1025,91.375,17,16,16
2016-06-21,22,15,16,17,20,20,0.1,94,9.0,1021,90.5,24,18,18
2016-06-22,29,16,17,19,27,27,0.0,77,7.75,1021,28.5,32,21,24
2016-06-23,26,19,9,21,26,23,0.7,76,9.625,1019,56.375,29,20,24
2016-06-24,22,13,14,14,21,20,0.0,69,9.0,1022,22.75,25,15,19
2016-06-25,20,12,18,13,20,17,0.0,67,9.0,1022,38.75,20,12,17
2016-06-26,19,10,18,12,18,17,0.0,69,9.0,1024,31.75,19,12,17
2016-06-27,20,13,16,16,18,19,0.2,89,8.0,1024,86.0,20,17,18
2016-06-28,21,14,23,16,20,18,0.0,75,8.0,1022,72.0,21,15,19
2016-06-29,19,13,21,14,19,18,0.0,73,9.0,1018,70.125,19,15,18
2016-06-30,22,16,26,17,21,20,0.9,87,10.0,1017,79.75,25,17,18
2016-07-01,20,15,28,17,18,17,0.2,87,8.75,1018,83.375,20,16,18
2016-07-02,19,12,23,14,19,16,0.0,64,10.0,1023,49.625,19,11,17
2016-07-03,19,12,22,14,18,19,0.2,92,9.0,1023,78.125,19,17,15
2016-07-04,20,12,6,16,19,20,0.0,82,7.75,1022,79.125,20,16,18
2016-07-05,21,14,15,15,21,19,0.0,76,8.0,1023,48.5,21,16,20
2016-07-06,23,11,8,13,22,22,0.0,69,10.0,1023,11.0,27,16,18
2016-07-07,27,13,8,16,25,24,0.0,63,10.0,1022,3.875,29,17,24
2016-07-08,24,14,17,16,24,21,0.0,66,10.0,1023,8.5,25,16,21
2016-07-09,25,14,12,17,24,22,0.0,72,8.0,1024,10.5,27,17,22
2016-07-10,23,13,24,17,23,20,0.0,75,10.0,1017,33.375,25,18,22
2016-07-11,20,15,21,17,20,19,0.3,69,10.0,1016,61.375,20,15,20
2016-07-12,20,13,24,15,18,17,0.5,83,10.0,1019,28.625,20,13,16
2016-07-13,19,10,20,12,19,17,0.2,62,9.875,1025,24.25,19,12,17
2016-07-14,20,9,17,11,19,19,0.0,63,10.0,1028,21.5,21,12,16
2016-07-15,23,9,10,12,21,21,0.0,61,10.0,1029,7.5,25,13,19
2016-07-16,26,13,15,15,25,25,0.0,61,10.0,1028,6.875,27,18,21
2016-07-17,29,17,18,19,28,27,0.0,70,8.5,1024,9.125,30,20,24
2016-07-18,25,14,13,16,24,22,0.8,67,9.75,1019,43.875,26,16,21
2016-07-19,23,15,17,16,23,21,1.0,73,9.0,1016,56.25,24,16,20
2016-07-20,23,15,16,16,22,21,1.4,73,8.125,1016,61.75,24,15,20
2016-07-21,23,15,16,16,23,21,0.3,71,8.75,1017,66.5,25,15,21
2016-07-22,24,13,15,15,24,21,0.9,67,8.625,1018,56.375,25,15,22
2016-07-23,24,14,15,15,23,22,1.4,67,8.75,1018,67.0,24,15,21
2016-07-24,24,14,17,16,24,22,0.6,67,9.125,1017,55.5,26,16,22
2016-07-25,24,15,11,16,24,22,0.7,76,8.625,1017,60.75,26,16,21
2016-07-26,25,15,16,17,25,23,0.7,71,9.0,1016,57.625,27,17,22
2016-07-27,23,15,17,17,23,21,1.4,73,8.5,1016,60.5,24,16,22
2016-07-28,22,16,18,17,22,20,0.0,71,7.75,1020,85.75,25,16,21
2016-07-29,22,16,18,18,21,20,0.0,85,9.0,1018,81.125,24,18,20
2016-07-30,21,13,10,17,20,20,0.0,68,10.0,1017,52.25,24,14,20
2016-07-31,23,14,17,16,23,21,0.0,71,10.0,1021,62.375,25,14,19
2016-08-01,23,11,21,13,23,19,0.0,56,10.0,1022,23.375,25,13,21
2016-08-02,22,16,26,18,21,20,0.0,77,10.0,1021,89.875,25,16,20
2016-08-03,22,18,22,19,21,20,0.2,77,10.0,1019,87.375,25,17,20
2016-08-04,22,15,21,16,21,19,0.1,78,10.0,1019,60.0,24,16,19
2016-08-05,23,12,14,14,22,20,0.0,64,10.0,1027,14.5,25,13,19
2016-08-06,25,11,13,16,23,22,0.0,62,10.0,1030,8.625,26,16,21
2016-08-07,28,13,13,18,27,24,0.0,59,10.0,1031,1.125,29,18,26
2016-08-08,23,16,14,16,22,20,0.0,63,7.75,1026,58.625,25,16,20
2016-08-09,22,12,20,12,22,20,0.0,57,10.0,1026,17.125,24,11,18
2016-08-10,20,9,18,11,19,18,0.0,57,9.0,1027,29.5,20,10,17
2016-08-11,23,9,15,13,21,20,0.0,68,10.0,1028,35.0,25,13,18
2016-08-12,26,10,5,13,25,23,0.0,52,10.0,1028,0.625,28,14,24
2016-08-13,29,14,13,14,27,26,0.0,45,10.0,1025,2.75,28,13,23
2016-08-14,30,15,18,16,29,27,0.0,56,10.0,1023,0.0,30,15,22
2016-08-15,31,18,18,18,30,28,0.0,57,10.0,1021,2.125,31,15,24
2016-08-16,32,18,13,18,30,28,0.0,54,10.0,1016,1.625,32,17,27
2016-08-17,28,18,22,20,28,21,0.0,62,10.0,1013,26.0,28,18,25
2016-08-18,22,15,19,16,21,20,0.0,72,9.0,1013,55.25,25,18,19
2016-08-19,21,14,23,15,21,20,1.1,83,9.875,1012,50.75,21,17,18
2016-08-20,22,15,31,15,22,19,0.0,55,10.0,1020,18.375,24,14,21
2016-08-21,23,13,20,15,23,20,0.0,53,10.0,1027,21.5,25,13,19
2016-08-22,29,13,10,15,26,26,0.0,50,10.0,1027,4.25,30,14,23
2016-08-23,35,19,15,19,34,28,0.0,40,10.0,1022,0.0,34,13,27
2016-08-24,33,17,9,19,31,28,0.0,49,10.0,1019,4.0,34,19,28
2016-08-25,34,18,14,19,32,31,0.1,52,10.0,1016,4.5,35,18,29
2016-08-26,32,18,17,18,29,28,0.0,61,10.0,1017,4.375,34,17,24
2016-08-27,31,18,20,19,31,23,0.0,50,10.0,1016,8.25,31,17,27
2016-08-28,22,16,27,18,22,20,0.0,68,8.0,1021,62.875,25,16,20
2016-08-29,24,16,14,16,23,22,0.1,63,10.0,1025,47.0,25,15,20
2016-08-30,27,13,11,15,25,26,0.0,72,7.625,1025,14.125,27,13,19
2016-08-31,28,17,9,17,28,25,0.0,46,10.0,1023,17.75,28,13,25
2016-09-01,28,14,12,15,26,23,0.0,56,10.0,1025,16.75,28,13,22
2016-09-02,27,14,18,15,27,20,0.0,50,10.0,1023,28.75,27,14,23
2016-09-03,28,13,15,15,26,22,0.0,52,9.0,1021,10.75,28,17,23
2016-09-04,26,17,20,18,26,22,0.0,72,6.75,1020,61.25,27,18,23
2016-09-05,25,18,17,20,23,23,0.0,78,6.5,1024,74.5,27,19,23
2016-09-06,30,16,9,17,27,26,0.0,70,7.0,1025,16.25,31,19,24
2016-09-07,32,17,20,17,30,25,0.0,43,10.0,1019,1.375,31,17,24
2016-09-08,23,14,22,18,23,19,0.0,64,10.0,1019,15.5,25,16,19
2016-09-09,24,13,21,14,24,19,0.0,61,10.0,1020,3.875,25,14,22
2016-09-10,24,15,26,15,24,21,0.2,70,9.0,1018,67.0,25,17,21
2016-09-11,25,15,17,16,24,20,0.0,71,8.0,1018,48.625,26,17,21
2016-09-12,30,16,13,17,28,24,0.0,58,10.0,1015,22.5,29,15,23
2016-09-13,28,18,30,21,28,21,8.4,57,9.25,1009,33.75,29,18,26
2016-09-14,23,16,23,16,23,18,0.0,68,10.0,1011,43.75,25,16,19
2016-09-15,21,14,12,15,21,18,0.7,86,8.375,1014,57.0,24,14,17
2016-09-16,19,15,25,15,19,17,1.9,92,7.875,1021,67.375,19,15,16
2016-09-17,19,11,19,11,18,16,0.1,69,10.0,1023,38.0,19,11,16
2016-09-18,20,13,17,13,20,18,0.0,78,10.0,1022,78.875,20,14,17
2016-09-19,21,12,10,12,20,16,0.0,72,6.75,1023,36.875,24,13,17
2016-09-20,22,12,6,12,22,17,0.8,72,8.875,1020,25.25,25,13,18
2016-09-21,22,12,10,12,22,17,0.3,63,9.875,1019,26.0,25,12,19
2016-09-22,21,11,7,11,21,16,0.0,62,10.0,1022,40.0,24,12,18
2016-09-23,23,11,8,11,22,16,0.0,68,10.0,1026,1.125,26,16,22
2016-09-24,25,12,24,12,25,19,0.0,57,10.0,1023,43.75,26,14,20
2016-09-25,21,12,23,16,21,15,0.0,59,10.0,1024,19.875,21,15,18
2016-09-26,20,10,13,10,20,15,0.0,56,10.0,1024,40.5,20,9,17
2016-09-27,22,15,20,15,19,18,0.1,71,8.75,1028,91.625,24,17,17
2016-09-28,22,13,10,15,22,17,0.0,81,5.25,1030,64.125,25,16,20
2016-09-29,23,14,17,14,23,17,0.0,75,6.0,1026,20.0,25,16,20
2016-09-30,16,12,12,13,15,13,10.6,93,8.5,1018,71.875,16,14,14
2016-10-01,18,11,25,12,17,13,0.0,68,10.0,1015,21.5,18,11,17
2016-10-02,18,7,10,7,17,12,0.0,65,10.0,1022,5.875,19,10,17
2016-10-03,19,9,24,9,19,14,0.0,62,10.0,1026,27.25,19,8,13
2016-10-04,21,11,28,11,20,16,0.0,52,10.0,1024,36.5,21,7,15
2016-10-05,21,9,9,9,20,15,0.0,67,10.0,1022,20.625,24,10,14
2016-10-06,16,8,24,8,16,11,0.0,57,10.0,1019,2.5,16,6,8
2016-10-07,16,6,12,6,14,11,0.0,72,10.0,1020,26.25,16,7,10
2016-10-08,15,8,12,9,15,12,0.0,75,10.0,1025,51.0,16,9,12
2016-10-09,17,7,9,7,17,12,0.0,71,10.0,1026,28.125,18,8,13
2016-10-10,17,7,5,7,17,11,0.0,61,10.0,1026,49.625,17,7,12
2016-10-11,15,6,18,6,15,10,0.0,69,10.0,1021,24.75,15,5,9
2016-10-12,15,7,33,7,14,12,0.0,53,10.0,1016,29.875,15,3,7
2016-10-13,14,8,25,8,13,10,0.0,68,9.0,1009,80.0,14,8,6
2016-10-14,15,7,12,7,15,10,0.0,79,6.5,1006,55.125,16,8,10
2016-10-15,17,9,33,13,17,14,2.8,79,9.75,1013,68.75,17,12,15
2016-10-16,18,12,19,14,18,13,1.9,83,9.875,1019,49.875,18,13,16
2016-10-17,19,11,14,12,19,13,0.3,79,8.875,1026,16.375,19,13,17
2016-10-18,14,8,12,8,14,12,0.0,78,10.0,1027,37.375,15,11,13
2016-10-19,14,6,10,6,14,12,0.0,70,10.0,1026,44.5,15,8,12
2016-10-20,15,6,13,6,15,10,0.0,76,10.0,1022,23.875,15,8,11
2016-10-21,15,6,11,6,15,11,0.0,79,7.0,1021,31.125,15,8,11
2016-10-22,15,6,22,6,15,10,0.0,73,10.0,1016,21.0,15,6,8
2016-10-23,16,7,26,8,12,12,1.2,86,9.375,1007,40.5,16,13,8
2016-10-24,18,11,15,12,18,13,2.2,92,9.875,1016,61.125,18,13,13
2016-10-25,18,9,11,9,18,12,0.0,80,10.0,1024,7.5,19,11,14
2016-10-26,17,9,12,9,16,11,0.0,85,7.0,1032,28.5,17,11,12
2016-10-27,16,7,13,7,16,10,0.0,78,10.0,1034,1.25,17,9,11
2016-10-28,16,6,18,6,15,10,0.0,76,9.0,1035,6.125,16,9,8
2016-10-29,16,7,20,7,15,11,0.0,79,10.0,1033,11.25,16,9,8
2016-10-30,17,8,18,8,16,11,0.0,83,8.75,1027,25.0,17,10,8
2016-10-31,18,8,20,8,18,12,0.0,67,10.0,1023,1.5,18,9,10
2016-11-01,17,8,6,8,17,11,0.0,77,10.0,1022,44.75,18,9,11
2016-11-02,15,8,15,8,15,10,0.0,83,9.0,1023,37.0,15,10,10
2016-11-03,13,4,14,4,12,7,0.0,73,10.0,1024,15.5,14,5,5
2016-11-04,12,4,11,4,12,10,2.0,62,9.125,1018,56.875,12,10,9
2016-11-05,12,6,13,6,12,7,0.4,80,8.375,1009,38.125,12,10,6
2016-11-06,9,4,14,4,9,5,0.1,76,10.0,1009,43.0,10,4,4
2016-11-07,10,2,22,2,10,5,0.0,81,10.0,1016,25.5,10,4,3
2016-11-08,10,2,12,2,10,8,1.5,75,9.875,1016,64.625,11,7,5
2016-11-09,13,9,28,9,12,10,9.9,74,9.375,1015,69.75,13,10,6
2016-11-10,13,10,22,10,13,11,0.7,82,10.0,1017,81.5,13,10,10
2016-11-11,13,6,9,6,13,7,0.0,80,10.0,1024,25.375,13,7,8
2016-11-12,13,7,29,8,12,12,3.8,97,6.875,1023,92.125,13,12,7
2016-11-13,13,8,19,11,13,9,0.0,85,10.0,1031,56.625,13,12,8
2016-11-14,12,5,7,5,11,7,0.1,84,7.0,1034,37.625,12,6,7
2016-11-15,13,8,13,8,13,12,0.0,90,7.75,1033,84.25,14,12,10
2016-11-16,15,11,21,12,15,13,0.4,88,6.5,1030,94.125,15,13,11
2016-11-17,14,12,29,12,14,13,0.2,86,9.875,1020,83.0,14,13,11
