DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C
2015-01-21,6,1,22,3,6,2,1.9,95,9.875,1008,67.125,7,4,-1
2015-01-22,5,-1,15,-1,4,0,0.0,85,10.0,1023,14.25,5,0,-4
2015-01-23,6,-1,10,-1,5,-1,0.0,81,10.0,1028,14.125,7,1,-2
2015-01-24,8,2,29,7,8,3,0.4,91,9.875,1033,33.5,8,7,4
2015-01-25,8,0,10,0,7,2,0.0,82,10.0,1035,40.0,8,3,3
2015-01-26,11,3,21,5,11,9,0.0,92,10.0,1033,77.5,11,9,4
2015-01-27,9,5,15,5,9,7,0.0,86,10.0,1032,92.5,9,5,5
2015-01-28,12,6,38,6,11,9,0.7,94,10.0,1028,88.375,12,10,5
2015-01-29,9,5,36,7,9,7,6.8,92,8.25,1011,87.75,9,7,4
2015-01-30,9,3,39,4,9,5,0.1,73,10.0,991,32.25,9,3,1
2015-01-31,8,1,32,1,8,4,0.0,77,9.75,997,44.25,8,2,-1
2015-02-01,7,1,33,1,7,2,0.3,75,9.875,1009,29.625,7,1,-2
2015-02-02,6,-1,10,-1,6,3,0.0,71,10.0,1009,61.125,6,0,3
2015-02-03,4,-1,15,0,4,0,0.2,78,10.0,1008,73.375,5,0,1
2015-02-04,6,-1,36,-1,6,1,0.0,78,10.0,1021,57.75,6,0,-4
2015-02-05,5,-1,26,0,5,2,1.3,86,9.5,1022,55.875,5,0,-3
2015-02-06,5,-3,34,-3,3,0,0.0,72,10.0,1023,34.375,5,0,-8
2015-02-07,6,-3,31,-2,4,1,0.0,67,10.0,1031,19.0,6,0,-8
2015-02-08,7,-1,26,1,7,3,0.0,87,10.0,1036,48.25,7,3,-1
2015-02-09,9,-1,16,-1,8,4,0.0,78,10.0,1037,2.5,9,2,-2
2015-02-10,8,-2,25,-2,6,2,0.0,86,10.0,1031,8.875,8,2,-4
2015-02-11,10,-2,12,-2,9,2,0.0,83,8.0,1025,5.625,14,6,-1
2015-02-12,11,2,19,2,10,6,0.0,77,10.0,1021,52.5,11,5,2
2015-02-13,10,5,47,6,9,8,5.7,86,9.625,1016,56.0,10,7,5
2015-02-14,11,6,28,7,11,6,0.0,86,10.0,1006,53.0,11,6,4
2015-02-15,10,2,14,2,9,5,0.0,91,7.0,1017,30.875,10,4,2
2015-02-16,8,3,24,4,8,6,4.4,94,8.5,1021,61.25,8,6,2
2015-02-17,9,2,24,2,9,4,0.0,86,10.0,1041,7.5,9,4,0
2015-02-18,9,0,14,0,9,4,0.0,76,10.0,1042,11.0,10,2,0
2015-02-19,9,1,25,3,8,6,0.3,80,9.0,1035,66.0,9,5,3
2015-02-20,10,5,48,9,9,8,7.0,93,8.5,1021,88.875,10,9,4
2015-02-21,8,2,28,3,8,4,0.7,81,9.875,1010,38.0,8,3,1
2015-02-22,9,-1,32,-1,9,7,1.2,76,9.875,1014,45.625,9,8,4
2015-02-23,11,5,36,10,10,6,2.2,81,9.75,1006,66.625,11,10,5
2015-02-24,10,3,32,4,10,6,0.0,74,10.0,1023,31.375,10,3,4
2015-02-25,12,6,28,8,12,10,1.7,92,9.875,1022,94.25,12,10,6
2015-02-26,11,7,22,10,11,10,2.9,96,7.875,1024,95.0,11,10,8
2015-02-27,9,3,19,3,9,6,0.0,76,10.0,1025,47.0,9,4,2
2015-02-28,11,5,37,7,9,10,4.2,95,7.625,1023,91.875,11,11,3
2015-03-01,13,11,32,11,13,12,0.2,93,9.0,1013,97.25,13,11,9
2015-03-02,11,6,29,8,11,7,0.0,78,10.0,1024,42.875,11,9,6
2015-03-03,10,5,23,7,9,7,1.1,89,9.875,1028,69.125,10,8,7
2015-03-04,9,2,24,2,9,5,0.0,70,10.0,1039,12.75,9,2,3
2015-03-05,11,0,9,1,10,5,0.0,71,10.0,1041,14.375,12,4,6
2015-03-06,14,2,12,2,13,7,0.0,71,10.0,1039,14.0,14,5,6
2015-03-07,16,2,11,2,15,7,0.0,55,10.0,1033,22.0,16,7,9
2015-03-08,15,2,14,4,15,8,0.0,64,10.0,1027,17.875,16,8,14
2015-03-09,14,4,9,4,13,9,0.0,83,9.0,1028,32.375,15,8,8
2015-03-10,12,6,20,8,12,9,0.3,80,9.625,1028,56.875,13,7,7
2015-03-11,13,5,19,5,12,9,0.6,84,8.625,1016,61.0,13,8,7
2015-03-12,11,4,20,4,11,8,0.9,83,8.875,1019,58.375,11,6,6
2015-03-13,13,4,17,4,12,8,0.3,84,8.5,1022,60.75,13,7,7
2015-03-14,13,4,17,4,13,9,0.9,84,9.0,1022,53.875,14,8,7
2015-03-15,13,4,17,4,13,9,0.6,81,8.125,1021,58.125,14,9,8
2015-03-16,13,5,19,5,13,9,0.6,80,8.625,1019,59.875,14,8,8
2015-03-17,12,5,17,5,12,8,0.6,82,8.875,1017,55.25,12,7,7
2015-03-18,12,6,20,6,12,9,0.7,81,9.125,1019,62.875,12,7,7
2015-03-19,13,6,28,9,13,9,0.6,76,10.0,1027,34.625,13,7,7
2015-03-20,9,5,30,5,7,9,5.4,94,8.5,1026,85.75,9,8,3
2015-03-21,14,4,31,4,12,9,0.7,85,9.0,1023,32.0,14,7,5
2015-03-22,8,2,30,2,8,7,0.2,78,10.0,1023,50.125,8,3,2
2015-03-23,13,1,17,1,13,10,0.0,76,10.0,1018,18.125,13,6,5
2015-03-24,10,4,17,4,9,7,1.4,88,9.875,1013,65.875,10,5,3
2015-03-25,10,0,21,0,10,6,0.3,76,10.0,1014,18.625,10,3,3
2015-03-26,13,1,34,6,12,9,0.7,95,9.0,1018,65.125,13,11,5
2015-03-27,11,1,22,1,10,9,1.8,86,8.875,1025,63.875,11,10,8
2015-03-28,12,11,33,11,12,11,0.2,94,10.0,1024,96.0,12,11,9
2015-03-29,12,10,44,11,12,11,2.0,93,9.875,1021,98.125,12,11,8
2015-03-30,14,11,35,12,14,13,0.1,95,10.0,1020,98.75,14,12,9
2015-03-31,12,9,39,12,12,10,0.0,87,10.0,1028,77.0,12,10,8
2015-04-01,12,5,22,5,12,9,0.0,65,10.0,1033,28.75,12,5,7
2015-04-02,13,6,26,8,12,11,0.0,86,9.0,1030,67.25,13,10,9
2015-04-03,14,8,26,9,11,11,0.8,92,7.625,1026,81.25,14,10,9
2015-04-04,13,6,20,8,13,10,0.0,88,10.0,1022,74.625,13,9,8
2015-04-05,12,2,28,2,11,9,0.0,65,10.0,1025,3.875,12,4,4
2015-04-06,14,2,28,2,13,11,0.0,54,10.0,1030,3.0,14,6,6
2015-04-07,16,4,30,4,15,12,0.0,56,10.0,1033,0.5,16,6,7
2015-04-08,18,4,24,4,17,14,0.0,56,10.0,1032,2.375,18,8,8
2015-04-09,20,6,12,6,19,15,0.0,59,10.0,1026,13.5,20,9,14
2015-04-10,17,9,28,9,17,12,0.1,71,10.0,1021,51.25,17,10,16
2015-04-11,15,7,28,10,15,12,0.0,78,10.0,1029,55.375,15,10,11
2015-04-12,18,6,12,8,17,14,0.0,84,6.5,1030,30.5,20,12,12
2015-04-13,14,5,14,6,14,11,1.2,77,8.125,1016,59.75,14,9,10
2015-04-14,15,5,13,6,15,12,0.4,74,9.0,1016,55.875,15,9,11
2015-04-15,14,6,18,6,14,11,3.1,75,8.25,1019,67.625,15,8,10
2015-04-16,19,12,16,15,19,17,0.5,67,10.0,1014,77.375,19,12,18
2015-04-17,15,10,21,13,15,14,0.0,88,10.0,1018,77.875,15,12,13
2015-04-18,14,8,31,10,14,14,0.6,88,6.5,1018,75.375,14,11,10
2015-04-19,16,6,33,6,16,14,0.0,56,10.0,1019,9.625,16,8,8
2015-04-20,19,6,11,8,18,16,0.1,68,10.0,1025,33.25,19,12,14
2015-04-21,21,9,26,9,21,18,0.0,65,10.0,1027,5.25,24,12,15
2015-04-22,21,10,24,10,21,20,0.1,71,10.0,1025,34.125,24,15,16
2015-04-23,20,10,15,12,20,15,2.3,72,8.75,1018,21.0,21,14,18
2015-04-24,18,10,12,11,17,14,0.3,69,5.75,1017,69.5,18,10,16
2015-04-25,18,10,33,11,18,15,0.7,72,9.875,1011,52.75,18,12,16
2015-04-26,14,11,23,12,12,14,12.8,93,9.125,1009,75.75,15,11,10
2015-04-27,15,8,27,8,15,12,0.0,70,10.0,1017,51.375,15,9,9
2015-04-28,14,5,16,7,14,12,1.2,73,9.375,1015,62.125,15,9,10
2015-04-29,14,4,28,7,14,12,0.2,59,9.875,1021,56.0,14,7,11
2015-04-30,13,9,23,11,13,13,8.1,92,8.125,1019,99.625,14,13,9
2015-05-01,15,13,31,13,14,14,5.9,96,9.5,1011,97.375,15,14,13
2015-05-02,14,12,32,12,13,14,6.0,95,8.0,1011,97.5,14,14,11
2015-05-03,16,11,34,15,16,14,0.0,93,10.0,1009,80.125,16,14,13
2015-05-04,18,10,19,12,18,18,3.9,87,8.5,1009,55.625,18,16,15
2015-05-05,15,10,41,13,15,13,0.0,67,10.0,1012,26.25,15,13,11
2015-05-06,15,8,40,11,15,13,0.3,62,10.0,1020,11.25,15,8,11
2015-05-07,17,7,13,10,15,16,0.0,63,10.0,1021,41.125,17,11,12
2015-05-08,18,10,34,12,18,15,1.4,81,9.875,1019,83.5,18,14,15
2015-05-09,18,10,27,12,18,15,0.0,73,9.0,1027,34.375,18,12,16
2015-05-10,23,9,19,11,22,21,0.0,65,8.0,1028,39.375,25,16,17
2015-05-11,24,14,12,16,23,20,0.0,69,10.0,1021,35.625,26,16,21
2015-05-12,20,12,17,13,19,18,0.0,74,10.0,1023,50.625,20,13,17
2015-05-13,20,11,32,14,19,16,0.0,77,10.0,1022,25.375,21,17,18
2015-05-14,16,10,40,15,16,11,1.1,86,10.0,1017,67.25,16,13,11
2015-05-15,16,6,21,8,15,15,0.0,70,10.0,1027,34.25,16,10,12
2015-05-16,17,7,16,11,17,17,0.3,87,10.0,1030,57.375,17,14,13
2015-05-17,18,7,11,8,16,16,0.0,64,10.0,1031,19.75,19,11,13
2015-05-18,17,5,29,11,17,13,0.3,83,9.0,1022,41.25,17,12,13
2015-05-19,14,7,33,10,14,12,0.8,62,9.875,1017,20.375,14,7,11
2015-05-20,16,5,21,9,15,14,0.0,64,10.0,1026,26.625,16,6,11
2015-05-21,16,4,12,7,16,14,0.0,61,10.0,1030,14.375,16,10,12
2015-05-22,18,7,18,10,17,15,0.0,69,10.0,1031,23.0,18,11,16
2015-05-23,20,10,16,12,18,18,1.0,78,7.75,1025,60.125,20,14,16
2015-05-24,21,10,14,12,20,19,0.0,76,8.0,1022,33.125,24,14,17
2015-05-25,20,11,19,13,18,18,0.0,79,9.0,1021,49.625,20,12,14
2015-05-26,18,8,14,10,18,17,0.0,66,10.0,1025,42.875,18,12,16
2015-05-27,21,8,7,11,20,18,0.0,64,10.0,1026,4.625,24,11,18
2015-05-28,19,9,17,11,18,17,0.0,66,8.0,1022,32.375,19,13,16
2015-05-29,18,9,29,11,18,15,0.0,60,9.0,1018,41.0,18,10,15
2015-05-30,20,11,17,12,19,17,0.3,64,9.875,1019,45.0,20,12,16
2015-05-31,16,13,33,16,16,15,1.8,94,9.875,1018,99.25,16,15,16
2015-06-01,16,8,26,9,16,15,0.0,62,10.0,1021,36.25,16,9,13
2015-06-02,18,12,37,15,18,17,0.1,81,10.0,1020,87.75,18,14,17
2015-06-03,21,15,9,15,19,20,0.1,67,8.75,1026,49.125,25,15,18
2015-06-04,29,12,20,15,27,27,0.0,71,10.0,1025,14.25,31,20,22
2015-06-05,24,15,24,18,24,19,1.7,75,9.875,1022,15.0,26,16,20
2015-06-06,21,9,18,10,19,19,0.0,53,10.0,1028,8.125,21,9,15
2015-06-07,23,9,26,11,21,21,0.0,56,10.0,1029,6.875,24,12,16
2015-06-08,22,11,33,12,21,19,0.0,55,10.0,1027,6.75,24,10,17
2015-06-09,20,9,35,10,20,19,0.9,64,10.0,1025,36.25,20,12,15
2015-06-10,19,11,36,13,19,19,0.5,73,10.0,1021,65.125,19,14,16
2015-06-11,26,15,23,18,25,23,0.0,65,10.0,1015,28.125,27,17,24
2015-06-12,19,13,19,15,16,18,4.5,92,7.5,1013,65.375,19,15,15
2015-06-13,21,9,13,14,20,20,2.2,61,10.0,1014,49.5,21,14,19
2015-06-14,17,14,22,15,17,15,10.2,84,9.375,1014,82.125,17,14,16
2015-06-15,19,12,12,13,15,19,0.0,89,10.0,1021,67.125,20,13,13
2015-06-16,22,12,20,15,21,20,0.0,67,10.0,1026,26.125,24,12,17
2015-06-17,22,10,13,13,22,20,0.0,56,10.0,1028,13.5,24,12,19
2015-06-18,22,15,21,17,22,19,0.0,76,10.0,1026,78.875,25,17,20
2015-06-19,23,9,17,12,22,21,0.0,60,10.0,1024,1.25,25,11,18
2015-06-20,23,9,10,12,23,22,0.0,58,10.0,1025,12.625,25,15,19
2015-06-21,24,14,17,16,23,21,0.0,67,10.0,1023,20.25,25,15,21
2015-06-22,23,11,24,14,23,19,0.0,57,10.0,1019,29.5,24,13,20
2015-06-23,22,9,16,11,20,21,0.0,54,10.0,1020,14.75,24,11,17
2015-06-24,24,12,8,15,23,22,0.0,54,10.0,1022,21.25,25,13,21
2015-06-25,27,13,11,19,26,25,0.0,52,10.0,1023,11.125,27,15,24
2015-06-26,27,16,24,19,27,21,0.0,51,10.0,1021,19.125,27,16,24
2015-06-27,24,15,8,16,23,23,0.0,66,9.0,1023,35.125,26,15,20
2015-06-28,25,13,19,17,25,22,0.0,49,10.0,1022,4.125,25,14,22
2015-06-29,28,14,10,17,26,27,0.0,52,10.0,1024,9.875,29,16,23
2015-06-30,35,18,26,21,33,34,0.0,51,10.0,1019,1.875,37,19,27
2015-07-01,26,17,25,21,26,22,0.6,67,10.0,1016,15.75,28,19,25
2015-07-02,25,16,23,18,23,22,10.6,90,9.0,1024,49.375,26,18,20
2015-07-03,32,16,28,19,29,28,0.1,68,10.0,1024,20.375,33,21,25
2015-07-04,25,18,19,19,24,22,0.4,68,9.875,1023,18.0,26,17,22
2015-07-05,23,15,27,17,23,20,1.8,67,10.0,1022,32.875,25,15,20
2015-07-06,26,11,10,16,24,24,0.0,54,10.0,1023,5.875,27,14,22
2015-07-07,21,15,27,19,21,19,0.1,76,10.0,1017,48.0,24,17,21
2015-07-08,20,14,27,16,20,19,0.2,60,10.0,1022,59.875,20,13,19
2015-07-09,24,11,11,13,21,23,0.0,60,10.0,1025,7.375,26,12,18
2015-07-10,29,14,28,16,27,27,0.0,44,10.0,1022,1.875,31,17,22
2015-07-11,23,14,21,16,22,20,0.0,67,10.0,1023,17.625,25,14,20
2015-07-12,22,13,23,15,21,20,0.0,61,10.0,1023,22.0,25,14,20
2015-07-13,21,15,24,17,21,20,0.1,75,9.0,1023,69.0,21,16,19
2015-07-14,23,16,15,18,20,23,0.1,79,8.75,1023,61.0,25,17,19
2015-07-15,27,15,11,18,27,25,0.0,70,10.0,1022,10.0,30,18,24
2015-07-16,32,17,31,20,32,22,1.1,56,10.0,1017,9.875,32,18,27
2015-07-17,24,16,28,19,23,22,0.0,70,10.0,1018,53.0,26,18,23
2015-07-18,27,14,17,16,25,25,0.6,58,9.875,1020,29.5,28,17,21
2015-07-19,22,16,26,20,21,22,0.0,82,10.0,1016,78.5,25,18,20
2015-07-20,25,18,27,20,24,22,0.8,88,8.0,1016,81.625,26,20,21
2015-07-21,25,17,20,19,25,22,0.1,71,8.75,1017,56.0,27,18,24
2015-07-22,24,14,25,16,24,21,0.0,59,9.0,1020,7.75,26,16,23
2015-07-23,25,14,11,14,23,23,0.0,56,10.0,1021,33.5,26,13,20
2015-07-24,25,17,40,18,25,20,1.5,66,9.875,1014,64.25,26,17,23
2015-07-25,22,14,20,14,21,20,0.0,56,10.0,1020,24.25,24,12,18
2015-07-26,19,13,36,14,17,18,1.6,88,9.875,1018,80.125,19,17,12
2015-07-27,20,15,36,17,20,18,0.0,73,10.0,1014,69.625,20,14,19
2015-07-28,18,12,15,15,18,15,3.6,85,9.625,1015,77.625,18,14,16
2015-07-29,21,11,21,11,20,18,0.0,59,10.0,1018,21.625,21,13,16
2015-07-30,22,9,16,11,20,20,0.0,54,10.0,1020,5.875,24,9,18
2015-07-31,22,12,21,12,21,20,0.0,52,10.0,1019,36.0,24,11,18
2015-08-01,24,11,15,12,22,21,0.0,52,10.0,1019,13.5,24,9,19
2015-08-02,30,13,24,15,28,27,0.0,38,10.0,1019,1.875,28,11,24
2015-08-03,27,15,20,17,25,22,0.0,69,9.0,1015,16.125,27,17,23
2015-08-04,22,14,20,15,22,20,0.0,55,8.75,1019,22.0,24,16,20
2015-08-05,27,12,25,14,26,23,0.0,52,10.0,1018,16.0,28,16,21
2015-08-06,25,17,15,17,24,22,0.0,60,9.0,1017,46.25,26,16,22
2015-08-07,26,14,22,16,24,21,0.0,58,10.0,1020,32.25,26,15,22
2015-08-08,22,12,15,16,21,22,0.1,66,10.0,1023,27.25,24,13,20
2015-08-09,26,16,15,16,25,24,0.0,60,10.0,1023,36.0,26,14,22
2015-08-10,28,14,13,18,26,23,0.0,47,10.0,1022,12.0,27,14,25
2015-08-11,27,17,16,19,27,23,3.3,64,9.875,1017,78.0,28,20,25
2015-08-12,32,18,20,19,30,29,4.9,70,9.5,1017,35.5,34,19,25
2015-08-13,24,18,23,19,24,21,6.9,84,8.625,1014,73.5,26,20,21
2015-08-14,20,16,38,17,18,19,1.4,81,9.875,1014,84.375,20,17,17
2015-08-15,20,12,16,12,19,18,0.0,58,10.0,1018,31.375,20,11,16
2015-08-16,21,10,9,12,20,19,0.1,58,10.0,1018,39.625,24,10,18
2015-08-17,22,12,15,13,21,19,0.4,61,9.875,1017,39.125,24,11,18
2015-08-18,23,12,21,14,22,20,0.1,62,10.0,1019,19.875,25,13,20
2015-08-19,23,13,21,15,22,19,0.0,65,10.0,1021,31.75,25,14,20
2015-08-20,25,14,14,16,24,22,0.0,60,10.0,1023,26.25,26,14,21
2015-08-21,29,15,8,18,28,26,0.0,50,10.0,1022,8.125,30,15,25
2015-08-22,31,19,23,20,31,25,2.1,46,9.75,1017,26.125,31,18,28
2015-08-23,22,15,27,15,22,19,3.3,70,9.75,1007,50.75,24,16,19
2015-08-24,20,14,58,16,18,17,0.5,75,9.875,1015,47.5,20,14,17
2015-08-25,20,13,39,15,19,19,1.9,84,9.875,1016,80.125,20,17,17
2015-08-26,24,17,36,17,24,19,2.9,88,9.75,1015,53.25,25,17,19
2015-08-27,16,15,18,15,15,15,11.7,92,9.0,1013,88.625,16,15,14
2015-08-28,22,13,8,13,21,20,0.0,71,8.0,1020,24.625,25,14,19
2015-08-29,31,16,18,18,28,25,1.1,74,9.875,1019,18.75,33,20,24
2015-08-30,29,17,21,20,29,23,3.3,65,7.75,1016,25.5,30,19,25
2015-08-31,24,16,19,19,24,19,5.8,79,9.875,1017,59.0,26,19,23
2015-09-01,23,13,13,13,23,19,0.4,65,9.125,1021,54.125,24,13,19
2015-09-02,20,11,14,11,20,18,0.1,62,9.875,1021,40.625,20,11,17
2015-09-03,19,10,18,10,18,16,0.0,63,10.0,1020,12.75,19,9,16
2015-09-04,14,9,13,9,11,13,0.0,85,9.625,1023,11.75,14,10,9
2015-09-05,23,14,16,14,23,19,1.0,70,8.625,1018,64.125,23,14,20
2015-09-06,22,14,17,14,22,19,0.3,68,9.125,1018,58.0,23,13,19
2015-09-07,20,10,25,10,20,18,0.0,57,10.0,1029,1.75,20,9,16
2015-09-08,22,11,28,11,21,18,0.0,62,10.0,1026,1.5,24,10,17
2015-09-09,25,11,21,11,23,18,0.0,59,10.0,1019,17.875,25,10,18
2015-09-10,25,14,10,14,25,20,0.0,54,10.0,1016,20.375,27,13,21
2015-09-11,23,13,23,15,23,19,0.2,61,9.875,1015,28.875,25,15,21
2015-09-12,20,12,19,16,19,16,1.8,78,6.875,1013,43.125,20,15,17
2015-09-13,19,12,28,12,19,16,6.4,81,9.625,1011,69.5,19,14,16
2015-09-14,17,13,39,13,17,14,4.5,62,9.5,1007,40.5,17,13,16
2015-09-15,19,12,32,12,17,15,13.6,71,9.25,1006,59.75,19,15,17
2015-09-16,19,15,25,18,17,16,0.0,88,9.625,1010,63.625,19,17,17
2015-09-17,20,12,16,12,20,16,1.2,70,9.0,1016,60.625,20,12,17
2015-09-18,20,12,16,12,20,16,0.0,74,9.0,1017,60.25,21,12,17
2015-09-19,20,11,14,11,20,16,0.6,70,8.375,1021,57.125,21,12,16
2015-09-20,21,11,11,11,21,16,0.1,69,8.625,1021,54.125,23,12,17
2015-09-21,19,11,22,11,19,16,0.9,65,10.0,1021,42.125,19,13,17
2015-09-22,16,11,31,14,16,13,0.1,77,10.0,1012,44.875,16,12,12
2015-09-23,18,8,16,8,17,13,0.0,68,10.0,1020,7.875,18,10,14
2015-09-24,19,12,21,14,19,17,0.3,76,10.0,1022,64.125,19,14,18
2015-09-25,19,12,12,12,18,15,0.0,80,9.0,1024,36.25,19,13,16
2015-09-26,20,9,19,9,19,15,0.0,68,10.0,1024,16.75,20,9,13
2015-09-27,20,9,28,9,19,15,0.0,70,10.0,1028,2.0,20,9,12
2015-09-28,20,9,30,9,20,16,0.0,60,10.0,1029,6.0,21,7,12
2015-09-29,19,10,38,10,18,15,0.0,52,10.0,1027,15.75,19,6,12
2015-09-30,20,9,28,9,20,15,0.0,59,10.0,1025,5.125,21,7,12
2015-10-01,17,9,26,9,17,12,0.0,62,10.0,1025,0.125,17,6,11
2015-10-02,20,7,17,7,17,13,0.0,68,10.0,1022,7.375,20,7,10
2015-10-03,20,8,7,8,19,14,0.2,67,10.0,1017,15.75,21,12,16
2015-10-04,17,11,34,11,16,14,3.2,76,9.75,1017,37.0,17,15,11
2015-10-05,20,15,28,16,20,17,14.3,95,9.25,1010,62.875,20,16,16
2015-10-06,18,14,43,16,18,15,4.0,82,10.0,1010,87.75,18,15,17
2015-10-07,18,12,20,13,18,13,0.6,74,10.0,1021,48.5,18,11,15
2015-10-08,17,9,9,9,17,15,0.0,76,10.0,1022,53.625,18,11,15
2015-10-09,17,9,22,9,17,12,0.0,65,10.0,1022,13.625,17,8,11
2015-10-10,19,9,24,9,18,14,0.0,73,10.0,1016,31.125,19,9,11
2015-10-11,18,10,30,10,17,14,0.0,73,10.0,1012,30.875,18,10,12
2015-10-12,18,9,26,9,16,13,0.0,70,10.0,1018,12.5,18,9,10
2015-10-13,14,8,23,8,14,11,0.0,67,10.0,1022,26.5,15,8,10
2015-10-14,14,6,17,7,13,11,0.0,66,10.0,1023,40.25,14,5,9
2015-10-15,12,5,18,7,12,8,0.0,79,10.0,1022,38.25,12,7,9
2015-10-16,15,3,13,4,15,11,0.0,69,10.0,1022,52.875,15,8,8
2015-10-17,15,6,21,6,14,11,0.0,77,9.0,1020,27.125,15,8,8
2015-10-18,15,7,23,7,15,11,0.0,80,10.0,1018,25.625,15,8,9
2015-10-19,16,7,32,7,14,11,0.0,67,10.0,1022,10.625,16,8,7
2015-10-20,16,8,24,8,16,12,0.0,77,10.0,1026,31.75,16,9,11
2015-10-21,14,6,13,6,14,12,0.5,73,9.0,1026,56.75,14,10,10
2015-10-22,15,10,19,10,15,14,0.0,78,9.0,1024,81.625,15,13,12
2015-10-23,17,11,11,11,17,16,0.1,82,10.0,1025,66.5,17,12,15
2015-10-24,17,11,16,12,17,13,1.2,82,9.625,1024,58.5,18,12,14
2015-10-25,16,7,22,7,15,11,0.4,68,10.0,1026,17.625,16,10,9
2015-10-26,20,10,27,10,19,15,0.1,73,10.0,1017,26.5,20,12,13
2015-10-27,16,10,31,13,14,11,3.2,87,9.625,1010,49.5,16,13,12
2015-10-28,16,9,24,9,16,12,0.5,83,9.875,1011,44.75,16,10,11
2015-10-29,16,12,27,12,16,14,0.6,87,9.0,1016,69.625,16,14,11
2015-10-30,20,13,19,13,20,15,0.0,65,10.0,1018,28.375,20,11,13
2015-10-31,20,11,23,11,19,15,0.0,64,10.0,1024,9.5,20,12,12
2015-11-01,21,11,19,11,20,15,0.0,60,10.0,1027,6.375,21,10,13
2015-11-02,19,10,27,10,18,14,0.0,66,10.0,1025,8.125,19,9,13
2015-11-03,19,12,30,12,19,14,1.2,78,9.875,1015,62.875,19,12,15
2015-11-04,18,12,22,12,18,15,0.3,84,10.0,1018,60.5,18,13,15
2015-11-05,18,13,28,13,18,16,1.4,84,9.875,1018,64.375,18,15,16
2015-11-06,20,15,32,17,20,16,0.3,89,10.0,1024,77.375,20,16,18
2015-11-07,21,14,24,15,21,15,0.0,84,8.0,1027,31.375,21,15,17
2015-11-08,21,13,28,13,21,15,0.0,80,8.0,1028,20.25,21,14,16
2015-11-09,17,12,25,13,17,12,0.0,82,9.0,1032,40.875,17,14,15
2015-11-10,16,11,16,12,16,15,0.7,94,6.5,1031,63.625,16,14,13
2015-11-11,16,14,15,14,16,14,0.3,94,6.0,1028,88.75,16,14,14
2015-11-12,15,12,14,12,15,14,0.2,93,6.75,1027,83.625,16,14,13
2015-11-13,17,10,25,14,17,11,0.2,88,9.0,1034,52.5,17,13,14
2015-11-14,15,8,24,10,15,11,0.0,78,10.0,1035,46.0,15,11,10
2015-11-15,17,12,24,13,17,12,0.0,86,10.0,1028,23.125,17,12,13
2015-11-16,15,11,27,14,15,15,0.5,88,9.0,1021,87.25,15,14,12
2015-11-17,17,15,42,16,17,16,3.9,91,9.5,1021,89.875,17,15,17
